N, RMSE, Max
5,0.12866,0.31651
6,0.078266,0.20822
7,0.0018373,0.0038304
8,0.0012058,0.0034399
9,3.5787e-05,0.00012042
10,2.8598e-05,6.7869e-05
11,9.7918e-07,4.5137e-06
12,1.3577e-06,6.4083e-06
13,1.5748e-07,7.1795e-07
14,2.7361e-07,1.3958e-06
15,1.6188e-07,7.0723e-07
