N, RMSE, Max
20,0.25701,0.6268
24,0.076048,0.19701
28,0.049216,0.12922
32,0.012385,0.062828
36,0.0057256,0.024713
40,0.0027248,0.015284
44,0.00094777,0.0059599
48,0.00086557,0.0061753
52,0.00012548,0.00094638
