x,y_ref_real,y_ref_imag,y_ref_abs
22461,98.796,-99.439,140.17
22462,98.714,-99.439,140.12
22463,98.632,-99.439,140.06
22464,98.55,-99.439,140
22465,98.47,-99.439,139.94
22466,98.389,-99.439,139.89
22467,98.31,-99.44,139.83
22468,98.23,-99.44,139.78
22469,98.152,-99.44,139.72
22470,98.074,-99.44,139.67
22471,97.996,-99.441,139.61
22472,97.919,-99.441,139.56
22473,97.842,-99.441,139.51
22474,97.766,-99.442,139.45
22475,97.691,-99.442,139.4
22476,97.615,-99.443,139.35
22477,97.54,-99.444,139.3
22478,97.466,-99.444,139.24
22479,97.392,-99.445,139.19
22480,97.318,-99.446,139.14
22481,97.245,-99.447,139.09
22482,97.172,-99.448,139.04
22483,97.1,-99.449,138.99
22484,97.028,-99.45,138.94
22485,96.956,-99.451,138.89
22486,96.884,-99.452,138.84
22487,96.813,-99.453,138.79
22488,96.742,-99.454,138.75
22489,96.672,-99.456,138.7
22490,96.602,-99.457,138.65
22491,96.532,-99.458,138.6
22492,96.462,-99.46,138.55
22493,96.393,-99.461,138.51
22494,96.324,-99.463,138.46
22495,96.255,-99.464,138.41
22496,96.186,-99.466,138.37
22497,96.118,-99.467,138.32
22498,96.05,-99.469,138.27
22499,95.982,-99.471,138.23
22500,95.915,-99.473,138.18
22501,95.847,-99.474,138.14
22502,95.78,-99.476,138.09
22503,95.713,-99.478,138.05
22504,95.647,-99.48,138
22505,95.58,-99.482,137.96
22506,95.514,-99.484,137.91
22507,95.448,-99.486,137.87
22508,95.382,-99.488,137.82
22509,95.316,-99.49,137.78
22510,95.251,-99.492,137.74
22511,95.186,-99.494,137.69
22512,95.121,-99.496,137.65
22513,95.056,-99.498,137.61
22514,94.991,-99.5,137.56
22515,94.926,-99.502,137.52
22516,94.862,-99.504,137.48
22517,94.798,-99.506,137.43
22518,94.734,-99.509,137.39
22519,94.67,-99.511,137.35
22520,94.606,-99.513,137.31
22521,94.542,-99.515,137.26
22522,94.479,-99.517,137.22
22523,94.415,-99.519,137.18
22524,94.352,-99.522,137.14
22525,94.289,-99.524,137.1
22525,94.289,-99.524,137.1
22526,94.226,-99.526,137.05
22527,94.163,-99.528,137.01
22528,94.101,-99.53,136.97
22529,94.038,-99.532,136.93
22530,93.976,-99.534,136.89
22531,93.914,-99.536,136.85
22532,93.851,-99.538,136.81
22533,93.789,-99.541,136.77
22534,93.727,-99.543,136.72
22535,93.666,-99.545,136.68
22536,93.604,-99.547,136.64
22537,93.542,-99.549,136.6
22538,93.481,-99.551,136.56
22539,93.42,-99.553,136.52
22540,93.358,-99.555,136.48
22541,93.297,-99.556,136.44
22542,93.236,-99.558,136.4
22543,93.175,-99.56,136.36
22544,93.114,-99.562,136.32
22545,93.054,-99.564,136.28
22546,92.993,-99.566,136.24
22547,92.932,-99.567,136.2
22548,92.872,-99.569,136.16
22549,92.812,-99.571,136.12
22550,92.751,-99.572,136.08
22551,92.691,-99.574,136.04
22552,92.631,-99.575,136
22553,92.571,-99.577,135.96
22554,92.511,-99.578,135.92
22555,92.452,-99.58,135.88
22556,92.392,-99.581,135.84
22557,92.332,-99.582,135.8
22558,92.273,-99.584,135.76
22559,92.213,-99.585,135.72
22560,92.154,-99.586,135.68
22561,92.095,-99.587,135.64
22600,89.847,-99.588,134.13
22675,85.87,-99.293,131.27
22750,82.424,-98.664,128.56
22825,79.526,-97.925,126.15
22900,77.034,-97.296,124.1
22975,74.699,-96.855,122.31
23050,72.311,-96.506,120.59
23125,69.789,-96.062,118.74
23200,67.193,-95.351,116.65
23275,64.665,-94.284,114.33
23350,62.364,-92.868,111.86
23425,60.421,-91.192,109.39
23500,58.902,-89.393,107.05
23575,57.802,-87.614,104.96
23650,57.056,-85.969,103.18
23725,56.574,-84.525,101.71
23800,56.265,-83.308,100.53
23875,56.041,-82.318,99.583
23950,55.816,-81.53,98.806
24025,55.504,-80.866,98.082
24100,55.09,-80.182,97.283
24175,54.689,-79.342,96.364
24250,54.515,-78.342,95.443
24325,54.752,-77.363,94.777
24400,55.41,-76.71,94.629
24475,56.261,-76.664,95.093
24550,56.896,-77.291,95.974
24625,56.934,-78.34,96.844
24700,56.265,-79.366,97.287
24775,55.091,-79.981,97.118
24850,53.769,-80.028,96.414
24925,52.637,-79.578,95.412
25000,51.918,-78.846,94.404
