N, RMSE, Max
14,0.12254,0.21394
16,0.098075,0.19994
18,0.11214,0.2383
20,0.10037,0.21268
22,0.07758,0.16453
24,0.079298,0.17452
26,0.069354,0.16354
28,0.060802,0.14958
30,0.057381,0.15222
32,0.05373,0.15383
34,0.052173,0.15564
36,0.050341,0.15462
38,0.031103,0.10003
40,0.01838,0.069119
42,0.007599,0.053771
44,0.0044375,0.035465
46,0.0031181,0.025671
48,0.0026066,0.021783
50,0.0019893,0.016727
