N, RMSE, Max
14,0.094147,0.16761
16,0.08077,0.21694
18,0.075169,0.19497
20,0.070473,0.12254
22,0.067012,0.11726
24,0.010977,0.035967
26,0.0080443,0.034941
28,0.0055202,0.027061
30,0.0026177,0.014561
32,0.0012537,0.00879
34,0.00099079,0.0073626
36,0.00065405,0.0050904
38,0.00093222,0.0079232
40,0.00032398,0.0028566
42,0.0002467,0.0021825
44,0.00012814,0.0011308
46,6.2034e-05,0.00055096
48,3.0482e-05,0.00026547
50,1.8867e-05,0.00013941
