N, RMSE, Max
14,0.11312,0.23267
16,0.11216,0.24125
18,0.11312,0.23945
20,0.1135,0.25105
22,0.11375,0.26653
24,0.11534,0.28854
26,0.1082,0.54551
28,0.13504,1.6727
30,0.020519,0.15747
32,0.004439,0.033309
34,0.0015549,0.01246
36,0.0011021,0.0091638
38,0.0011357,0.0096927
40,0.00044309,0.003905
42,0.00031116,0.0027737
44,9.1243e-05,0.00081741
46,3.5675e-05,0.00031926
48,0.00010277,0.00098369
50,3.4603e-05,0.00033274
