N, RMSE, Max
5,0.064931,0.11878
6,0.0079361,0.024352
7,0.0018908,0.0041616
8,0.00065849,0.0018756
9,5.6726e-05,0.00018088
10,4.049e-05,0.00013211
11,1.9273e-05,7.137e-05
12,1.8437e-06,6.8078e-06
13,2.7101e-07,1.0056e-06
14,8.273e-07,3.2977e-06
15,1.7771e-07,6.8286e-07
