N, RMSE, Max
5,0.071488,0.13304
6,0.0069876,0.021871
7,0.0016387,0.0035826
8,0.00023199,0.00060503
9,5.323e-05,0.00017138
10,3.2047e-05,9.9739e-05
11,5.8226e-06,2.256e-05
12,1.8395e-06,6.5716e-06
13,7.2212e-07,2.7785e-06
14,3.7102e-07,1.4278e-06
15,1.3037e-07,5.6384e-07
