N, RMSE, Max
4,0.90328,1.9599
6,0.39148,1.0386
8,0.2071,0.62616
10,0.087102,0.30638
12,0.032655,0.13167
14,0.011119,0.051452
16,0.0048747,0.025146
18,0.0028514,0.015847
20,0.001416,0.0084392
22,0.00063907,0.0040487
24,0.00028704,0.0019198
26,0.00014682,0.0010091
28,7.8221e-05,0.00055773
30,3.6556e-05,0.00027921
