N, RMSE, Max
14,0.11222,0.19172
16,0.1111,0.19673
18,0.10827,0.19396
20,0.10552,0.19028
22,0.10234,0.18505
24,0.010977,0.035967
26,0.0080443,0.034941
28,0.0055202,0.027061
30,0.0026177,0.014561
32,0.0012537,0.00879
34,0.00099079,0.0073626
36,0.00065405,0.0050904
38,0.00038309,0.0031021
40,0.00022216,0.0018186
42,0.00012172,0.001031
44,8.0381e-05,0.00071769
46,6.2034e-05,0.00055096
48,3.0482e-05,0.00026547
50,1.8867e-05,0.00013941
