AptDet,DETReg,Steps
11.9987921320568,7.8683923981551,179
12.5278338077848,7.7183483720374,180
12.0898253334347,7.8387032150336,181
11.6735330407721,7.7448368907005,182
12.6353211618364,7.9063147192946,183
12.3568235019413,7.9172786549332,184
12.0713660513356,8.0260431856265,185
12.5714739872119,8.2448634596409,186
12.3322168095339,8.4037387096724,187
12.3176172758628,8.1834705300779,188
12.3432039236733,8.3965043145569,189
12.6114257741082,8.3151906828588,190
12.1345999057149,8.0014394770112,191
12.1248930497414,7.8218962775862,192
12.4577706296376,8.1379245578953,193
12.1964348676437,7.9521867935094,194
12.6786591518139,7.9967951770593,195
12.3630322415297,7.8379487231742,196
11.757045692119,7.9999041598844,197
12.1953704900515,8.5550323178111,198
11.9996951856663,8.0483514004328,199
11.9938205641813,8.1862084203284,200
11.9686741968011,8.2763295740971,201
12.0522132707951,8.264626906308,202
12.1516930736956,8.1240481547092,203
12.3400634964573,8.2378000328208,204
11.9771702631352,7.7092883968137,205
11.9493182222916,8.3915220251607,206
12.1848148958453,8.3285277512733,207
11.9472388785474,8.154054555664,208
11.6604827621361,8.1847015006353,209
11.5591637083295,8.1261506357421,210
12.0293515124239,8.2131117807398,211
12.046441306902,8.2157609545389,212
11.2650197679571,8.3161133135087,213
11.4974152558329,8.3213393811994,214
11.6987648979519,8.2377805585232,215
12.3072988784756,8.2666451856644,216
11.9930871064748,8.0080556023352,217
12.4045322200454,8.4494105159062,218
11.742481398201,8.7714762496543,219
11.7231374915604,7.765479189766,220
12.5327005557659,8.2774343096852,221
12.0315594114087,8.2915339983961,222
12.0447525094456,8.2320551190092,223
12.2649729251539,8.4352433238275,224
12.3794118799238,8.2915222375438,225
12.1086463503904,8.0033866944486,226
12.2056808803428,8.1475859479122,227
12.3869525397448,8.5389663426266,228
12.2352404410234,8.09858632527,229
12.5516308565426,8.3190552360519,230
12.3666008813024,8.3903611306995,231
11.7860594405468,8.1786854525386,232
12.1984232137194,7.9456719053983,233
12.0280651543636,8.621499099876,234
11.6886042503876,8.553155394489,235
12.0145888900551,8.5371839406198,236
12.1383103078153,8.2537908741482,237
12.0787407174303,8.2712399900466,238
11.7267546162724,8.1804300761645,239
11.756218408832,8.2916861990853,240
11.7293092077477,8.2271883129988,241
11.4803743263211,8.2916123365119,242
12.0319446155336,7.8162378176159,243
10.6189169426794,8.0884287044557,244
12.0808507634977,8.4685942452587,245
11.9230140755039,7.8999458037401,246
11.9435090491223,8.3546626615449,247
12.3350755368301,8.354278768316,248
12.0360759520922,8.673846967178,249
12.1026740861734,8.7098393786047,250
11.9555648211415,8.3170240110136,251
12.0099783882848,8.4215007686071,252
11.8571560242724,8.6649996496619,253
12.0666638017263,8.5471953659843,254
11.3863118586014,8.5704768574611,255
11.5765367828609,8.4007285384637,256
12.094018327046,8.7736515998548,257
12.2923331834848,8.4123031071053,258
12.0395841104081,8.2767591226856,259
11.7844423059095,8.2761115803098,260
11.8413960597266,8.5071089981477,261
12.0922415348298,8.2090476215465,262
11.9871221625652,8.1588786669775,263
12.4179153807831,8.4094062367823,264
12.6790529854504,8.4264834223741,265
12.0805279975028,8.989424352769,266
12.2914996828084,8.4891297804773,267
12.3229185960464,8.5116310844271,268
11.6775037837269,8.1599206182619,269
11.8432134759504,7.765696554884,270
12.5202151987639,8.4884782471426,271
11.6381230422398,8.4628812909352,272
11.8153997601435,8.3136183265699,273
11.8488468641129,8.5281394301428,274
11.8873835094374,7.9399445905477,275
12.2590572518682,8.2855413950459,276
11.6951064727488,8.3852982120651,277
12.376640728276,8.136009574768,278
11.9725687814001,8.70012535828,279
11.81556589023,8.7568187204293,280
12.4176505007342,8.4279369758008,281
11.7240711922343,8.2285498723724,282
11.8072966133004,8.2394541062068,283
11.9212117263183,8.7488479720818,284
12.2225375418408,8.493923342317,285
12.396335472828,8.2650120234033,286
11.5664519784523,8.1894235294655,287
12.0348923694083,8.5139747427277,288
11.5454627228983,8.0699906416396,289
11.6414189379358,8.5450226624352,290
12.0055370433958,8.6094213983125,291
12.2572518670121,8.4248407055892,292
11.7872034236791,8.253684166896,293
11.7303680440355,8.6710868283877,294
11.970820529965,8.8926375713542,295
12.0510040219353,8.8561449163611,296
11.8802601388143,8.4402290433805,297
11.8343159291917,8.4205863967006,298
11.9311112207135,8.9438041005465,299
12.4802775417382,8.7051079675935,300
11.3059007942005,8.7748154465201,301
11.6241831689796,8.3702491104027,302
12.225928751595,8.9943304687566,303
12.0975453478446,8.7915201076461,304
11.8677443030965,8.6560598614494,305
11.8077692966746,8.1072329461318,306
11.8496382530459,8.6358150084399,307
11.3989657560933,8.6817725126011,308
11.7655621977868,8.6573842416188,309
12.0831700135231,8.5189738532457,310
12.0655434669577,8.957891586038,311
11.7195551813971,8.7799913073971,312
12.1943883060368,8.8032439504999,313
11.9741518186978,9.0432690454073,314
12.4505576018395,8.637765438911,315
11.8316349371004,8.9095377772078,316
11.5034521990721,8.5674635472485,317
11.9015754220018,8.1671186924526,318
12.2275045506767,8.2653907622603,319
11.5066545602431,8.8816876779818,320
12.3524709177614,9.475172049733,321
12.5226132592514,9.5617793295724,322
12.6691457114305,9.6223069321362,323
12.6854709114431,9.7265192886535,324
12.9252768739158,9.6588571996598,325
12.8865344837952,9.7664110214303,326
12.9370246356876,9.6087442012965,327
13.0681806352531,9.8148192361142,328
13.2021103354099,9.6961864205477,329
13.132419261623,9.8007758489068,330
13.2103078441342,9.8380816091788,331
13.244978456132,9.8355383765464,332
13.0924718551113,9.9916899968247,333
13.1873583364704,9.8395396990949,334
13.2225844266045,9.8073437117598,335
13.2331802686029,9.8269240303394,336
13.1605362249236,9.8256248404449,337
13.1705092736783,9.9387003899543,338
13.1392054046932,9.7319361818017,339
13.2877625771127,9.8676256996368,340
13.2135227498703,9.8862132940503,341
13.2634715951217,9.9894774501196,342
13.2727623407234,9.8742304820967,343
13.2867755114645,10.0083892423096,344
13.2401267884314,9.8084625679941,345
13.2278211938154,9.9049019417918,346
13.1724246509926,9.9479678411301,347
13.2870216111032,9.944850632122,348
13.3645663878224,9.8847075507202,349
13.2350040713725,9.8275125582569,350
13.3258777381129,9.7951284782779,351
13.355090006527,9.770387901453,352
13.1574766984023,9.8322358523937,353
13.1346120520354,9.7987519951528,354
13.0883995407445,9.6989603465719,355
13.1559020359924,9.8566146898555,356
13.2424654785353,9.9441738659151,357
13.4139399579501,9.8686976235077,358
13.2652745524308,9.7500670261376,359
13.3170286108258,9.8237445835073,360
13.2904287106133,9.8592483212167,361
13.3106500795172,9.7948843603565,362
13.3265723006207,9.7791281889555,363
13.4046749525988,9.7360247778912,364
13.3414503242651,9.7114151372441,365
13.4067913184939,9.778116708682,366
13.2196215942773,9.9027183571884,367
13.3496751147091,10.0166780865216,368
13.2663379087751,9.9247268986037,369
13.3480161839658,9.9908015525989,370
13.2686931200989,9.8937349961138,371
13.2509805291715,9.8345887472575,372
13.2208611507244,9.8368769891935,373
13.3283309623336,9.860848675712,374
13.3124898491719,9.8569826313752,375
13.2682527096069,9.8860541725983,376
13.2236149060642,9.7605586516629,377
13.3004924267967,9.9423752958507,378
13.2053096303916,9.9220660908663,379
13.2766406286089,9.8739168039515,380
13.1825988660205,9.9106273103896,381
13.2678913434295,10.0116970123825,382
13.2898119929395,9.8989909251879,383
13.2344490660016,9.9385048858125,384
13.1693761973742,9.971973093597,385
13.2705292520907,10.0556766890541,386
13.2311577537022,9.8716616269251,387
13.1999891834075,10.0047771048028,388
13.3807329017974,9.9650832675068,389
13.2632976310657,9.8259299003189,390
13.2187838549073,9.9116518253416,391
13.2262461331801,9.7887415175379,392
13.344009278552,9.9320675324905,393
13.2597610740029,9.8414529890066,394
13.2870115571,9.902093099734,395
13.3073065784868,9.9204797331463,396
13.2381263628993,9.9253948471556,397
13.1759356883744,9.7705653159158,398
13.0597757142382,9.962674759431,399
13.1697407610192,9.9053319697079,400
