,alfred_sisley_104_1,alfred_sisley_107_0,alfred_sisley_11_0,alfred_sisley_121_1,alfred_sisley_122_0,alfred_sisley_124_0,alfred_sisley_125_0,alfred_sisley_147_0,alfred_sisley_151_1,alfred_sisley_154_1,alfred_sisley_155_1,alfred_sisley_159_0,alfred_sisley_186_1,alfred_sisley_194_0,alfred_sisley_196_0,alfred_sisley_204_0,alfred_sisley_204_1,alfred_sisley_205_0,alfred_sisley_218_0,alfred_sisley_220_0,alfred_sisley_220_1,alfred_sisley_221_0,alfred_sisley_221_1,alfred_sisley_227_0,alfred_sisley_244_1,alfred_sisley_246_0,alfred_sisley_250_1,alfred_sisley_293_1,alfred_sisley_296_1,alfred_sisley_301_0,alfred_sisley_309_1,alfred_sisley_314_0,alfred_sisley_316_1,alfred_sisley_336_0,alfred_sisley_356_0,alfred_sisley_356_1,alfred_sisley_372_1,alfred_sisley_375_1,alfred_sisley_381_1,alfred_sisley_407_1,alfred_sisley_411_1,alfred_sisley_431_0,alfred_sisley_434_1,alfred_sisley_43_1,alfred_sisley_444_1,alfred_sisley_44_1,alfred_sisley_465_1,alfred_sisley_469_0,alfred_sisley_478_1,alfred_sisley_488_0,alfred_sisley_530_0,alfred_sisley_530_1,alfred_sisley_536_0,alfred_sisley_536_1,alfred_sisley_538_0,alfred_sisley_559_1,alfred_sisley_563_0,alfred_sisley_572_0,alfred_sisley_584_1,alfred_sisley_614_0,alfred_sisley_615_0,alfred_sisley_618_0,alfred_sisley_624_0,alfred_sisley_630_1,alfred_sisley_639_1,alfred_sisley_647_1,alfred_sisley_652_1,alfred_sisley_653_0,alfred_sisley_663_0,alfred_sisley_666_1,alfred_sisley_684_1,alfred_sisley_695_1,alfred_sisley_69_0,alfred_sisley_717_1,alfred_sisley_732_1,alfred_sisley_737_0,alfred_sisley_741_1,alfred_sisley_744_0,alfred_sisley_745_0,alfred_sisley_762_0,alfred_sisley_770_0,alfred_sisley_773_0,alfred_sisley_775_1,alfred_sisley_77_0,alfred_sisley_785_1,alfred_sisley_789_1,alfred_sisley_832_0,alfred_sisley_843_0,alfred_sisley_873_1,alfred_sisley_876_0,alfred_sisley_887_0,alfred_sisley_88_1,alfred_sisley_900_0,alfred_sisley_913_0,alfred_sisley_916_1,alfred_sisley_920_0,alfred_sisley_927_0,alfred_sisley_929_1,alfred_sisley_944_1,alfred_sisley_948_1,alfred_sisley_94_0,alfred_sisley_951_0,alfred_sisley_983_1,alfred_sisley_9_0,claude_monet_13_1,claude_monet_148_1,claude_monet_152_0,claude_monet_153_1,claude_monet_15_0,claude_monet_163_1,claude_monet_173_0,claude_monet_180_1,claude_monet_198_0,claude_monet_224_0,claude_monet_234_0,claude_monet_241_0,claude_monet_246_0,claude_monet_262_1,claude_monet_276_1,claude_monet_289_1,claude_monet_301_0,claude_monet_312_0,claude_monet_321_0,claude_monet_334_0,claude_monet_342_1,claude_monet_357_0,claude_monet_364_1,claude_monet_40_1,claude_monet_417_0,claude_monet_434_1,claude_monet_441_0,claude_monet_457_0,claude_monet_461_1,claude_monet_465_0,claude_monet_467_1,claude_monet_469_0,claude_monet_486_1,claude_monet_496_0,claude_monet_510_0,claude_monet_511_1,claude_monet_517_1,claude_monet_520_1,claude_monet_575_0,claude_monet_577_1,claude_monet_589_0,claude_monet_595_0,claude_monet_595_1,claude_monet_615_0,claude_monet_616_1,claude_monet_637_0,claude_monet_659_0,claude_monet_662_1,claude_monet_668_1,claude_monet_683_1,claude_monet_69_1,claude_monet_702_1,claude_monet_703_1,claude_monet_725_0,claude_monet_735_0,claude_monet_73_1,claude_monet_747_1,claude_monet_760_1,claude_monet_772_1,claude_monet_778_1,claude_monet_779_0,claude_monet_779_1,claude_monet_780_1,claude_monet_802_1,claude_monet_808_0,claude_monet_813_0,claude_monet_820_0,claude_monet_826_0,claude_monet_832_1,claude_monet_845_0,claude_monet_857_0,claude_monet_888_1,claude_monet_891_0,claude_monet_920_0,claude_monet_951_0,claude_monet_965_0,claude_monet_989_0,pablo_picasso_102_0,pablo_picasso_115_1,pablo_picasso_116_0,pablo_picasso_11_1,pablo_picasso_120_0,pablo_picasso_124_0,pablo_picasso_127_0,pablo_picasso_134_0,pablo_picasso_149_1,pablo_picasso_159_1,pablo_picasso_185_0,pablo_picasso_18_1,pablo_picasso_1_0,pablo_picasso_206_0,pablo_picasso_216_1,pablo_picasso_21_0,pablo_picasso_21_1,pablo_picasso_224_1,pablo_picasso_248_0,pablo_picasso_256_1,pablo_picasso_261_0,pablo_picasso_267_0,pablo_picasso_271_0,pablo_picasso_272_1,pablo_picasso_279_0,pablo_picasso_283_1,pablo_picasso_284_0,pablo_picasso_294_0,pablo_picasso_298_1,pablo_picasso_303_0,pablo_picasso_306_0,pablo_picasso_30_1,pablo_picasso_317_0,pablo_picasso_323_0,pablo_picasso_336_0,pablo_picasso_33_1,pablo_picasso_343_1,pablo_picasso_349_0,pablo_picasso_363_0,pablo_picasso_381_1,pablo_picasso_384_1,pablo_picasso_389_0,pablo_picasso_393_0,pablo_picasso_394_0,pablo_picasso_406_0,pablo_picasso_416_0,pablo_picasso_429_0,pablo_picasso_446_1,pablo_picasso_455_1,pablo_picasso_464_1,pablo_picasso_466_0,pablo_picasso_475_0,pablo_picasso_491_0,pablo_picasso_494_0,pablo_picasso_513_0,pablo_picasso_516_1,pablo_picasso_519_1,pablo_picasso_543_0,pablo_picasso_546_0,pablo_picasso_554_0,pablo_picasso_559_0,pablo_picasso_563_0,pablo_picasso_579_0,pablo_picasso_586_1,pablo_picasso_599_1,pablo_picasso_606_0,pablo_picasso_614_0,pablo_picasso_618_1,pablo_picasso_626_0,pablo_picasso_633_0,pablo_picasso_646_0,pablo_picasso_646_1,pablo_picasso_650_0,pablo_picasso_650_1,pablo_picasso_661_0,pablo_picasso_678_1,pablo_picasso_681_1,pablo_picasso_68_0,pablo_picasso_690_0,pablo_picasso_694_0,pablo_picasso_715_0,pablo_picasso_726_1,pablo_picasso_730_1,pablo_picasso_738_1,pablo_picasso_747_0,pablo_picasso_760_1,pablo_picasso_765_1,pablo_picasso_774_0,pablo_picasso_776_1,pablo_picasso_793_0,pablo_picasso_800_0,pablo_picasso_804_1,pablo_picasso_818_0,pablo_picasso_837_0,pablo_picasso_83_0,pablo_picasso_84_1,pablo_picasso_853_0,pablo_picasso_862_1,pablo_picasso_886_0,pablo_picasso_887_0,pablo_picasso_889_1,pablo_picasso_917_0,pablo_picasso_951_1,pablo_picasso_973_0,pablo_picasso_977_0,pablo_picasso_980_0,pablo_picasso_9_0,paul_cezanne_106_0,paul_cezanne_125_1,paul_cezanne_144_0,paul_cezanne_146_0,paul_cezanne_164_1,paul_cezanne_189_1,paul_cezanne_194_1,paul_cezanne_196_0,paul_cezanne_200_1,paul_cezanne_203_0,paul_cezanne_208_0,paul_cezanne_220_0,paul_cezanne_241_1,paul_cezanne_249_0,paul_cezanne_303_1,paul_cezanne_31_1,paul_cezanne_329_0,paul_cezanne_351_1,paul_cezanne_352_0,paul_cezanne_360_0,paul_cezanne_361_0,paul_cezanne_380_1,paul_cezanne_391_0,paul_cezanne_397_0,paul_cezanne_411_1,paul_cezanne_416_0,paul_cezanne_422_0,paul_cezanne_434_1,paul_cezanne_438_0,paul_cezanne_444_0,paul_cezanne_444_1,paul_cezanne_450_1,paul_cezanne_472_0,paul_cezanne_474_1,paul_cezanne_481_0,paul_cezanne_489_1,paul_cezanne_498_1,paul_cezanne_503_1,paul_cezanne_504_1,paul_cezanne_512_1,paul_cezanne_519_1,paul_cezanne_526_1,paul_cezanne_536_1,paul_cezanne_543_0,paul_cezanne_558_0,paul_cezanne_564_1,paul_cezanne_568_0,paul_cezanne_597_0,paul_cezanne_598_1,paul_cezanne_602_1,paul_cezanne_608_0,paul_cezanne_631_1,paul_cezanne_638_0,paul_cezanne_639_0,paul_cezanne_63_0,paul_cezanne_644_1,paul_cezanne_656_1,paul_cezanne_663_0,paul_cezanne_665_1,paul_cezanne_666_0,paul_cezanne_673_0,paul_cezanne_69_0,paul_cezanne_708_1,paul_cezanne_713_1,paul_cezanne_731_0,paul_cezanne_731_1,paul_cezanne_742_0,paul_cezanne_746_1,paul_cezanne_747_0,paul_cezanne_750_0,paul_cezanne_75_1,paul_cezanne_767_1,paul_cezanne_771_0,paul_cezanne_779_0,paul_cezanne_779_1,paul_cezanne_78_0,paul_cezanne_803_0,paul_cezanne_803_1,paul_cezanne_80_1,paul_cezanne_810_0,paul_cezanne_818_1,paul_cezanne_824_1,paul_cezanne_82_0,paul_cezanne_82_1,paul_cezanne_833_0,paul_cezanne_847_0,paul_cezanne_856_0,paul_cezanne_862_0,paul_cezanne_867_1,paul_cezanne_877_1,paul_cezanne_89_0,paul_cezanne_939_0,paul_cezanne_949_1,paul_cezanne_94_1,paul_cezanne_971_1,paul_cezanne_974_0,paul_cezanne_999_1,paul_cezanne_9_0,pierre_auguste_renoir_10_0,pierre_auguste_renoir_110_0,pierre_auguste_renoir_115_0,pierre_auguste_renoir_127_1,pierre_auguste_renoir_138_0,pierre_auguste_renoir_140_0,pierre_auguste_renoir_150_1,pierre_auguste_renoir_153_1,pierre_auguste_renoir_155_1,pierre_auguste_renoir_172_0,pierre_auguste_renoir_178_1,pierre_auguste_renoir_206_1,pierre_auguste_renoir_217_0,pierre_auguste_renoir_22_0,pierre_auguste_renoir_250_0,pierre_auguste_renoir_261_0,pierre_auguste_renoir_283_0,pierre_auguste_renoir_302_0,pierre_auguste_renoir_318_1,pierre_auguste_renoir_31_1,pierre_auguste_renoir_321_0,pierre_auguste_renoir_339_1,pierre_auguste_renoir_347_0,pierre_auguste_renoir_369_0,pierre_auguste_renoir_371_0,pierre_auguste_renoir_376_0,pierre_auguste_renoir_384_1,pierre_auguste_renoir_392_0,pierre_auguste_renoir_392_1,pierre_auguste_renoir_394_0,pierre_auguste_renoir_409_0,pierre_auguste_renoir_40_0,pierre_auguste_renoir_40_1,pierre_auguste_renoir_433_1,pierre_auguste_renoir_43_1,pierre_auguste_renoir_440_0,pierre_auguste_renoir_448_1,pierre_auguste_renoir_44_1,pierre_auguste_renoir_453_1,pierre_auguste_renoir_476_1,pierre_auguste_renoir_478_1,pierre_auguste_renoir_497_1,pierre_auguste_renoir_501_1,pierre_auguste_renoir_502_0,pierre_auguste_renoir_50_1,pierre_auguste_renoir_512_0,pierre_auguste_renoir_524_1,pierre_auguste_renoir_533_0,pierre_auguste_renoir_54_0,pierre_auguste_renoir_558_0,pierre_auguste_renoir_569_1,pierre_auguste_renoir_56_0,pierre_auguste_renoir_5_1,pierre_auguste_renoir_613_1,pierre_auguste_renoir_615_0,pierre_auguste_renoir_619_0,pierre_auguste_renoir_624_1,pierre_auguste_renoir_63_1,pierre_auguste_renoir_646_0,pierre_auguste_renoir_660_0,pierre_auguste_renoir_667_1,pierre_auguste_renoir_674_1,pierre_auguste_renoir_684_1,pierre_auguste_renoir_690_0,pierre_auguste_renoir_701_0,pierre_auguste_renoir_723_0,pierre_auguste_renoir_735_0,pierre_auguste_renoir_737_0,pierre_auguste_renoir_751_0,pierre_auguste_renoir_763_1,pierre_auguste_renoir_76_1,pierre_auguste_renoir_794_1,pierre_auguste_renoir_799_0,pierre_auguste_renoir_80_0,pierre_auguste_renoir_80_1,pierre_auguste_renoir_815_1,pierre_auguste_renoir_824_1,pierre_auguste_renoir_826_1,pierre_auguste_renoir_861_0,pierre_auguste_renoir_891_0,pierre_auguste_renoir_891_1,pierre_auguste_renoir_894_0,pierre_auguste_renoir_915_0,pierre_auguste_renoir_934_0,pierre_auguste_renoir_935_0,pierre_auguste_renoir_941_1,pierre_auguste_renoir_976_1,pierre_auguste_renoir_977_0,pierre_auguste_renoir_983_0,pierre_auguste_renoir_993_0,pierre_auguste_renoir_997_1,pierre_auguste_renoir_998_1,pierre_auguste_renoir_9_0
alfred_sisley_237911,0.87397796,1.1569415,1.5169866,1.4850851,1.0439333,1.5295824,1.435833,1.6067708,1.7650735,0.99738437,0.95414513,1.511933,0.8918467,1.235486,1.5570781,1.4717776,1.2845979,0.8213662,1.7593839,1.1914203,1.2200742,1.4477237,0.7303792,1.1296481,1.2280345,1.4509872,1.5726607,1.2871557,1.4283558,1.690599,1.6623114,1.6473385,1.8428558,1.5199292,1.0369818,1.6782285,1.4048961,1.2538694,1.6917776,1.8930862,0.7422622,1.5184922,1.7572865,1.816723,1.424792,1.2211577,1.6298604,1.5297194,0.87601703,1.716772,1.8176857,1.8396411,1.2442708,0.6032273,1.5524877,1.6428655,1.3397708,1.2988801,1.3267053,1.5780348,1.2724853,1.0232257,1.5361054,0.57347506,1.8463058,1.311856,0.9106537,1.5508014,0.46627727,1.5025479,0.5398849,1.3160702,0.5847908,1.3757652,1.4826392,0.96925294,1.3601661,1.3041587,1.6453838,1.8873478,1.7945726,1.6983212,1.7018576,1.7289563,1.4769644,0.9717119,1.366333,0.75565577,1.3794336,1.307863,1.853563,1.5191158,1.5275611,1.3132915,1.6376773,1.576616,1.8629831,1.8482015,1.789,1.37369,1.4500879,1.4157754,1.4341921,0.2514759,1.3983536,1.313181,1.404654,0.5917266,1.4256167,0.4427067,1.1016539,0.6771213,0.6760295,0.6109898,0.5288657,0.6034798,0.45241034,0.56634057,1.0368837,0.43892822,0.55552167,0.5310872,0.58190036,0.9173654,0.71913666,0.30745915,1.6560962,0.3072721,0.5885114,1.7633795,0.6206291,0.61758864,1.187013,0.4486117,0.6079712,1.6370658,0.56387264,0.53304046,0.36264098,0.5087316,0.5904861,0.56148314,0.6930151,0.55981207,1.5285289,0.5081781,0.5241616,0.40006924,1.2391618,1.4543467,0.58203286,1.491544,0.57103086,0.3547778,0.18923323,0.53466624,1.2227796,0.9953387,0.6286851,0.71536756,0.59172654,0.5265376,0.47484016,0.3885602,0.61575305,0.39772603,0.42168358,0.6593891,0.608571,0.44217655,0.5831823,0.30628255,0.5972947,0.3586569,0.54520166,0.6139195,1.3885922,0.8909436,0.6245178,0.5276475,0.3780736,1.556909,0.38305146,1.5720931,1.5961118,1.5731646,0.5955298,1.5985107,1.5649095,0.65098923,1.2857004,1.6043437,1.3110765,1.4450073,1.5645894,1.5779004,1.5552955,0.9346639,1.4375122,1.5469432,1.5740396,1.5794789,1.3714968,1.3776702,1.6268984,1.0056126,1.5408872,1.3025287,1.5762584,1.1745167,1.5508286,1.276386,1.5660967,1.5860586,1.5689368,1.1857846,1.1335166,1.2756729,1.6084872,1.5733569,1.2110103,1.1703275,1.4917442,1.6273001,1.6480534,0.9664508,1.5957488,1.2094479,1.2448837,1.3230938,1.2009603,1.1465068,1.5717561,0.45348674,1.4663668,1.3271071,1.162588,1.5844599,1.0036063,1.5416845,1.4612532,1.5458124,0.98363686,1.5604541,1.5501602,1.5953938,1.5503944,1.3764358,1.5935274,1.6230866,1.5918498,1.5648451,1.5759233,1.5725694,1.598515,1.4160659,1.5535278,1.5931997,1.608051,1.567424,1.5535309,1.4893931,1.3725482,1.5603296,1.5784653,1.2050121,1.5871376,1.5595044,1.197723,1.6102837,1.5913951,1.5728052,1.2786324,1.5592089,1.5821494,1.5765753,1.5545616,1.5636481,1.5118043,1.3648125,1.571714,1.591695,1.3252008,1.5571171,1.234745,1.5678506,1.5290134,1.5973057,1.6078796,1.0914577,1.4489107,0.5199058,1.1322901,1.211759,1.4772326,1.4086227,1.1469419,1.2314786,1.7218951,1.2536387,1.256066,1.4494559,1.6623539,1.8639001,1.4424797,1.4515066,0.826319,1.3743709,1.4884808,1.8044393,1.5167018,1.5855302,1.6122938,1.084715,1.4320154,1.7551155,0.4539959,1.2443879,1.5989773,1.4781841,1.5734547,1.4757156,1.4207084,0.7987408,1.0064911,1.8044987,1.6542192,1.5903554,1.2619928,1.5686016,0.5905902,1.1046655,0.57556045,1.5796573,1.7495519,1.4508619,1.3589821,1.667226,0.54599947,1.3542532,1.5935206,1.6468257,1.4188634,1.2314755,1.2476195,0.4945768,1.4117591,1.3242892,1.529036,1.5880682,1.5056275,1.4304745,1.4637325,1.4098256,1.5189006,1.6278734,0.98712844,1.5941696,1.1594474,1.8942847,1.5841979,1.5534115,1.4773765,1.0397626,0.6721227,0.9237902,1.4045963,1.4138517,0.75627303,1.5970303,0.828885,1.309951,1.4467291,1.586287,1.3909672,1.2301154,1.1191396,1.6189421,1.6583383,1.4496964,1.1802194,1.4235365,1.528553,1.6370924,1.2891454,0.44852766,0.5895113,0.92099535,1.3118397,0.9516103,0.637777,1.5511501,1.7131574,1.3301258,1.1318375,0.51108676,1.3205156,1.473502,1.463001,1.3857223,1.630451,1.1179801,0.92148274,0.15187596,1.5101086,1.509055,1.0773574,0.6169747,1.3539715,1.342203,1.2742842,1.4113625,1.7186029,1.7061819,1.6664677,1.4960154,1.3553197,1.3828994,1.2220448,1.6216552,1.5885259,1.868156,1.6301631,1.2574382,0.87584436,0.42835903,1.548226,1.5578732,0.74538034,1.3156142,1.082018,0.77060163,1.3992747,1.1051058,1.1891878,1.5950505,1.1706859,1.1874052,0.38886565,0.53017944,1.3959045,0.41778505,1.8682452,1.2463486,0.78305507,1.503512,1.527088,1.4277097,1.2647157,1.6863862,1.3723255,1.3789879,0.25407374,1.5321912,1.4172914,1.4211417,1.289595,1.0163825,0.8052798,0.74664986,0.74635553,0.4834914,1.2847532,1.256808,0.99807274,1.4517581,1.493898,1.4938613,1.2552563,0.9784793,0.76310766,0.9002902,0.7250853,1.2906475,1.338156,0.94261485,1.4856594,0.96679044,1.0006202
alfred_sisley_237920,0.9580527,1.0276623,1.2021971,1.1340925,1.241717,1.7111884,1.3343784,1.2652926,1.4065678,1.3251467,0.6287184,1.3398697,1.2002364,1.2358229,1.390155,1.6795809,1.3739412,0.75909084,1.3781153,0.76677185,1.691283,1.359687,0.597488,0.99405706,1.4192405,1.2096965,1.7274206,1.3819306,1.5879506,1.3209356,1.3870714,1.8528986,1.5021938,1.3501347,0.6461164,1.3702633,1.462605,1.4233788,1.3789638,1.5330168,0.4431657,1.2793752,1.4343092,1.4773037,1.3418529,1.194387,1.3347336,1.7093773,0.6168587,1.4076136,1.4676553,1.4786441,1.1124743,0.19351846,1.2577366,1.3350755,1.5161874,1.1432801,1.2618774,1.3354332,0.93432266,0.7494887,1.3042374,0.46404615,1.4905412,1.1605718,1.1810318,1.3050042,0.22289161,1.1989161,0.0760968,1.4536978,0.42606002,1.2226648,1.1471174,0.8173357,0.9855076,1.3577588,1.2636973,1.5219975,1.444185,1.3863181,1.4010062,1.3869517,1.4970955,0.6483462,1.4689403,0.61580503,1.4017909,1.2651576,1.4937104,1.7304841,1.1761495,1.3235517,1.3610996,1.3374676,1.5146956,1.4871069,1.4356123,1.4939134,1.1650115,1.3811326,1.1771948,0.34354728,1.2130721,1.5780271,1.9108407,0.47961637,1.442695,0.24962357,0.74223983,0.52835333,0.844503,0.44519794,0.54519147,0.49225852,0.31604272,0.46498784,1.1250021,0.55059314,0.46675223,0.43847778,0.5040295,1.3926288,0.73815006,0.4506936,1.3019799,0.43280485,0.48306027,1.3866231,0.43688914,0.48023674,1.2061166,0.30459356,0.417549,1.3238357,0.46612763,0.35497293,0.42097908,0.11541216,0.4752827,0.46949393,0.7467495,0.70311075,1.241266,0.42059594,0.49044126,0.7669078,1.0318048,1.304,0.3435086,1.0884937,0.44221994,0.35874528,0.46447217,0.28205082,1.293336,1.280092,0.4456674,0.2760679,0.4860138,0.4759344,0.3212412,0.40166268,0.5052736,0.40484318,0.5286341,0.30341265,0.4588984,0.45318618,0.4758889,0.3952165,0.45442072,0.39331302,0.48715347,0.27899164,1.0021882,0.82256126,0.50194365,0.42633876,0.41349095,2.0541778,0.8284296,2.070592,2.0948932,2.0705562,0.7433037,2.0967228,2.06131,1.0419927,1.7626382,2.1034772,1.7100543,1.9469348,2.0634537,2.0757203,2.053351,1.4308549,1.9314206,2.0458102,2.0721326,2.07749,1.8174261,1.8641241,2.124658,1.4098828,2.0381718,1.7757585,2.0768697,1.6662899,2.048491,1.6785511,2.064204,2.0853314,2.0657659,1.6747051,1.5712594,1.7545906,2.105931,2.0707576,1.6998264,1.6618745,1.9916699,2.1270573,1.8634866,1.468401,2.0939133,1.0980957,1.7076275,1.317049,1.5826436,1.5154241,2.0694275,0.78429693,1.9617506,1.759947,1.6397046,1.8972613,1.2245492,2.0386324,1.3528241,1.8474858,1.2997136,2.057246,2.048407,2.0935552,2.0479884,1.8754063,2.0909293,2.1220226,2.0881891,2.0622947,2.0732508,2.0708153,2.0966215,1.908941,2.0511284,2.0925014,2.1064024,2.0653782,2.0495908,1.986879,1.7488428,2.0586674,2.0771663,1.1367847,2.0851266,2.056346,1.5971729,2.1089113,2.0896065,2.0709033,1.748978,2.0561433,2.0804212,2.0745711,2.052336,2.0615032,1.6253822,1.8435092,2.070519,2.0895238,1.8087722,2.0544221,1.7269516,2.064426,2.025645,2.0940993,1.85578,1.4853973,1.564502,0.3358717,1.4940003,1.3964651,1.4920393,1.5867841,1.2477031,1.465129,1.4132973,1.6027391,1.264434,1.4860811,1.3717264,1.5010104,1.3749021,1.1200035,1.0667909,1.3117994,1.3614038,1.447403,1.6167423,1.2502705,1.8151362,0.8480077,1.5337249,1.4535819,0.22838256,1.1666181,1.7823164,1.5584385,1.8428367,1.312508,1.3350507,0.6699592,1.3312495,2.0385795,1.8330777,1.709107,1.0332903,1.7480162,0.5617279,1.1788168,0.79854536,1.325677,1.9954967,1.6573086,1.518126,1.8909408,0.76007456,1.4034032,1.8262452,1.8479964,1.7645762,1.6911945,1.1457834,0.71721196,1.6494311,0.9793272,1.7155427,2.0871174,1.6785856,1.4834747,1.4869475,1.3654815,1.644092,1.3333546,1.089195,1.3268925,1.666214,1.5318298,1.7370112,1.6943817,1.5877562,1.4444324,0.6983665,0.97895545,1.5028174,1.4576062,0.8486429,1.3703392,1.1869437,1.2772701,1.4410751,1.749044,1.5199939,1.3946184,1.2374885,1.3574619,1.3945546,1.2057421,1.6505961,1.39899,1.7120351,1.844068,1.7818172,0.9722115,0.90659344,1.1339055,1.4752841,1.2981383,0.80644524,1.2020773,1.3924136,1.1620998,1.6319481,0.7516959,1.4692922,1.5248729,1.2846456,1.4618236,1.833075,1.1034493,0.73883784,0.64728814,1.2168691,1.391325,1.2021418,0.8454362,1.2557957,1.4305985,1.141702,1.2910713,1.9389044,1.3786446,1.366921,1.2941911,1.265982,1.2137185,1.1820095,1.8018323,1.2741024,1.5057502,1.8233979,1.3293298,1.1816804,0.28351498,1.7483227,1.2750083,0.5428943,1.2921361,1.2369413,0.46105826,1.2854695,1.2708862,1.171074,1.802373,1.2404922,1.5039165,0.54265445,0.3556279,1.4626658,0.92040396,1.5137713,1.2764413,0.7227988,1.2396132,1.7023691,1.368311,1.1780698,1.3819112,1.410323,1.2252454,0.55562747,1.6708804,1.1939964,1.3282896,1.4398881,1.0613128,0.9430876,0.29398546,0.34085467,0.41521513,1.0133804,1.2988262,1.1844633,1.3130834,1.6792337,1.2589498,0.8524525,0.73542213,0.51545155,1.0425569,0.6055722,1.3589737,1.2063714,0.9808013,1.1017337,0.5356575,1.1633048
