40,1,1,0,0,0,10,18,38,38,100,1,1,0,0,0
80,1,1,0,0,0,20,40,72,78,100,1,1,0,0,0
160,1,1,0,0,0,40,79,152,158,100,1,1,0,0,0
320,1,1,0,0,0,79,159,312,318,100,1,1,0,0,0
640,1,1,0,0,0,159,318,630,638,100,1,1,0,0,0
1280,1,1,0,0,0,318,635,1270,1278,100,1,1,0,0,0
2560,1,1,0,0,0,636,1271,2551,2558,100,1,1,0,0,0
5120,1,3,0,5115,0.078064,1272,2544,5112,5118,100,1,3,0,5115,0.078064
