N, RMSE, Max
14,0.098973,0.21759
16,0.085804,0.20263
18,0.083286,0.185
20,0.079115,0.1281
22,0.078197,0.12839
24,0.12355,0.8076
26,0.11483,0.74127
28,0.039718,0.18683
30,0.029304,0.15797
32,0.0054967,0.041471
34,0.0022825,0.017662
36,0.00044619,0.0038159
38,0.00026352,0.0022653
40,0.00019549,0.0017237
42,0.00018218,0.0015391
44,0.00018776,0.0014816
46,0.00024396,0.0017827
48,3.1714e-05,0.00028346
50,0.00015248,0.00050624
