N, RMSE, Max
20,1.0655,3.0239
24,0.96961,7.2413
28,0.54128,2.0651
32,4.279,55.224
36,0.042283,0.23861
40,0.0064699,0.04284
44,0.00053727,0.0046339
48,0.00027568,0.0024647
52,0.00016728,0.0015038
