N, RMSE, Max
20,2.3742,5.1236
24,2.0741,5.1081
28,1.577,4.2588
32,0.8194,1.8383
36,0.41033,1.1037
40,0.17514,0.51619
44,0.076303,0.2313
48,0.051558,0.1429
52,0.040823,0.097416
