x,y_ref_real,y_ref_imag,y_ref_abs
8.38,-0.34338,-0.27044,0.43709
8.39,-0.34934,-0.25849,0.43458
8.4,-0.35485,-0.24663,0.43214
8.41,-0.35991,-0.23486,0.42976
8.42,-0.36457,-0.22318,0.42746
8.43,-0.36884,-0.21161,0.42523
8.44,-0.37273,-0.20013,0.42306
8.45,-0.37627,-0.18876,0.42096
8.46,-0.37947,-0.17749,0.41893
8.47,-0.38234,-0.16633,0.41696
8.48,-0.38491,-0.15528,0.41505
8.49,-0.38717,-0.14433,0.4132
8.5,-0.38915,-0.13349,0.41141
8.51,-0.39086,-0.12276,0.40968
8.52,-0.3923,-0.11213,0.40801
8.53,-0.39349,-0.10161,0.4064
8.54,-0.39443,-0.091203,0.40484
8.55,-0.39514,-0.080897,0.40333
8.56,-0.39561,-0.070697,0.40188
8.57,-0.39586,-0.060601,0.40047
8.58,-0.3959,-0.05061,0.39912
8.59,-0.39573,-0.040722,0.39782
8.6,-0.39535,-0.030937,0.39656
8.61,-0.39478,-0.021254,0.39535
8.62,-0.39401,-0.011673,0.39418
8.63,-0.39306,-0.0021939,0.39306
8.64,-0.39192,0.0071849,0.39199
8.65,-0.3906,0.016463,0.39095
8.66,-0.38911,0.025642,0.38996
8.67,-0.38745,0.034721,0.38901
8.68,-0.38563,0.043701,0.3881
8.69,-0.38364,0.052582,0.38722
8.7,-0.38149,0.061365,0.38639
8.71,-0.37918,0.070049,0.38559
8.72,-0.37672,0.078635,0.38484
8.73,-0.3741,0.087123,0.38411
8.74,-0.37134,0.095512,0.38343
8.75,-0.36843,0.1038,0.38278
8.76,-0.36538,0.112,0.38216
8.77,-0.36219,0.12009,0.38158
8.78,-0.35886,0.12809,0.38103
8.79,-0.35539,0.13599,0.38052
8.8,-0.35179,0.14379,0.38004
8.81,-0.34805,0.1515,0.37959
8.82,-0.34418,0.1591,0.37917
8.83,-0.34018,0.1666,0.37879
8.84,-0.33606,0.17401,0.37843
8.85,-0.3318,0.18131,0.37811
8.86,-0.32743,0.18852,0.37782
8.87,-0.32293,0.19562,0.37756
8.88,-0.31831,0.20262,0.37733
8.89,-0.31356,0.20952,0.37712
8.9,-0.3087,0.21632,0.37695
8.91,-0.30373,0.22302,0.37681
8.92,-0.29863,0.22961,0.3767
8.93,-0.29342,0.23609,0.37661
8.94,-0.2881,0.24248,0.37655
8.95,-0.28266,0.24875,0.37653
8.96,-0.27711,0.25492,0.37653
8.97,-0.27145,0.26098,0.37656
8.98,-0.26568,0.26693,0.37661
8.99,-0.2598,0.27278,0.3767
9,-0.25381,0.27851,0.37681
