N, RMSE, Max
5,0.071488,0.13304
6,0.041807,0.11265
7,0.026863,0.05838
8,0.016023,0.042698
9,0.010229,0.023414
10,0.0064835,0.016108
11,0.0040681,0.0089596
12,0.0027191,0.0062225
13,0.0016403,0.0044414
14,0.0011244,0.0030588
15,0.00064006,0.002045
