N, RMSE, Max
5,0.29558,0.45133
6,0.29085,0.45807
7,0.20348,0.42919
8,0.28306,0.43721
9,0.18835,0.42034
10,0.30353,0.43771
11,0.30213,0.43461
12,0.30323,0.43447
13,0.18807,0.40547
14,0.30728,0.43253
15,0.2781,0.4317
