N2LO
g^Rho0Rho0Rho0,71.57652141,-433.60508501,2.3110052,0.69437153,349.19439063,5.74592474,0.43604047,-52.18519131,10.9515255,0.36768885
g^Rho0Rho1Rho1,-71.5708583,126.25035628,3.02090934,0.80648031,-63.99123959,8.81953876,0.50393621,6.05494303,18.81025089,0.418303
g^Rho0Rho0Tau0,425.44130389,928.60952938,3.46137194,0.54369339,2750.3614411,6.27320587,0.38058694,-2267.74172614,9.37745553,0.38138743
g^Rho0Rho1Tau1,-15.52857164,183.56656691,1.29778459,0.66660445,-784.70165682,4.39643165,0.34271641,391.10845232,11.30748473,0.39678957
g^Rho1Rho1Tau0,-141.82178117,-76.27940339,55.39050137,0.72295253,127.15824121,22.88389887,0.53896097,-13.3193609,5.72682706,0.65012572
g^Rho0Rho0DeltaRho0,88.87409248,964.63405168,1.07929304,0.51215591,1202.96095321,10.23057083,0.40862414,-1351.03052644,4.76382612,0.29742802
g^Rho0Rho1DeltaRho1,-59.28778589,-663.80392096,12.31864575,0.46744824,825.62535426,2.87003033,0.22892357,-179.12726229,1.94140521,0.38341541
g^Rho1Rho1DeltaRho0,-29.6336917,-44.12463262,1.73048365,0.54532014,-27.74783161,8.73687996,0.34465879,43.81026026,8.48940368,0.42501086
g^Rho0NablaRho0NablaRho0,649.39695411,182.87463403,9.96922218,0.66665272,-1279.19824149,5.30864449,0.4183351,609.15812293,5.17981036,0.31787122
g^Rho0NablaRho1NablaRho1,-216.46565137,-60.95821223,9.96922202,0.66665272,426.39941935,5.30864447,0.4183351,-203.05271104,5.17981035,0.31787122
g^Rho0NablaRho0J0,-603.23496968,-712.60031538,1.85970986,0.51700435,-327.22419853,11.98903219,0.35079753,679.53762617,8.4129663,0.40645972
g^Rho0NablaRho1J1,201.07832323,237.53343846,1.85970986,0.51700435,109.07473284,11.98903219,0.35079753,-226.51254206,8.4129663,0.40645972
g^Rho1NablaRho1J0,-67.03163081,11.5042205,0.65348495,0.41929728,73.67564712,7.21944618,0.34306631,-34.42029286,5.2458179,0.32944353
g^Rho1NablaRho0J1,201.08966806,238.6725773,2.09338764,0.46538651,-18.62955416,5.28669983,0.23453759,-142.78246477,8.13159872,0.38130694
g^Rho0J0J02,33.02007873,507.69103781,3.82670437,0.53594825,1745.31278268,6.62924523,0.38933857,-1350.93431728,9.24673477,0.37850509
g^Rho0J1J12,-279.11457155,-312.08470013,2.84003336,0.52690249,-56.24878207,18.81882074,0.36427616,238.96751607,12.74333273,0.43301875
g^Rho1J0J12,-22.03337094,123.13702617,1.1614627,0.47633131,209.39702793,10.97476534,0.40514386,-185.85816118,6.96995762,0.32884839
g^Rho0J0J03,-37.90160111,-343.26827449,3.99752373,0.53270473,-1256.18400446,6.58337838,0.38530732,964.44490836,9.35002069,0.37958801
g^Rho0J1J13,280.76177937,86.79262587,3.35403428,0.63716286,317.86937949,4.63875705,0.35610974,-308.21014012,9.85824315,0.38934391
g^Rho1J0J13,25.28081813,-91.74347536,1.3797723,0.50334296,-174.41264517,6.90663667,0.34807839,143.68576634,6.78890242,0.38043174

NLOD
g^Rho0Rho0Rho0,0.00684091,-322.68036199,2.17151365,0.68253872,316.97540222,5.49535722,0.43823238,-59.45548939,11.31056519,0.37786182
g^Rho0Rho1Rho1,-0.0001812,101.87418797,2.49772455,0.75598175,-95.43560152,6.47547553,0.47797907,15.7878185,14.67068284,0.40439043
g^Rho0Rho0Tau0,-0.03978944,918.34987921,3.27870135,0.51674643,3751.4495978,6.37261142,0.36736808,-2776.24874893,9.22705223,0.38001759
g^Rho0Rho1Tau1,0.01534175,-321.5168149,3.57221349,0.52108444,-1307.53060191,6.39421168,0.37608951,973.37014172,9.13875541,0.37876749
g^Rho1Rho1Tau0,0.00439715,-108.91440577,2.48605716,0.53094873,-111.6531794,10.79931024,0.34186612,116.83235883,10.20297006,0.41727198
g^Rho0Rho0DeltaRho0,0.00544984,-70.10907569,4.6207845,0.82943977,-354.30124438,6.25777116,0.49657816,252.97575485,13.30363036,0.40832138
g^Rho0Rho1DeltaRho1,-0.00173953,28.85032747,4.90490883,0.82010357,129.30775703,6.76433595,0.50624436,-94.45879476,13.46554679,0.40936917
g^Rho1Rho1DeltaRho0,0.00057109,-10.3829143,1.55050436,0.61631177,28.0587162,6.38340999,0.46708467,-13.7992586,12.82974939,0.40303995
g^Rho0NablaRho0NablaRho0,318.84598786,-93.26439067,4.28472296,0.72689026,-165.28756226,7.95087944,0.53357094,57.09597193,15.27440501,0.41599544
g^Rho0NablaRho1NablaRho1,-106.28199595,31.08812991,4.28472296,0.72689027,55.09585362,7.95087946,0.53357094,-19.03199021,15.27440527,0.41599545
g^Rho0NablaRho0J0,0.02490492,-500.98105673,1.84497005,0.51438701,-571.77371665,9.95778162,0.34270125,583.94119059,7.9848124,0.39952074
g^Rho0NablaRho1J1,-0.00830164,166.99367363,1.84497006,0.51438702,190.5912464,9.95778131,0.34270125,-194.64706364,7.98481249,0.39952074
g^Rho1NablaRho1J0,0.00048674,-13.70303338,2.10335611,0.53295771,-12.50014241,9.93307768,0.34254001,13.81114025,8.53901891,0.41008993
g^Rho1NablaRho0J1,-0.00340721,95.92123368,2.10335611,0.53295771,87.50099686,9.93307768,0.34254001,-96.67798172,8.53901891,0.41008993
g^Rho0J0J02,-0.02568976,467.01449164,3.60207635,0.51519535,2082.30023694,6.42648723,0.37147976,-1526.08515777,9.3178879,0.37986654
g^Rho0J1J12,0.01201745,-227.44321193,2.68929616,0.52335783,-230.93339215,11.73247873,0.34250815,241.04281349,11.39622758,0.42309351
g^Rho1J0J12,0.00330043,-65.94379269,2.93764381,0.51158807,-270.73762915,6.15204192,0.36780654,200.94436907,8.65999786,0.37906118
g^Rho0J0J03,0.0180332,-299.28105263,3.58892385,0.50909632,-1514.80985132,6.41507298,0.36435318,1088.08535602,9.48587475,0.38175102
g^Rho0J1J13,-0.00884878,156.49524393,2.51180233,0.51830905,172.82698873,11.48932179,0.34242114,-175.20126082,10.87746196,0.4181221
