N2LO
g^Rho1J0J13,-0.00204359,41.26651901,3.07346782,0.50952856,198.77565361,6.07226239,0.3622984,-143.5596233,8.89124341,0.38132105

N2LOD
g^Rho0Rho0Rho0,70.07684754,-395.59528646,2.32153568,0.69525744,313.10875829,5.77285131,0.43566592,-45.57417459,10.86635171,0.36591749
g^Rho0Rho1Rho1,-70.07226045,113.8527805,3.07043884,0.81195159,-51.61284137,9.55785808,0.51738763,3.26269913,25.36115441,0.444602
g^Rho0Rho0Tau0,429.18074143,801.78660229,3.49544361,0.54960819,2288.31277998,6.24155837,0.38281538,-1920.58186018,9.41132023,0.3816123
g^Rho0Rho1Tau1,-18.01019119,217.44689852,1.24982137,0.59795882,-651.29317235,4.09588611,0.33931033,298.26261625,11.89731008,0.40095163
g^Rho1Rho1Tau0,-143.06105822,-71.03852655,2.95042865,0.59843202,145.01496234,9.80930341,0.42803398,-26.29890915,8.81678684,0.294848
g^Rho0Rho0DeltaRho0,87.01340906,886.88382911,1.08114208,0.50894262,1121.85906618,10.09838115,0.40633096,-1247.76637188,4.83860335,0.2997708
g^Rho0Rho1DeltaRho1,-58.05131564,-647.84327818,11.83318546,0.45911096,838.14079146,2.76414606,0.22476586,-195.28538613,1.93406291,0.36660638
g^Rho1Rho1DeltaRho0,-29.01300405,-42.02317217,1.74059742,0.54304234,-25.02616129,9.19193674,0.34446136,41.02391725,8.62650209,0.42609916
g^Rho0NablaRho0NablaRho0,611.44648573,163.10234101,9.98607421,0.66626404,-1160.80406343,5.29000106,0.41737961,549.50581218,5.0885319,0.3154048
g^Rho0NablaRho1NablaRho1,-203.81421745,-121.79453837,14.68460154,0.49925495,520.35349169,1.92454058,0.25220884,-198.80128733,1.89174615,0.33277404
g^Rho0NablaRho0J0,-603.23800309,-652.63768793,1.86096511,0.51736677,-262.94185792,-12.39218806,0.35247016,612.34500903,8.4570298,0.40694596
g^Rho0NablaRho1J1,201.07933436,-217.54589418,-1.86096511,0.51736677,87.64728673,12.39218796,0.35247016,-204.11500283,8.45702982,0.40694596
g^Rho1NablaRho1J0,-67.03149721,9.31212316,0.74015068,0.42050106,73.21122013,7.22056281,0.34136361,-33.21370314,5.48189814,0.33928545
g^Rho1NablaRho0J1,201.07994378,265.39447233,2.03611637,0.44614814,-64.42928463,3.50070811,0.2348297,-128.39854851,8.05080458,0.37745924
g^Rho0J0J02,36.54319715,447.60162123,3.86003463,0.53982568,1480.03997523,6.6708988,0.39220405,-1156.79381392,9.26128088,0.37855604
g^Rho0J1J12,-280.28807606,-285.96519562,2.8529641,0.52731487,-34.69201681,22.21724799,0.37413927,214.71208945,12.87790372,0.43311581
g^Rho1J0J12,-24.38132448,122.5997641,1.18651162,0.46882966,223.88732572,11.11111928,0.40411734,-193.48299043,7.35515614,0.33290168
g^Rho0J0J03,-41.32185625,-303.15298334,4.04679943,0.53716432,-1057.72990883,6.6266922,0.38860568,821.96494419,9.36844612,0.3796579
g^Rho0J1J13,281.89368558,128.85344983,3.1697375,0.57516388,-268.42019627,11.62905488,0.44285094,46.6707891,9.52189228,0.29544765
g^Rho1J0J13,27.55784196,-87.48188426,1.40499398,0.51188112,-169.18527627,7.09703365,0.34514301,138.33651739,6.85567614,0.38003588
