LO
g_0^RhoRho,-97.07881984,-26.33415268,1.15968367,0.78682673,-15.46310793,12.06121805,0.51741515,50.45223482,7.70960649,0.39387698
g_1^RhoRho,32.35960661,8.77808042,1.1596813,0.78682526,5.15436495,12.06121658,0.51741529,-16.8174152,7.70960355,0.39387698
g_0^RhoDeltaRho,-135.32856496,13.407924,6.81783366,0.54681249,108.74035633,8.0899538,0.3372042,-39.50550809,6.36539956,0.38081555
g_1^RhoDeltaRho,45.10952165,-4.46929647,6.81784374,0.54681252,-36.24680684,8.08995159,0.3372042,13.16851187,6.36539945,0.38081545
g_0^RhoTau,541.31425985,-53.63214058,6.81783057,0.54681273,-434.96079021,8.08995845,0.3372042,158.0217791,6.36540398,0.38081587
g_1^RhoTau,-180.4380866,17.87710569,6.81784231,0.54681238,144.98734373,8.08994904,0.3372042,-52.67409525,6.36539664,0.38081527
g_0^JJ2,511.61547649,-61.25420394,5.48058612,0.55070346,-365.93026474,7.88294429,0.33744796,128.58302821,5.20501045,0.36349666
g_1^JJ2,-170.53849216,20.41805322,5.48058302,0.55070337,121.97676331,7.88294431,0.33744796,-42.86101182,5.20500921,0.36349661
g_0^JJ1,-496.76097489,2.71270457,2.1819508,1.96712993,424.36020877,7.57739801,0.33924351,-169.36884657,3.8743758,0.26505716
g_1^JJ1,165.58699162,-0.90421927,2.18198746,1.96714521,-141.45339805,7.57739761,0.33924351,56.45625921,3.87437749,0.26505726

NLO
g_0^RhoRho,-92.41355842,-28.34988333,1.20888028,0.75558849,-12.94485868,13.39064895,0.5334863,47.83317754,7.892853,0.3969647
g_1^RhoRho,18.11302888,14.79877014,1.66043525,0.72679877,-8.89157307,6.83222086,0.49031392,-5.11181256,11.43586451,0.42506007
g_0^RhoDeltaRho,-133.74595386,51.82626808,0.0913388,0.35438383,139.15156669,7.63690466,0.34077012,-57.75225162,5.94231044,0.33943876
g_1^RhoDeltaRho,41.05873099,-10.24825043,0.79134946,0.4310224,-48.97773138,8.06847151,0.34771878,25.51803042,5.43709028,0.31364911
g_0^RhoTau,534.98380582,-335.83656427,0.05598505,0.35409507,-556.2914317,7.63708071,0.34074733,230.74429971,5.94181678,0.33949128
g_1^RhoTau,-164.23492575,40.91548752,0.79046073,0.43095495,195.72360521,8.06544158,0.34766085,-101.89378157,5.43628934,0.31378112
g_0^JJ2,529.57522492,-57.84620801,4.92230096,0.54184285,-380.59101845,7.81863986,0.33784644,134.02923054,4.91461682,0.34798107
g_1^JJ2,-175.1250194,19.07294059,5.02769429,0.54286612,126.06678955,7.8250737,0.3377416,-44.27711265,4.97255435,0.35081288
g_0^JJ1,-493.05125617,4.13820775,1.5595685,1.69152959,424.2222992,7.57394161,0.33930321,-171.18234012,3.87308863,0.26573633
g_1^JJ1,169.29705493,-0.2770622,7.97074815,3.16520682,-141.66783689,7.59409229,0.33880311,55.3575941,3.81829948,0.2599431

N2LO
g_0^RhoRho,-79.10772958,-3.4324853,44.9598192,0.81908524,-22.03954946,1.81426179,0.59307665,36.33361687,7.99008453,0.39602742
g_1^RhoRho,70.30990746,-19.63100451,2.12466073,0.75754654,11.29789897,8.12817325,0.46620153,-21.21852228,6.91761405,0.38145279
g_0^RhoDeltaRho,-130.28399229,18.46055189,0.47395544,0.38626017,139.06348073,7.72342999,0.34197297,-60.93430798,5.78308494,0.33417342
g_1^RhoDeltaRho,53.1866524,-10.110001,2.49672858,0.48923686,-48.84118522,8.09083046,0.34827939,22.53724987,5.74782591,0.31887196
g_0^RhoTau,521.135967,-73.8546318,0.47364638,0.38624956,-556.19715668,7.72347678,0.34196929,243.69204193,5.78293584,0.33418073
g_1^RhoTau,-212.74660524,40.42239611,2.4975739,0.48932086,195.24412654,8.08977602,0.3482456,-90.05963776,5.74565081,0.31889845
g_0^JJ2,572.3103163,-60.00862487,3.62450353,0.52089999,-424.69988278,7.78709362,0.34059428,159.184447,4.50394508,0.3078275
g_1^JJ2,-136.24010267,39.53070644,0.70890691,0.64016884,157.80663431,7.87349892,0.34112674,-96.84573494,3.70879359,0.26407909
g_0^JJ1,-484.38590877,8.57193405,1.05799803,1.34645357,422.20185007,7.56558238,0.33915302,-176.11158181,3.79147441,0.26513079
g_1^JJ1,166.40823648,-0.67818505,3.08305634,2.24834309,-141.06149516,7.57758001,0.33893988,56.24897996,3.80569197,0.26263326

NLOD
g_0^RhoRho,-60.14658512,-3.16720524,50.49435883,0.82859707,-31.52204879,1.93682017,0.5901039,35.5232672,8.13056314,0.3975068
g_1^RhoRho,52.37859632,-7.07275074,2.45906018,0.81232586,6.94319583,10.19403277,0.49253593,-17.75549938,7.51538732,0.39009406
g_0^RhoDeltaRho,-126.45076307,30.27524326,0.72109244,0.41316796,158.5214799,8.29246559,0.35194518,-82.7407891,5.7211979,0.30915206
g_1^RhoDeltaRho,48.9344303,-5.36934133,2.35795126,0.47368504,-45.24932283,7.77717922,0.34200105,18.8204616,5.85388589,0.33689631
g_0^RhoTau,505.80305243,-121.10101339,0.72108874,0.41316751,-634.08600437,8.29246171,0.35194516,330.96299845,5.72120188,0.30915224
g_1^RhoTau,-195.73771936,21.46921592,2.35906795,0.47375698,180.9026978,7.7777449,0.34198597,-75.21507567,5.85274802,0.33692326
g_0^JJ2,574.64472845,-59.56870901,3.41288542,0.51633412,-432.71197231,7.80200472,0.34123976,164.15790566,4.53137473,0.30350424
g_1^JJ2,-143.02230529,30.18127614,0.69305891,0.68401902,159.72268539,7.87613684,0.34122979,-91.22185476,3.83484069,0.26484587
g_0^JJ1,-486.52971709,7.30797711,1.13423979,1.41351018,422.77914298,7.56762135,0.33920149,-174.81916391,3.81498901,0.26536649
