0.000000000000000000e+00,1.520994701772682145e+00,2.220446049250313081e-16,2.220446049250313081e-16,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000278e-02,1.517765368195727493e+00,4.784942319497886842e-04,6.687171823809290316e-04,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,1.510863378565263648e+00,1.382398891571323674e-03,1.755618402748071460e-03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.500000000000000222e-01,1.502287809361887216e+00,1.986614002883690944e-03,2.401177536996090822e-03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000111e-01,1.491022942493814840e+00,3.422246415569318856e-03,4.453958068119545644e-03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.500000000000000000e-01,1.479633419886177359e+00,3.740738040862501279e-03,3.903988485169263001e-03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.000000000000000444e-01,1.463930473434239987e+00,6.345399973466836485e-03,6.026647418435837622e-03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.500000000000000333e-01,1.448438909676196928e+00,4.520035256150967129e-03,7.102438184928061560e-03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000222e-01,1.432992883204859069e+00,4.976327171891004042e-03,6.550276774531793578e-03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.500000000000000111e-01,1.411875105437468303e+00,8.202002920500106598e-03,9.536416155541349582e-03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e-01,1.396120010473401063e+00,8.904089681726956584e-03,9.100145070964904548e-03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.500000000000000444e-01,1.374957354052383174e+00,8.273196773795010728e-03,1.164533863600203389e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.000000000000000888e-01,1.356387251916604919e+00,9.364012268858745713e-03,1.208143462399324797e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.500000000000000222e-01,1.338223814674696532e+00,1.217668602781429854e-02,1.514698468572994727e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.000000000000000666e-01,1.312752357035647854e+00,8.642824804815596451e-03,1.288522072155129372e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.500000000000000000e-01,1.291679549675639249e+00,1.572854968526260500e-02,1.780328241481887730e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.000000000000000444e-01,1.270491851147469209e+00,1.255348524372745800e-02,1.760276067510857523e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.500000000000000888e-01,1.247404644492724701e+00,1.943921691460293033e-02,1.774608513068676174e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.000000000000000222e-01,1.226519597372364601e+00,1.415371058848902130e-02,1.902171634635241304e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.500000000000000666e-01,1.202448152396642378e+00,2.196990500749573805e-02,1.993234838583912705e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.179581709744419005e+00,1.923811261758423541e-02,2.069470697971587114e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.050000000000000044e+00,1.148196507269169997e+00,2.462323546265055008e-02,2.453848179498563375e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000089e+00,1.131208341683574758e+00,1.803099330865731709e-02,2.256978326983860583e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.150000000000000133e+00,1.112719232676011138e+00,2.596212657166763194e-02,2.883446573794645751e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.200000000000000178e+00,1.084125092961104153e+00,1.941893861618870787e-02,2.583349836550485890e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.250000000000000000e+00,1.072312151105467404e+00,2.448020402536710272e-02,3.349759992205680881e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.300000000000000044e+00,1.035584616346017839e+00,2.378612827840731470e-02,3.407966647421800666e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.350000000000000089e+00,1.019273823558691339e+00,2.346832650083574556e-02,3.232258715770952584e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.400000000000000133e+00,1.006712927812308811e+00,2.276596688849386041e-02,2.941297422993427446e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.450000000000000178e+00,9.748154238521462567e-01,2.292221448741504908e-02,2.907153034080334209e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.500000000000000000e+00,9.526133059256410851e-01,3.399631452949669619e-02,3.601731952681075377e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.550000000000000044e+00,9.257233659232450007e-01,3.179977447636372911e-02,3.368305320242404033e-02,9.899999999999999911e-01,1.000000000000000888e-02,1.000000000000000888e-02
1.600000000000000089e+00,9.007795467716441795e-01,2.458872736338868492e-02,3.466222941557739468e-02,1.000000000000000000e+00,2.000000000000001776e-02,2.000000000000001776e-02
1.650000000000000133e+00,8.821104982897961522e-01,2.917632212658938240e-02,2.787461568700577708e-02,9.799999999999999822e-01,2.000000000000001776e-02,2.000000000000001776e-02
1.700000000000000178e+00,8.657556553143340716e-01,2.976543007879139946e-02,3.493688630295421760e-02,1.030000000000000027e+00,3.000000000000002665e-02,3.000000000000002665e-02
1.750000000000000000e+00,8.386326630390921189e-01,3.134736343383226487e-02,3.074603157127575592e-02,9.799999999999999822e-01,3.000000000000002665e-02,3.000000000000002665e-02
1.800000000000000044e+00,8.052907336333841037e-01,3.015215418096239830e-02,3.546801300138924251e-02,9.000000000000000222e-01,5.000000000000004441e-02,4.999999999999993339e-02
1.850000000000000089e+00,7.854936802768491821e-01,3.128394007556578593e-02,2.920827972889250557e-02,9.399999999999999467e-01,4.999999999999993339e-02,5.000000000000004441e-02
1.900000000000000133e+00,7.603018451194324401e-01,3.029745465423316908e-02,4.011466785103923183e-02,8.000000000000000444e-01,7.000000000000006217e-02,6.999999999999995115e-02
1.950000000000000178e+00,7.414386603875342541e-01,3.913080452171802115e-02,4.165376618159188915e-02,1.090000000000000080e+00,6.000000000000005329e-02,4.999999999999982236e-02
2.000000000000000000e+00,7.316067128345454806e-01,4.115996902897367526e-02,3.525192352728689915e-02,9.499999999999999556e-01,7.999999999999996003e-02,8.000000000000007105e-02
2.050000000000000266e+00,7.041073825214383408e-01,3.493631115436857115e-02,4.246959072880940322e-02,1.239999999999999991e+00,8.000000000000007105e-02,8.000000000000007105e-02
2.100000000000000089e+00,6.763058582034964239e-01,4.584667741612247216e-02,4.933435576304401327e-02,9.300000000000000488e-01,9.000000000000007994e-02,8.999999999999996891e-02
2.149999999999999911e+00,6.626525693428240160e-01,3.029968034917485120e-02,4.216122161053137418e-02,8.599999999999999867e-01,8.999999999999996891e-02,9.999999999999997780e-02
2.200000000000000178e+00,6.423083308119017509e-01,3.415562249968451258e-02,4.091215087039135057e-02,1.050000000000000044e+00,9.000000000000007994e-02,8.999999999999985789e-02
2.250000000000000000e+00,6.219724722350948865e-01,3.023619085474171797e-02,3.958521928679581414e-02,9.300000000000000488e-01,1.000000000000000888e-01,9.999999999999997780e-02
2.300000000000000266e+00,6.043193597485558843e-01,3.524883423318092568e-02,4.595798584789612118e-02,6.300000000000000044e-01,1.099999999999999867e-01,1.099999999999999867e-01
2.350000000000000089e+00,5.758997736339815932e-01,3.479006181070964931e-02,3.763307537909232892e-02,1.260000000000000009e+00,1.200000000000001066e-01,1.199999999999998845e-01
2.400000000000000355e+00,5.562079226432170564e-01,3.645922455558692210e-02,4.547376813833159392e-02,9.899999999999999911e-01,1.199999999999999956e-01,1.300000000000001155e-01
2.450000000000000178e+00,5.375688298073052485e-01,3.900769151613303620e-02,4.472558027129236446e-02,1.010000000000000009e+00,1.099999999999999867e-01,1.000000000000000888e-01
2.500000000000000000e+00,5.182987828886599369e-01,4.193251819001231340e-02,3.585661267641049310e-02,1.199999999999999956e+00,1.499999999999999112e-01,1.500000000000001332e-01
2.550000000000000266e+00,5.024239438116656631e-01,4.329744118693834576e-02,4.835003179594277167e-02,7.500000000000000000e-01,1.300000000000000044e-01,1.300000000000000044e-01
2.600000000000000089e+00,4.722169971815256551e-01,4.379225668977004826e-02,4.425449564654360124e-02,9.300000000000000488e-01,1.400000000000000133e-01,1.400000000000000133e-01
2.650000000000000355e+00,4.526715887637478009e-01,3.643482824933536035e-02,3.475696991748600251e-02,8.699999999999999956e-01,1.500000000000000222e-01,1.500000000000000222e-01
2.700000000000000178e+00,4.431540223677790657e-01,4.199066664618417155e-02,4.486832027427034575e-02,5.100000000000000089e-01,1.600000000000000311e-01,1.600000000000000311e-01
2.750000000000000000e+00,4.251121982866865601e-01,4.419195356961119758e-02,5.145486990753944667e-02,1.120000000000000107e+00,1.400000000000001243e-01,1.399999999999999023e-01
2.800000000000000266e+00,4.065738526495664695e-01,3.370583510003460903e-02,4.889606647016442320e-02,6.800000000000000488e-01,1.500000000000000222e-01,1.499999999999999112e-01
2.850000000000000089e+00,3.916739684137435784e-01,3.368306942173432406e-02,3.620951381585257867e-02,1.070000000000000062e+00,1.600000000000000311e-01,1.599999999999999201e-01
2.900000000000000355e+00,3.684594575531657812e-01,3.939738198776032707e-02,4.493263224610521966e-02,1.189999999999999947e+00,1.899999999999999467e-01,1.899999999999999467e-01
2.950000000000000178e+00,3.554587500059718241e-01,3.524414779462142766e-02,3.148504810687768884e-02,3.699999999999999956e-01,1.399999999999999856e-01,1.400000000000000133e-01
3.000000000000000000e+00,3.493695403515246212e-01,3.936353643090112486e-02,4.387223652299010457e-02,9.699999999999999734e-01,1.500000000000000222e-01,1.599999999999999201e-01
3.050000000000000266e+00,3.334237221327232548e-01,3.843829640808221759e-02,3.882309562102392864e-02,4.400000000000000022e-01,1.699999999999999845e-01,1.699999999999999845e-01
3.100000000000000089e+00,3.060975473132419022e-01,3.274968985460502413e-02,3.400517355805493525e-02,2.399999999999999911e-01,1.799999999999999933e-01,1.799999999999999933e-01
3.150000000000000355e+00,2.897023801009024901e-01,4.086036325608249919e-02,3.627204608645634432e-02,5.999999999999999778e-01,1.599999999999999756e-01,1.600000000000000311e-01
3.200000000000000178e+00,2.657147822828394568e-01,4.734020122432572308e-02,3.629349732648745608e-02,8.800000000000000044e-01,1.800000000000000488e-01,1.900000000000000577e-01
3.250000000000000000e+00,2.554166958966591627e-01,3.786465059105295627e-02,3.212976043737902909e-02,1.600000000000000033e-01,1.700000000000000122e-01,1.800000000000000211e-01
3.300000000000000266e+00,2.444355244179543252e-01,3.751900919877942941e-02,3.721688779117585111e-02,6.899999999999999467e-01,1.899999999999999467e-01,1.900000000000000577e-01
3.350000000000000089e+00,2.339851203811394165e-01,3.474122900709442074e-02,3.659036429977111093e-02,9.499999999999999556e-01,1.899999999999999467e-01,1.999999999999999556e-01
3.400000000000000355e+00,2.166224667362568468e-01,3.694608803363930161e-02,3.020895954069702238e-02,6.300000000000000044e-01,1.699999999999999845e-01,1.700000000000000400e-01
3.450000000000000178e+00,2.061386798679120946e-01,3.151984400258542318e-02,3.492132620760554640e-02,7.299999999999999822e-01,1.799999999999999378e-01,1.800000000000000488e-01
3.500000000000000000e+00,1.800987757136923995e-01,3.530033516898803403e-02,3.540747457202844672e-02,6.700000000000000400e-01,1.600000000000000311e-01,1.699999999999999289e-01
