thr,lut
127.104,8.08E+05
254.72,8.34E+05
381.44,8.54E+05
508.16,8.56E+05
762.88,8.91E+05
1017.6,9.24E+05
1523.2,1.24E+06
2035.2,1.31E+06
3046.4,1.94E+06
4070.4,2.08E+06
6105.6,2.22E+06
8140.8,2.37E+06
12211.2,2.69E+06
16256,3.05E+06
24448,3.86E+06
32512,6.08E+06
48768,6.42E+06
65152,1.00E+07
73216,1.02E+07
97664,1.18E+07
130560,1.97E+07
145920,1.99E+07
195840,2.38E+07
293120,4.22E+07
390400,5.00E+07
