clique   ego-Facebook    ego-Twitter soc-Pokec   soc-Livejournal1
3	1.986	3.973	8.645	24.917
4	12.792	17.056	17.366	29.855
5	26.028	34.704	28.470	48.476
6	38.803	56.022	44.572	83.630
7	57.024	70.081	nan	nan
