a d ratio
0.275	0.255	1.459166931
0.275	0.505	1.916882756
0.275	0.755	1.926744934
0.275	1.005	2.438989804
0.3	0.26	2.173260389
0.3	0.51	2.109507684
0.3	0.76	2.175828572
0.3	1.01	2.193732517
0.325	0.265	2.245031729
0.325	0.515	2.400980448
0.325	0.765	2.006331045
0.325	1.015	2.199172513
0.35	0.27	2.346249384
0.35	0.52	2.163324253
0.35	0.77	2.222355327
0.35	1.02	2.354929342
0.525	0.255	2.283814937
0.525	0.505	2.231701656
0.525	0.755	2.027102172
0.525	1.005	2.330041557
0.55	0.26	2.47630185
0.55	0.51	2.203592878
0.55	0.76	2.058208274
0.55	1.01	2.17638526
0.575	0.265	1.889207207
0.575	0.515	2.110739667
0.575	0.765	2.10617798
0.575	1.015	1.898222176
0.6	0.27	2.520600428
0.6	0.52	2.122499348
0.6	0.77	2.600627495
0.6	1.02	2.121412658
0.775	0.255	2.846657189
0.775	0.505	2.460933799
0.775	0.755	2.169938233
0.775	1.005	2.201541365
0.8	0.26	2.411361182
0.8	0.51	2.016738937
0.8	0.76	2.581731051
0.8	1.01	2.56632881
0.825	0.265	2.328098804
0.825	0.515	2.776492911
0.825	0.765	2.149257783
0.825	1.015	2.437575348
0.85	0.27	1.937599469
0.85	0.52	2.694086053
0.85	0.77	2.253068598
0.85	1.02	2.30858524
1.025	0.255	3.194034473
1.025	0.505	2.527960139
1.025	0.755	2.337135993
1.025	1.005	2.435126456
1.05	0.26	1.985841067
1.05	0.51	2.248019814
1.05	0.76	2.641380496
1.05	1.01	2.384151244
1.075	0.265	2.246235813
1.075	0.515	2.394406588
1.075	0.765	2.325610694
1.075	1.015	2.417748412
1.1	0.27	2.355506037
1.1	0.52	2.451863633
1.1	0.77	1.950858921
1.1	1.02	2.40406826
