rho_c,0.154627169411,0.154303144789,0.154226259928,0.157793806119,0.157486876105,0.155709993057,0.156149730840,0.156058882801,0.156813492712,0.158320771949
E_sat,-15.800000000000,-15.800000000000,-15.800000000000,-15.800000000000,-15.800616998453,-15.800000000000,-15.800000000000,-15.800102976797,-15.800000000000,-15.830489429419
K,260.000000000000,260.000000000000,260.000000000000,222.156593353110,215.169356474590,240.808221093433,230.949151224973,236.005642349311,222.416912344691,223.630206851283
Ms*^-1,0.978839576101,0.957867810987,0.964135745363,0.904830473154,0.902703170998,0.900000000000,0.900000000000,0.900000000000,0.905719909546,0.917314720948
a_sym,29.947210313911,30.978216830087,30.986838554975,28.074820719918,28.451479688262,28.428458797856,28.626512099783,28.369536937852,28.602819659721,28.577424273449
L_sym,41.403904423455,59.557448115842,58.929019086329,34.060157484891,30.000000000000,30.000000000000,30.000000000000,30.000000000000,30.000000000000,30.000000000000

gamma,0.467263432298,0.546480922673,0.540882297860,0.357775594821,0.319538883549,0.431779369362,0.384939622666,0.418363370995,0.352278673161,0.362663291944
C_00^RhoRho,-561.574759359268,-493.058564597872,-498.957046546663,-478.951236446318,-501.232885679247,-440.938935889774,-469.857840471662,-414.369855992484,-458.396246964073,-448.578042957372
C_10^RhoRho,256.474663025436,175.538652625862,204.964233368850,235.191476661434,261.803481772101,284.283915306429,288.304375621062,279.524263500407,285.958998855606,286.449908366876
C_0D^RhoRho,771.750124201856,768.064508176791,766.317903878558,833.551447837586,764.649967500623,809.551223282430,767.900402193295,811.152130814301,748.328203770542,779.731289336407
C_1D^RhoRho,-181.043240471329,33.936998900947,24.913775413192,-121.330749372288,-130.245002801239,-173.207338795374,-151.389711052263,-170.098645717210,-140.028897836411,-194.621139274718
C_0^RhoTau,-2.837616482543,-16.190279488495,-14.209397829203,-18.209345664596,-9.398965365351,-14.096195660203,-9.524118644763,-15.995822703350,-6.596697454552,-10.837386895911
C_1^RhoTau,-36.341012236782,-35.726054317483,-38.585788581052,-31.950345032664,-37.277035498261,-37.749109651897,-39.964501294777,-34.992927741677,-38.732389764759,-43.559363769733

C_0^RhoDeltaRho,-41.360848533130,-37.545052176577,-38.371794543031,24.465063253444,9.378165496721,18.539204011377,8.200442328120,26.968499942733,10.902157094320,22.529939892151
C_1^RhoDeltaRho,-6.374069800438,-25.027969820239,-15.125440400090,-83.185726333287,-21.558434473671,-12.897887316614,-3.446180836062,-17.334941009556,-5.618125888100,-38.778743461627
C_0^RhoNablaJ,-62.313930655808,-72.932103517243,-74.231820778061,-82.640189908239,-88.285325114483,-65.546614691409,-77.680866629115,-65.286022206501,-86.266268448317,-61.387891370955
C_1^RhoNablaJ,10.977633021104,18.125118740293,15.511063252752,-39.280488365461,18.589884361762,17.547827284007,23.477142920847,14.859271726909,19.740383628060,3.420560145465
C_0^JJ,-43.423511618874,-75.136767306096,-75.772408878502,-53.445835417236,-78.114179451175,-100.354612097779,-97.434123976374,-103.341411270896,-83.747599638699,-38.769378630534
C_1^JJ,-30.103491321307,-15.011691854820,-12.348909278163,12.327645481616,1.315540158379,-10.200098932881,-8.006188367761,-10.985856263538,-2.583113081550,-4.165622753717
V_0^n,-218.419431592498,-219.915976826743,-220.892182633822,-207.226762414622,-209.130669015408,-205.784647956353,-207.169326157773,-206.505019988227,-209.097262418973,-206.524796058254
V_0^p,-259.856127510740,-263.026416045582,-263.198015767857,-246.409461917164,-255.482939431158,-251.862480617309,-253.725925110936,-252.490375645438,-255.283725837575,-249.407465691641
