SimDETR,DETReg,Steps
8.971045370723,4.1523833830055,179
8.8815193707553,3.9996877272825,180
8.9841609201309,3.9510131097816,181
8.7430139976978,4.205267510467,182
8.5399352556922,4.2539178052921,183
8.2773251162791,4.2160866469428,184
8.6027174684105,4.2690503046849,185
8.71066986629,4.2122699629231,186
8.9268171825518,4.0454857048487,187
8.7594497907665,3.7357249891507,188
8.8675732503093,4.19308663133,189
9.0932514920901,4.1897676209353,190
9.0266625221766,3.9786602225943,191
9.2397840868272,3.9562245284268,192
8.8605207038888,4.1280139028879,193
8.726876466804,4.4730220147488,194
9.13258475998,4.4866861371126,195
8.8925394645036,4.2674537932267,196
9.0822585404531,4.0915752074381,197
9.2255061122028,4.1641439623306,198
8.7300063903761,4.0926004187443,199
9.1528891353307,4.1592960192755,200
8.6063665429588,4.2860234007928,201
8.7387409291869,4.2829631873706,202
9.0532953026691,4.4682849235769,203
8.5217175333416,4.1748320549792,204
8.9482857956853,4.3165895236113,205
8.9455242259512,4.3308802167752,206
8.7653443969617,4.183498828434,207
9.0308350757373,4.1639015024787,208
8.5143364773106,4.1682543167502,209
8.8053472541449,4.3649614747164,210
9.0258601358843,4.2488413028433,211
8.8817275890349,4.327451791908,212
9.0630147044842,4.1728164005737,213
9.0651562357141,4.3255860875878,214
8.6455858966454,4.2049666519014,215
8.8752778368967,4.1462592364217,216
8.7588717301783,4.3333101342821,217
8.7454242946905,4.1524601324287,218
8.7643114174353,4.2845893944732,219
8.7002008799179,4.3085976816169,220
8.7123385055149,4.4283871389556,221
8.6614172700558,4.4385623688477,222
8.6363413716798,4.1049412591897,223
8.6191095967368,4.4962159263601,224
8.5378021985553,4.5437456943577,225
8.8564970213085,4.3890397814493,226
8.5276148843719,4.1380077201157,227
8.5971473480538,4.4506132723336,228
8.7841364795501,4.23723895051,229
8.7998886717952,4.424250605789,230
9.0857346094855,4.3349100441415,231
8.9612324345959,4.5489823016467,232
8.8978789863085,4.4580073381323,233
8.9681650087981,4.4230314957103,234
8.9297789363093,4.3925005745704,235
9.0104129546652,4.4920626345644,236
8.8254595995445,4.3734215641853,237
8.8086688349042,4.4742048540568,238
8.3119044348925,4.3985551739034,239
8.837323658423,4.315122986848,240
8.5278188620728,4.4149202527805,241
8.7985383924412,4.5239868413605,242
8.8492617525689,4.5154804717248,243
8.7319571404806,4.6154975112671,244
8.6228183347128,4.357240944889,245
8.5367115450116,4.5037383413091,246
8.9929174357973,4.458488018181,247
8.7193279166631,4.4608195928852,248
8.966512386061,4.2624991385724,249
9.1297551642953,4.3026365375792,250
8.8182577629985,4.6909746724475,251
9.0557877548066,4.3611265046174,252
8.8857112888495,4.4428205409776,253
8.6662520141513,4.5655647457775,254
8.4518739078369,4.2413045500169,255
8.7457726242975,4.4739943310046,256
8.4661718707173,4.4789040000088,257
8.9291806598325,4.4213637755406,258
8.8386683737172,4.5281132652204,259
8.5913642941709,4.5958852195865,260
8.8769532665601,4.6022780804113,261
8.5263551802903,4.5061458810018,262
8.8540898934368,4.3594502180616,263
8.9969902137769,4.4895916720968,264
9.0852916282377,4.4378248140438,265
8.8745376122101,4.4212225664705,266
8.5964446441611,4.2646990249703,267
8.9833807085214,4.1173761136256,268
8.9595300491447,4.596508463051,269
9.0526598461973,4.4395311122312,270
8.9638186416192,4.4167515613949,271
8.7492188705166,4.6111485015329,272
8.7830994291921,4.468696289986,273
8.3380211227196,4.4923387968141,274
8.5569805407974,4.4549818498288,275
8.7770125921575,4.627839151004,276
8.3824536802769,4.4925164119273,277
8.7838437532113,4.6278351054626,278
8.8558562259758,4.5847459572688,279
8.5330852766885,4.5747410945357,280
8.7647185825398,4.4842409897893,281
8.5883481199169,4.5875271732748,282
8.6001745162725,4.6373055730363,283
8.7427591520205,4.4414490383314,284
8.7697474635928,4.6459837819303,285
8.9757781597384,4.4253252328547,286
8.6599098004198,4.3303201733913,287
7.8940352218971,4.4869161779202,288
8.3688569482332,4.4924373893248,289
8.5063221767116,4.5580130141532,290
8.9761894607654,4.5704939797765,291
8.836370817637,4.6069115942097,292
8.7378639490996,4.7147442262016,293
8.5790920805201,4.4954152783639,294
8.3563485260366,4.6560787957152,295
8.6570143483125,4.3243718116552,296
8.7885903878673,4.5227179662993,297
8.7111543839575,4.6461235484212,298
8.6374063758868,4.541879216861,299
8.9569848562437,4.7030311835846,300
9.1863954678523,4.4720692411079,301
9.025641689479,4.4952973407571,302
8.622619148867,4.7283021603087,303
8.7272550654003,4.4879072311723,304
8.6114305762832,4.6588860186199,305
8.4825870113916,4.4848210187806,306
8.4842629222565,4.7492336502926,307
9.1031970574251,4.4535180818498,308
8.4735412323355,4.4354088045565,309
8.6290748055936,4.3718858998904,310
8.6044116343613,4.6972387987407,311
8.460289496046,4.8545120424103,312
8.9553081578832,4.6809602702671,313
8.9023881010159,4.6943535413153,314
9.2007879928402,4.6770149621474,315
8.9830045367505,4.5931398078191,316
8.7752601723413,4.4895784920993,317
8.5372416492234,4.6951256328781,318
8.4831285564861,4.7427140141555,319
8.5875289337623,4.6671636049821,320
9.0736967670625,4.9868874345872,321
9.1695661194821,5.1840390300652,322
9.2152510879858,5.2152897003376,323
9.2510356873069,5.2660146855603,324
9.3458610746445,5.2388896321353,325
9.3380254274152,5.225847406886,326
9.3699674467433,5.2898224096757,327
9.4131837301103,5.2685666224663,328
9.4321096991295,5.3372098303399,329
9.4954821878481,5.3389881319857,330
9.5224231820642,5.3640563247953,331
9.5013340667868,5.3685819469584,332
9.6356426391843,5.374690195113,333
9.6822740296733,5.3639630561612,334
9.6355945418971,5.3270383002877,335
9.6713748119159,5.4488057748515,336
9.7076371574497,5.4376480694057,337
9.695722482359,5.4248610984394,338
9.7725766020947,5.4313079404333,339
9.6878642926035,5.3891214619628,340
9.7051208926045,5.4280979527479,341
9.6420866423522,5.45595023999,342
9.6170435035891,5.4056184753237,343
9.6762301657878,5.4129645540168,344
9.7386026237366,5.3781721961388,345
9.7170586669356,5.3901822317425,346
9.6788231060397,5.3627562652793,347
9.7302720319324,5.4175163852521,348
9.7594388729609,5.4694135337613,349
9.7678858937127,5.4495336559568,350
9.7716056740958,5.3704928634415,351
9.7473493946066,5.3885685031725,352
9.8355292598492,5.3833567786159,353
9.836951534286,5.3484554131437,354
9.7815130231446,5.3327118930931,355
9.7448614420812,5.3864912761806,356
9.8216197008341,5.3611876352671,357
9.8490456756808,5.3164011909443,358
9.8068563270978,5.3641311111115,359
9.7680696299192,5.3462578964843,360
9.7645252976935,5.3536547481878,361
9.8121246748079,5.3327268312766,362
9.8402281115789,5.3652259334262,363
9.9067042512664,5.3201309050925,364
9.8887687966323,5.3594517839028,365
9.838987676398,5.3786687985003,366
9.8906782657557,5.3568876696014,367
9.9023122178295,5.4501540005148,368
9.8713045825054,5.4397783055136,369
9.8617868213377,5.4314747460189,370
9.85827043731,5.4329710207385,371
9.8674973962762,5.4364304825724,372
9.8791710669877,5.4424783936552,373
9.9024559332844,5.464470170994,374
9.9115668956995,5.4261092100966,375
9.9025811378222,5.4372308822446,376
9.9256656466792,5.4902267891057,377
9.9578375681074,5.5084879272971,378
9.9689775008899,5.4451473694373,379
9.9742645947242,5.4970189140297,380
9.9144800525286,5.422607732746,381
9.8560821342547,5.4437206240907,382
9.8989862332415,5.4563341161638,383
9.9170328763573,5.5168348061462,384
9.8414950206279,5.5409746697411,385
9.8254184421557,5.5001243017501,386
9.8071841092401,5.4227931677655,387
9.8255012355856,5.429238228594,388
9.8963396204629,5.4427216926361,389
9.8692683113403,5.3550669521616,390
9.8337788165714,5.4235238185637,391
9.8593851356394,5.430937997714,392
9.9316831989991,5.4686058668946,393
9.8863803226973,5.4785707873962,394
9.9415037396855,5.4929207698493,395
9.9012117723776,5.4150866514769,396
9.9778259399426,5.3583319581629,397
10.0154399134683,5.3650474653886,398
9.8815070065986,5.3537438617376,399
9.9465002932191,5.3966212629474,400
