alpha,ta_feng,dhb
0.0,0.1104190558620333,0.11962115178659095
0.1,0.13215381203131346,0.1538422838803286
0.2,0.15001128404820988,0.171990400957094
0.3,0.160818818578246,0.17676850653223625
0.4,0.16224149168835442,0.17949130241314884
0.5,0.16058974914141433,0.17935084972801008
0.6,0.1563753835576539,0.17851453803368358
0.7,0.1527821377785882,0.17797791361619134
0.8,0.14898446005064891,0.17653987757405
0.9,0.14738277891133805,0.17414978259543995
1.0,0.14593500608669235,0.17219523731246297
