alpha,ta_feng,dhb
0.0,0.09433699930001897,0.11871128291125321
0.1,0.10902463976369407,0.14536229153120445
0.2,0.12127713822280949,0.160246607317192
0.3,0.1284370052926553,0.16550053301074114
0.4,0.13069593575025704,0.16871901096063135
0.5,0.13003663774562013,0.17097662151367687
0.6,0.1268728327202834,0.17193193884395322
0.7,0.12417434458017697,0.17251661289075723
0.8,0.12207316236975901,0.1716275315211321
0.9,0.12072052859186257,0.1694764386129316
1.0,0.11986899832979153,0.16721691902683444
