topk,tifuknntd,tifuknn,slrc,taiw,taiwi,toppersonal,dnntsp,upcf
5,0.102678728017717,0.09921764780526474,0.0970150890239237,0.10318550101702288,0.09851173204007722,0.09414480306624497,0.10222113132476807,0.09532243411761404
10,0.1248435198538412,0.11790524344433126,0.11986899832979153,0.12687388721273166,0.12609281447809254,0.10843777780601296,0.1105474904179573,0.11541800466459054
20,0.14543772263027321,0.1381705656680799,0.14315573699068135,0.1503674893929756,0.14808863974223352,0.12446308236904748,0.12076526135206223,0.1351562947095998
25,0.15096872188874386,0.14418280524165739,0.15017577348070263,0.1559946075200627,0.15420599262357818,0.12879069190443798,0.12395888566970825,0.1414505117166426
50,0.16630730762637957,0.16117471888392446,0.1686575334334532,0.17071387524385373,0.1714859294396535,0.13970280020049627,0.1381431519985199,0.15709347749518218
100,0.18129048160731503,0.17569301025620965,0.1829947308598143,0.1847982206351815,0.1855438079434458,0.15563062386347354,0.15001077950000763,0.1706027193602638
