bucket,tifuknntd,tifuknn,slrc,taiw,taiwi,toppersonal,dnntsp,upcf
1,0.07396723254880255,0.07215130279378931,0.10237380234660674,0.10124509275489962,0.10128276458331871,0.09068262120176795,0.00080779084,0.07002142842868947
2,0.05518185444351022,0.05161547189738184,0.08004670519915201,0.08076318998589499,0.08386536572043203,0.07711382023475229,0.0026074625,0.06226533405130221
3,0.04811138686561258,0.04651431903098312,0.0734301831562001,0.07577480294926404,0.07431483234180486,0.0672583281462197,0.00046897656,0.048088487696832445
4,0.047924078077274834,0.04677364949471276,0.07570924362177336,0.0783888700191837,0.07742024734897539,0.07165672782130388,0.00080819114,0.050891857549641074
5,0.046095205213217215,0.044915597231066536,0.0680079319210618,0.06887664686622638,0.06918973691964979,0.06386938439060993,0.0012205364,0.04525785597625471
