topk,TAIW,TAIWI,BPRKNN,SLRC,RepurchaseModule,BPR
5,0.10318550101702288,0.09851173204007722,0.08015675146303967,0.0970150890239237,0.09166413824151068,0.07895982086226172
10,0.1268728327202834,0.12609281447809254,0.09345247275876488,0.11986899832979153,0.1106015533788704,0.09232121965928301
20,0.15036580244970826,0.14808863974223352,0.10042652669357113,0.14315573699068135,0.12766323559223583,0.09928489593890907
25,0.15599292057679537,0.15420599262357818,0.10323542173192081,0.15017577348070263,0.1325948130799274,0.1022147319123835
50,0.1707121883005864,0.1714859294396535,0.11281392158181557,0.1686575334334532,0.14385990705614377,0.11214507006420961
100,0.1847965336919142,0.1855438079434458,0.12723991310176005,0.1829947308598143,0.14836732991584844,0.12628490268796425
