bucket,tifuknntd,tifuknn,slrc,taiw,taiwi,toppersonal,dnntsp,upcf
1,0.17337958217538293,0.1863736659172297,0.18559446251633116,0.19312982837061884,0.19146941638340853,0.16151688003422274,0.088509545,0.1745467085362415
2,0.16810646293855525,0.1791950514460233,0.18694574587306398,0.19076348466872567,0.1906774970990874,0.15688216508405664,0.11142855,0.1776986407926506
3,0.1806510282024697,0.1723867055941552,0.1883634266570088,0.1946153807278838,0.1884394764299398,0.1659501391185022,0.116972655,0.1773045144781922
4,0.16468803671485452,0.16140613206565518,0.17436234325161862,0.17431810127566044,0.17657088918802777,0.15392189478339466,0.09739594,0.16245698630634076
5,0.10952197906436578,0.10712833599228004,0.10092035573170294,0.10215539536899411,0.11310982082192231,0.10684154211749602,0.07569769,0.1078397880061112
