topk,tifuknntd,tifuknn,slrc,taiw,taiwi,toppersonal,dnntsp,upcf
5,0.05168650393479752,0.05037229894925495,0.07695924521924292,0.07644423635687261,0.07634518970749724,0.06898985417681024,0.0011182697489857674,0.05125556219731823
10,0.05425719248855343,0.052395387393749784,0.07991470729728477,0.08101059107473604,0.08121545360575841,0.07411685538040647,0.001182558131404221,0.05530549443807528
20,0.05456509031406828,0.05259972165915542,0.08030620891388593,0.08291511905502581,0.08336582183770204,0.07518580092909347,0.0013304755557328463,0.05632847377271084
25,0.054521398207130554,0.052781985657858695,0.08035439712151836,0.08348319228630621,0.08409242596213408,0.07452724096630331,0.001485549146309495,0.05788867862543261
50,0.05466695132379849,0.053670939032614856,0.08047422516208576,0.08481311642380436,0.08522139482323073,0.07539475837005105,0.0016348512144759297,0.05858089796006978
100,0.0558922593526266,0.05457038202457686,0.0807184621455428,0.08578607365801477,0.0856759691100634,0.0766340219474605,0.0022924942895770073,0.06054493301912305
