0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,3,4,3
6,3,4,4
7,3,4,4
8,3,4,4
9,3,4,4
10,6,8,6
11,6,8,7
12,6,8,8
13,6,8,8
14,6,8,8
15,9,12,9
16,9,12,10
17,9,12,11
18,9,12,12
19,9,12,12
20,12,16,12
21,12,16,13
22,12,16,14
23,12,16,15
24,12,16,16
25,15,20,16
26,15,20,16
27,15,20,17
28,15,20,18
29,15,20,19
30,18,24,20
31,18,24,20
32,18,24,20
33,18,24,21
34,18,24,22
35,21,28,24
36,21,28,24
37,21,28,24
38,21,28,24
39,21,28,25
40,24,32,28
41,24,32,28
42,24,32,28
43,24,32,28
44,24,32,28
45,27,36,32
46,27,36,32
47,27,36,32
48,27,36,32
49,27,36,32
50,30,40,35
51,30,40,36
52,30,40,36
53,30,40,36
54,30,40,36
55,33,44,38
56,33,44,39
57,33,44,40
58,33,44,40
59,33,44,40
60,36,48,41
61,36,48,42
62,36,48,43
63,36,48,44
64,36,48,44
65,39,52,44
66,39,52,45
67,39,52,46
68,39,52,47
69,39,52,48
70,42,56,48
71,42,56,48
72,42,56,49
73,42,56,50
74,42,56,51
75,45,60,52
76,45,60,52
77,45,60,52
78,45,60,53
79,45,60,54
80,48,64,56
81,48,64,56
82,48,64,56
83,48,64,56
84,48,64,57
85,51,68,60
86,51,68,60
87,51,68,60
88,51,68,60
89,51,68,60
90,54,72,64
91,54,72,64
92,54,72,64
93,54,72,64
94,54,72,64
95,57,76,67
96,57,76,68
97,57,76,68
98,57,76,68
99,57,76,68
100,60,80,70
101,60,80,71
102,60,80,72
103,60,80,72
104,60,80,72
105,63,84,73
106,63,84,74
107,63,84,75
108,63,84,76
109,63,84,76
110,66,88,76
111,66,88,77
112,66,88,78
113,66,88,79
114,66,88,80
115,69,92,80
116,69,92,80
117,69,92,81
118,69,92,82
119,69,92,83
120,72,96,84
121,72,96,84
122,72,96,84
123,72,96,85
124,72,96,86
125,75,100,88
126,75,100,88
127,75,100,88
128,75,100,88
129,75,100,89
130,78,104,92
131,78,104,92
132,78,104,92
133,78,104,92
134,78,104,92
135,81,108,96
136,81,108,96
137,81,108,96
138,81,108,96
139,81,108,96
140,84,112,99
141,84,112,100
142,84,112,100
143,84,112,100
144,84,112,100
145,87,116,102
146,87,116,103
147,87,116,104
148,87,116,104
149,87,116,104
150,90,120,105
151,90,120,106
152,90,120,107
153,90,120,108
154,90,120,108
155,93,124,108
156,93,124,109
157,93,124,110
158,93,124,111
159,93,124,112
160,96,128,112
161,96,128,112
162,96,128,113
163,96,128,114
164,96,128,115
165,99,132,116
166,99,132,116
167,99,132,116
168,99,132,117
169,99,132,118
170,102,136,120
171,102,136,120
172,102,136,120
173,102,136,120
174,102,136,121
175,105,140,124
176,105,140,124
177,105,140,124
178,105,140,124
179,105,140,124
180,108,144,128
181,108,144,128
182,108,144,128
183,108,144,128
184,108,144,128
185,111,148,131
186,111,148,132
187,111,148,132
188,111,148,132
189,111,148,132
190,114,152,134
191,114,152,135
192,114,152,136
193,114,152,136
194,114,152,136
195,117,156,137
196,117,156,138
197,117,156,139
198,117,156,140
199,117,156,140
200,120,160,140
201,120,160,141
202,120,160,142
203,120,160,143
204,120,160,144
205,123,164,144
206,123,164,144
207,123,164,145
208,123,164,146
209,123,164,147
210,126,168,148
211,126,168,148
212,126,168,148
213,126,168,149
214,126,168,150
215,129,172,152
216,129,172,152
217,129,172,152
218,129,172,152
219,129,172,153
220,132,176,156
221,132,176,156
222,132,176,156
223,132,176,156
224,132,176,156
225,135,180,160
226,135,180,160
227,135,180,160
228,135,180,160
229,135,180,160
230,138,184,163
231,138,184,164
232,138,184,164
233,138,184,164
234,138,184,164
