0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.3425847257,-1.0,-1.0422171162,-1.0881559212,-1.1405514939,-1.2036156238,-1.2846296765,-1.3978773891,-1.5764012215,-1.9189859472,-1.9189859472
2,-0.6851694514,-2.0,-2.0844342325,-2.1763118425,-2.2811029878,-2.4072312476,-2.5692593531,-2.7957547782,-3.1528024431,-2.8379718945,-2.8379718945
3,-1.027754177,-3.0,-3.1266513487,-3.2644677637,-3.4216544817,-3.6108468713,-3.8538890296,-4.1936321673,-3.7292036646,-3.7569578417,-3.7569578417
4,-1.3703389027,-4.0,-4.1688684649,-4.3526236849,-4.5622059756,-4.8144624951,-5.1385187062,-4.5915095565,-4.3056048862,-4.6759437889,-4.6759437889
5,-1.7129236284,-5.0,-5.2110855811,-5.4407796061,-5.7027574695,-6.0180781189,-5.4231483827,-4.9893869456,-4.8820061077,-4.5949297361,-4.5949297361
6,-2.0555083541,-6.0,-6.2533026974,-6.5289355274,-6.8433089634,-6.2216937427,-5.7077780593,-5.3872643347,-5.4584073293,-5.5139156834,-5.5139156834
7,-2.3980930798,-7.0,-7.2955198136,-7.6170914486,-6.9838604573,-6.4253093664,-5.9924077358,-5.7851417238,-6.0348085508,-6.4329016306,-6.4329016306
8,-2.7406778055,-8.0,-8.3377369298,-7.7052473698,-7.1244119512,-6.6289249902,-6.2770374124,-6.1830191129,-6.6112097724,-6.3518875778,-6.3518875778
9,-3.0832625311,-9.0,-8.379954046,-7.793403291,-7.264963445,-6.832540614,-6.5616670889,-6.580896502,-7.1876109939,-7.2708735251,-7.2708735251
10,-3.4258472568,-9.0,-8.4221711623,-7.8815592123,-7.4055149389,-7.0361562378,-6.8462967655,-6.9787738912,-6.7640122155,-7.1898594723,-7.1898594723
11,-3.7684319825,-9.0,-8.4643882785,-7.9697151335,-7.5460664328,-7.2397718615,-7.130926442,-7.3766512803,-7.340413437,-7.1088454195,-7.1088454195
12,-4.1110167082,-9.0,-8.5066053947,-8.0578710547,-7.6866179267,-7.4433874853,-7.4155561186,-7.7745286694,-7.9168146586,-8.0278313667,-8.0278313667
13,-4.4536014339,-9.0,-8.5488225109,-8.1460269759,-7.8271694206,-7.6470031091,-7.7001857951,-8.1724060585,-8.4932158801,-7.946817314,-7.946817314
14,-4.7961861595,-9.0,-8.5910396272,-8.2341828972,-7.9677209145,-7.8506187329,-7.9848154717,-8.5702834476,-8.0696171017,-7.8658032612,-7.8658032612
15,-5.1387708852,-9.0,-8.6332567434,-8.3223388184,-8.1082724084,-8.0542343566,-8.2694451482,-8.9681608367,-8.6460183232,-8.7847892084,-8.7847892084
16,-5.4813556109,-9.0,-8.6754738596,-8.4104947396,-8.2488239023,-8.2578499804,-8.5540748247,-8.3660382259,-8.2224195448,-8.7037751557,-8.7037751557
17,-5.8239403366,-9.0,-8.7176909758,-8.4986506608,-8.3893753962,-8.4614656042,-8.8387045013,-8.763915615,-8.7988207663,-8.6227611029,-8.6227611029
18,-6.1665250623,-9.0,-8.7599080921,-8.5868065821,-8.5299268901,-8.665081228,-9.1233341778,-9.1617930041,-9.3752219879,-9.5417470501,-9.5417470501
19,-5.509109788,-9.0,-8.8021252083,-8.6749625033,-8.670478384,-8.8686968517,-9.4079638544,-9.5596703932,-9.9516232094,-9.4607329974,-9.4607329974
20,-5.8516945136,-10.0,-9.8443423245,-9.7631184245,-9.8110298779,-10.0723124755,-9.6925935309,-9.9575477823,-9.5280244309,-9.3797189446,-9.3797189446
21,-5.1942792393,-10.0,-9.8865594408,-9.8512743457,-9.9515813718,-10.2759280993,-9.9772232075,-10.3554251714,-10.1044256525,-10.2987048918,-10.2987048918
22,-5.536863965,-11.0,-10.928776557,-10.939430267,-11.0921328657,-10.4795437231,-10.261852884,-10.7533025605,-10.680826874,-10.217690839,-10.217690839
23,-5.8794486907,-11.0,-10.9709936732,-11.0275861882,-11.2326843596,-10.6831593468,-10.5464825606,-10.1511799497,-10.2572280956,-10.1366767863,-10.1366767863
24,-5.2220334164,-12.0,-12.0132107894,-12.1157421094,-11.3732358535,-10.8867749706,-10.8311122371,-10.5490573388,-10.8336293171,-11.0556627335,-11.0556627335
25,-5.564618142,-12.0,-12.0554279057,-12.2038980306,-11.5137873474,-11.0903905944,-11.1157419137,-10.9469347279,-10.4100305387,-9.9746486807,-9.9746486807
26,-5.9072028677,-13.0,-13.0976450219,-12.2920539519,-11.6543388413,-11.2940062182,-11.4003715902,-11.344812117,-10.9864317602,-10.893634628,-10.893634628
27,-5.2497875934,-13.0,-13.1398621381,-12.3802098731,-11.7948903351,-11.4976218419,-11.6850012668,-11.7426895061,-11.5628329818,-10.8126205752,-10.8126205752
28,-5.5923723191,-14.0,-13.1820792543,-12.4683657943,-11.935441829,-11.7012374657,-11.9696309433,-12.1405668952,-12.1392342033,-11.7316065224,-11.7316065224
29,-5.9349570448,-14.0,-13.2242963706,-12.5565217155,-12.0759933229,-11.9048530895,-12.2542606199,-11.5384442844,-11.7156354249,-11.6505924696,-11.6505924696
30,-5.2775417704,-14.0,-13.2665134868,-12.6446776368,-12.2165448168,-12.1084687133,-12.5388902964,-11.9363216735,-12.2920366464,-11.5695784169,-11.5695784169
31,-5.6201264961,-14.0,-13.308730603,-12.732833558,-12.3570963107,-12.312084337,-12.8235199729,-12.3341990626,-11.868437868,-11.4885643641,-11.4885643641
32,-5.9627112218,-14.0,-13.3509477192,-12.8209894792,-12.4976478046,-12.5156999608,-12.1081496495,-12.7320764517,-12.4448390895,-12.4075503113,-12.4075503113
33,-5.3052959475,-14.0,-13.3931648355,-12.9091454004,-12.6381992985,-12.7193155846,-12.392779326,-12.1299538408,-12.0212403111,-12.3265362586,-12.3265362586
34,-5.6478806732,-14.0,-13.4353819517,-12.9973013217,-12.7787507924,-12.9229312084,-12.6774090026,-12.5278312299,-12.5976415326,-12.2455222058,-12.2455222058
35,-5.9904653989,-14.0,-13.4775990679,-13.0854572429,-12.9193022863,-13.1265468321,-12.9620386791,-12.9257086191,-13.1740427542,-13.164508153,-13.164508153
36,-6.3330501245,-14.0,-13.5198161842,-13.1736131641,-13.0598537802,-13.3301624559,-13.2466683557,-13.3235860082,-12.7504439757,-12.0834941002,-12.0834941002
37,-5.6756348502,-14.0,-13.5620333004,-13.2617690853,-13.2004052741,-13.5337780797,-13.5312980322,-13.7214633973,-13.3268451973,-13.0024800475,-13.0024800475
38,-6.0182195759,-14.0,-13.6042504166,-13.3499250066,-13.340956768,-13.7373937035,-13.8159277088,-13.1193407864,-12.9032464188,-12.9214659947,-12.9214659947
39,-6.3608043016,-14.0,-13.6464675328,-13.4380809278,-13.4815082619,-13.9410093272,-14.1005573853,-13.5172181755,-13.4796476403,-12.8404519419,-12.8404519419
40,-5.7033890273,-14.0,-13.6886846491,-13.526236849,-13.6220597558,-14.144624951,-14.3851870619,-13.9150955646,-14.0560488619,-13.7594378892,-13.7594378892
41,-6.0459737529,-14.0,-13.7309017653,-13.6143927702,-13.7626112497,-14.3482405748,-14.6698167384,-14.3129729537,-13.6324500834,-13.6784238364,-13.6784238364
42,-6.3885584786,-14.0,-13.7731188815,-13.7025486915,-13.9031627436,-14.5518561986,-13.954446415,-13.7108503429,-13.208851305,-12.5974097836,-12.5974097836
43,-5.7311432043,-14.0,-13.8153359977,-13.7907046127,-14.0437142375,-14.7554718223,-14.2390760915,-14.108727732,-13.7852525265,-13.5163957308,-13.5163957308
44,-6.07372793,-15.0,-14.857553114,-14.8788605339,-15.1842657314,-14.9590874461,-14.523705768,-14.5066051211,-14.3616537481,-14.4353816781,-14.4353816781
45,-6.4163126557,-15.0,-14.8997702302,-14.9670164551,-15.3248172252,-15.1627030699,-14.8083354446,-14.9044825102,-13.9380549696,-13.3543676253,-13.3543676253
46,-6.7588973814,-15.0,-14.9419873464,-15.0551723764,-15.4653687191,-15.3663186937,-15.0929651211,-15.3023598993,-14.5144561912,-14.2733535725,-14.2733535725
47,-6.101482107,-16.0,-15.9842044626,-16.1433282976,-15.605920213,-15.5699343175,-15.3775947977,-14.7002372884,-14.0908574127,-14.1923395198,-14.1923395198
48,-6.4440668327,-16.0,-16.0264215789,-16.2314842188,-15.7464717069,-15.7735499412,-15.6622244742,-15.0981146776,-14.6672586343,-14.111325467,-14.111325467
49,-6.7866515584,-16.0,-16.0686386951,-16.31964014,-15.8870232008,-15.977165565,-15.9468541508,-15.4959920667,-15.2436598558,-15.0303114142,-15.0303114142
50,-6.1292362841,-17.0,-17.1108558113,-16.4077960613,-16.0275746947,-16.1807811888,-16.2314838273,-15.8938694558,-15.8200610774,-14.9492973614,-14.9492973614
51,-6.4718210098,-17.0,-17.1530729275,-16.4959519825,-16.1681261886,-16.3843968126,-16.5161135039,-16.2917468449,-15.3964622989,-14.8682833087,-14.8682833087
52,-6.8144057354,-17.0,-17.1952900438,-16.5841079037,-16.3086776825,-16.5880124363,-15.8007431804,-15.689624234,-14.9728635205,-14.7872692559,-14.7872692559
53,-6.1569904611,-18.0,-17.23750716,-16.6722638249,-16.4492291764,-16.7916280601,-16.085372857,-16.0875016231,-15.549264742,-14.7062552031,-14.7062552031
54,-6.4995751868,-18.0,-17.2797242762,-16.7604197462,-16.5897806703,-16.9952436839,-16.3700025335,-15.4853790123,-15.1256659636,-14.6252411504,-14.6252411504
55,-6.8421599125,-18.0,-17.3219413925,-16.8485756674,-16.7303321642,-17.1988593077,-16.6546322101,-15.8832564014,-15.7020671851,-15.5442270976,-15.5442270976
56,-6.1847446382,-18.0,-17.3641585087,-16.9367315886,-16.8708836581,-16.4024749314,-16.9392618866,-16.2811337905,-15.2784684067,-14.4632130448,-14.4632130448
57,-6.5273293639,-18.0,-17.4063756249,-17.0248875098,-17.011435152,-16.6060905552,-16.2238915632,-16.6790111796,-15.8548696282,-15.3821989921,-15.3821989921
58,-6.8699140895,-18.0,-17.4485927411,-17.1130434311,-17.1519866459,-16.809706179,-16.5085212397,-16.0768885687,-15.4312708497,-15.3011849393,-15.3011849393
59,-7.2124988152,-18.0,-17.4908098574,-17.2011993523,-17.2925381398,-17.0133218028,-16.7931509162,-16.4747659578,-16.0076720713,-15.2201708865,-15.2201708865
60,-6.5550835409,-18.0,-17.5330269736,-17.2893552735,-17.4330896337,-17.2169374265,-17.0777805928,-16.8726433469,-16.5840732928,-16.1391568337,-16.1391568337
61,-6.8976682666,-18.0,-17.5752440898,-17.3775111947,-17.5736411276,-17.4205530503,-17.3624102693,-17.2705207361,-17.1604745144,-16.058142781,-16.058142781
62,-7.2402529923,-18.0,-17.617461206,-17.465667116,-17.7141926214,-17.6241686741,-17.6470399459,-16.6683981252,-16.7368757359,-15.9771287282,-15.9771287282
63,-6.5828377179,-18.0,-17.6596783223,-17.5538230372,-17.8547441153,-17.8277842979,-17.9316696224,-17.0662755143,-16.3132769575,-15.8961146754,-15.8961146754
64,-6.9254224436,-18.0,-17.7018954385,-17.6419789584,-17.9952956092,-18.0313999216,-17.216299299,-16.4641529034,-15.889678179,-15.8151006227,-15.8151006227
65,-7.2680071693,-18.0,-17.7441125547,-17.7301348796,-18.1358471031,-18.2350155454,-17.5009289755,-16.8620302925,-16.4660794006,-15.7340865699,-15.7340865699
66,-6.610591895,-18.0,-17.7863296709,-17.8182908009,-18.276398597,-18.4386311692,-17.7855586521,-17.2599076816,-17.0424806221,-16.6530725171,-16.6530725171
67,-6.9531766207,-18.0,-17.8285467872,-17.9064467221,-18.4169500909,-18.642246793,-18.0701883286,-17.6577850708,-16.6188818437,-16.5720584643,-16.5720584643
68,-7.2957613464,-18.0,-17.8707639034,-17.9946026433,-18.5575015848,-18.8458624167,-18.3548180052,-18.0556624599,-17.1952830652,-16.4910444116,-16.4910444116
69,-6.638346072,-18.0,-17.9129810196,-18.0827585645,-18.6980530787,-18.0494780405,-17.6394476817,-17.453539849,-16.7716842868,-16.4100303588,-16.4100303588
70,-6.9809307977,-18.0,-17.9551981358,-18.1709144858,-18.8386045726,-18.2530936643,-17.9240773583,-17.8514172381,-17.3480855083,-16.329016306,-16.329016306
71,-7.3235155234,-18.0,-17.9974152521,-18.259070407,-18.9791560665,-18.4567092881,-18.2087070348,-18.2492946272,-17.9244867299,-17.2480022533,-17.2480022533
72,-6.6661002491,-19.0,-19.0396323683,-19.3472263282,-19.1197075604,-18.6603249118,-18.4933367114,-17.6471720163,-17.5008879514,-17.1669882005,-17.1669882005
73,-7.0086849748,-19.0,-19.0818494845,-19.4353822494,-19.2602590543,-18.8639405356,-18.7779663879,-18.0450494055,-17.077289173,-17.0859741477,-17.0859741477
74,-7.3512697004,-19.0,-19.1240666008,-19.5235381707,-19.4008105482,-19.0675561594,-19.0625960644,-18.4429267946,-17.6536903945,-17.0049600949,-17.0049600949
75,-6.6938544261,-19.0,-19.166283717,-19.6116940919,-19.5413620421,-19.2711717832,-19.347225741,-18.8408041837,-18.2300916161,-17.9239460422,-17.9239460422
76,-7.0364391518,-20.0,-20.2085008332,-19.6998500131,-19.681913536,-19.4747874069,-18.6318554175,-18.2386815728,-17.8064928376,-17.8429319894,-17.8429319894
77,-7.3790238775,-20.0,-20.2507179494,-19.7880059343,-19.8224650299,-19.6784030307,-18.9164850941,-18.6365589619,-18.3828940591,-17.7619179366,-17.7619179366
78,-7.7216086032,-20.0,-20.2929350657,-19.8761618556,-19.9630165238,-19.8820186545,-19.2011147706,-19.034436351,-17.9592952807,-17.6809038839,-17.6809038839
79,-7.0641933288,-20.0,-20.3351521819,-19.9643177768,-20.1035680177,-20.0856342783,-19.4857444472,-18.4323137401,-17.5356965022,-17.5998898311,-17.5998898311
80,-7.4067780545,-21.0,-20.3773692981,-20.052473698,-20.2441195115,-20.289249902,-19.7703741237,-18.8301911293,-18.1120977238,-17.5188757783,-17.5188757783
81,-6.7493627802,-21.0,-20.4195864143,-20.1406296192,-20.3846710054,-20.4928655258,-20.0550038003,-19.2280685184,-18.6884989453,-18.4378617255,-18.4378617255
82,-7.0919475059,-21.0,-20.4618035306,-20.2287855405,-20.5252224993,-19.6964811496,-19.3396334768,-18.6259459075,-18.2649001669,-17.3568476728,-17.3568476728
83,-7.4345322316,-21.0,-20.5040206468,-20.3169414617,-20.6657739932,-19.9000967734,-19.6242631534,-19.0238232966,-18.8413013884,-18.27583362,-18.27583362
84,-7.7771169573,-21.0,-20.546237763,-20.4050973829,-20.8063254871,-20.1037123971,-19.9088928299,-19.4217006857,-18.41770261,-18.1948195672,-18.1948195672
85,-7.1197016829,-21.0,-20.5884548792,-20.4932533041,-20.946876981,-20.3073280209,-20.1935225065,-19.8195780748,-18.9941038315,-18.1138055145,-18.1138055145
86,-7.4622864086,-21.0,-20.6306719955,-20.5814092254,-21.0874284749,-20.5109436447,-20.478152183,-20.217455464,-19.5705050531,-19.0327914617,-19.0327914617
87,-6.8048711343,-21.0,-20.6728891117,-20.6695651466,-20.2279799688,-20.7145592685,-19.7627818596,-19.6153328531,-19.1469062746,-17.9517774089,-17.9517774089
88,-7.14745586,-21.0,-20.7151062279,-20.7577210678,-20.3685314627,-19.9181748922,-20.0474115361,-20.0132102422,-19.7233074962,-18.8707633562,-18.8707633562
89,-7.4900405857,-21.0,-20.7573233442,-20.845876989,-20.5090829566,-20.121790516,-20.3320412126,-19.4110876313,-19.2997087177,-18.7897493034,-18.7897493034
90,-7.8326253113,-21.0,-20.7995404604,-20.9340329103,-20.6496344505,-20.3254061398,-19.6166708892,-18.8089650204,-18.8761099393,-18.7087352506,-18.7087352506
91,-7.175210037,-21.0,-20.8417575766,-21.0221888315,-20.7901859444,-20.5290217636,-19.9013005657,-19.2068424095,-18.4525111608,-17.6277211978,-17.6277211978
92,-7.5177947627,-21.0,-20.8839746928,-21.1103447527,-20.9307374383,-20.7326373874,-20.1859302423,-19.6047197987,-19.0289123824,-18.5467071451,-18.5467071451
93,-7.8603794884,-21.0,-20.9261918091,-21.1985006739,-21.0712889322,-20.9362530111,-20.4705599188,-20.0025971878,-19.6053136039,-19.4656930923,-19.4656930923
94,-7.2029642141,-21.0,-20.9684089253,-21.2866565952,-21.2118404261,-21.1398686349,-20.7551895954,-20.4004745769,-20.1817148255,-19.3846790395,-19.3846790395
95,-7.5455489398,-21.0,-21.0106260415,-21.3748125164,-21.35239192,-21.3434842587,-21.0398192719,-20.798351966,-19.758116047,-19.3036649868,-19.3036649868
96,-7.8881336654,-21.0,-21.0528431577,-21.4629684376,-21.4929434139,-21.5470998825,-21.3244489485,-20.1962293551,-19.3345172685,-19.222650934,-19.222650934
97,-7.2307183911,-21.0,-21.095060274,-21.5511243588,-21.6334949078,-20.7507155062,-20.609078625,-20.5941067442,-19.9109184901,-19.1416368812,-19.1416368812
98,-7.5733031168,-21.0,-21.1372773902,-21.6392802801,-21.7740464016,-20.95433113,-20.8937083016,-20.9919841333,-20.4873197116,-20.0606228284,-20.0606228284
99,-7.9158878425,-21.0,-21.1794945064,-21.7274362013,-21.9145978955,-21.1579467538,-20.1783379781,-20.3898615225,-20.0637209332,-18.9796087757,-18.9796087757
100,-7.2584725682,-21.0,-21.2217116226,-21.8155921225,-22.0551493894,-21.3615623776,-20.4629676547,-20.7877389116,-20.6401221547,-19.8985947229,-19.8985947229
101,-7.6010572938,-22.0,-22.2639287389,-21.9037480437,-22.1957008833,-21.5651780013,-20.7475973312,-20.1856163007,-19.2165233763,-18.8175806701,-18.8175806701
102,-7.9436420195,-22.0,-22.3061458551,-21.991903965,-22.3362523772,-21.7687936251,-21.0322270078,-20.5834936898,-19.7929245978,-19.7365666174,-19.7365666174
103,-7.2862267452,-22.0,-22.3483629713,-22.0800598862,-21.4768038711,-21.9724092489,-21.3168566843,-20.9813710789,-20.3693258194,-19.6555525646,-19.6555525646
104,-7.6288114709,-22.0,-22.3905800875,-22.1682158074,-21.617355365,-21.1760248727,-21.6014863608,-20.379248468,-19.9457270409,-19.5745385118,-19.5745385118
105,-7.9713961966,-22.0,-22.4327972038,-22.2563717286,-21.7579068589,-21.3796404964,-20.8861160374,-20.7771258572,-20.5221282625,-19.493524459,-19.493524459
