thr,lut
1.243510695717226781e+03,1.096230900000000000e+07
1.503962164823819421e+03,1.102019200000000000e+07
1.571935682090155751e+03,1.132531200000000000e+07
1.902499855083018701e+03,1.135240300000000000e+07
1.902774920724896447e+03,1.145881200000000000e+07
2.164145133253517088e+03,1.222207200000000000e+07
2.164299554208399059e+03,1.232947000000000000e+07
2.164454070402994603e+03,1.243549500000000000e+07
2.164608608661965718e+03,1.254152000000000000e+07
2.316228696169895102e+03,1.264754500000000000e+07
2.316310178688491760e+03,1.275699900000000000e+07
2.316391834617440509e+03,1.286401300000000000e+07
2.316473496303759021e+03,1.297102700000000000e+07
2.356915004489186686e+03,1.307804100000000000e+07
2.398337742090179290e+03,1.317769900000000000e+07
2.435008389555076974e+03,1.318913200000000000e+07
2.484569561328668442e+03,1.319006200000000000e+07
2.484668238167563231e+03,1.357457300000000000e+07
2.484766922844842156e+03,1.395622100000000000e+07
2.484791426413542467e+03,1.462923000000000000e+07
2.484815930465531892e+03,1.501297300000000000e+07
2.484840435000825892e+03,1.539671600000000000e+07
2.484864940019436744e+03,1.578045900000000000e+07
2.484889445521380821e+03,1.616420200000000000e+07
2.484913951506671310e+03,1.654707200000000000e+07
2.484919740392669610e+03,1.722243900000000000e+07
2.484925818751995848e+03,1.731825100000000000e+07
2.484931607693285969e+03,1.741416400000000000e+07
2.484937686110669802e+03,1.750997600000000000e+07
2.484943475107253562e+03,1.760588900000000000e+07
2.484949553582695444e+03,1.770170100000000000e+07
2.484955342634573299e+03,1.779586700000000000e+07
2.484961421168074139e+03,1.788959200000000000e+07
2.484962193047471828e+03,1.828106900000000000e+07
2.484963543837571706e+03,1.837687300000000000e+07
2.484964315718288617e+03,1.847295400000000000e+07
2.484965666510696337e+03,1.856875800000000000e+07
2.484966438392731561e+03,1.866134400000000000e+07
2.484967789187447124e+03,1.875620600000000000e+07
3.004920698499450737e+03,1.886508100000000000e+07
3.042366618963308611e+03,1.947685700000000000e+07
3.800380726891696213e+03,1.948277800000000000e+07
3.800929184650802199e+03,1.969552200000000000e+07
3.801478026536336074e+03,1.990650700000000000e+07
3.802027026946747810e+03,2.011749200000000000e+07
3.802576185950728814e+03,2.032847700000000000e+07
3.803125503617010054e+03,2.053946200000000000e+07
4.325566463342513998e+03,2.074729600000000000e+07
4.325874039470085336e+03,2.096209400000000000e+07
4.326182244212446676e+03,2.117407000000000000e+07
4.326490492875149357e+03,2.138604600000000000e+07
4.629334938169445195e+03,2.159802200000000000e+07
4.629495674314978714e+03,2.181693000000000000e+07
4.629657761230609140e+03,2.203096000000000000e+07
4.629819859496541540e+03,2.224499000000000000e+07
4.710591559032102850e+03,2.245902000000000000e+07
