thr,lut
1.177357380090331773e+01,3.421500000000000000e+04
1.490086775727242951e+01,3.917400000000000000e+04
1.695383020559815179e+01,4.413900000000000000e+04
1.814319049425679964e+01,4.910100000000000000e+04
2.354678122967495213e+01,5.571700000000000000e+04
2.980114866450760047e+01,6.287800000000000000e+04
3.390690071754678314e+01,7.168600000000000000e+04
3.628551097832025363e+01,8.049600000000000000e+04
3.892348000649562323e+01,9.169000000000000000e+04
4.709209703922604007e+01,9.466000000000000000e+04
5.959995006753433699e+01,1.089760000000000000e+05
6.781076286473556536e+01,1.256790000000000000e+05
7.256754216616974418e+01,1.423800000000000000e+05
7.784295583335547519e+01,1.638530000000000000e+05
9.417833294511994779e+01,1.672120000000000000e+05
9.844339791797565908e+01,1.958410000000000000e+05
1.191905121983378848e+02,2.008210000000000000e+05
1.356093730817034384e+02,2.342220000000000000e+05
1.451211671725416750e+02,2.676230000000000000e+05
1.556698974194482048e+02,3.105990000000000000e+05
1.883332257332645838e+02,3.173190000000000000e+05
1.968611849779732950e+02,3.745770000000000000e+05
2.383447383959620254e+02,3.807990000000000000e+05
2.711717755704593174e+02,4.476000000000000000e+05
2.901885448380250523e+02,5.144490000000000000e+05
2.952552999225942472e+02,6.002720000000000000e+05
3.004539065141331662e+02,6.027670000000000000e+05
3.112813774850753816e+02,6.046170000000000000e+05
3.765809508208873240e+02,6.175160000000000000e+05
3.936289530233735832e+02,7.320320000000000000e+05
4.765550585392415996e+02,7.417510000000000000e+05
4.879854512627542249e+02,8.754490000000000000e+05
5.421695631750842495e+02,8.756430000000000000e+05
5.801778502564957307e+02,1.009149000000000000e+06
5.903043433947941594e+02,1.181195000000000000e+06
6.006902362560689426e+02,1.188912000000000000e+06
6.223292170372075134e+02,1.191769000000000000e+06
7.528201318500941852e+02,1.217582000000000000e+06
7.868845041662460744e+02,1.446809000000000000e+06
9.525728986550697073e+02,1.462321000000000000e+06
9.754076117914282804e+02,1.729336000000000000e+06
1.083643843857420052e+03,1.729708000000000000e+06
1.159559542032683567e+03,1.997331000000000000e+06
1.159600532111694292e+03,2.024731000000000000e+06
1.159641525088781009e+03,2.078275000000000000e+06
1.159682520964251353e+03,2.131819000000000000e+06
1.159723519738412733e+03,2.185363000000000000e+06
1.179996717765379799e+03,2.238907000000000000e+06
1.200730824816524546e+03,2.258274000000000000e+06
1.243961151715212509e+03,2.263991000000000000e+06
1.504620029840376901e+03,2.301277000000000000e+06
1.572654371261628512e+03,2.758957000000000000e+06
1.903552695573383517e+03,2.786048000000000000e+06
1.949144861420673124e+03,3.321289000000000000e+06
2.165226249903917960e+03,3.321470000000000000e+06
2.165380898451045596e+03,3.375206000000000000e+06
2.165535569090905028e+03,3.481231000000000000e+06
2.165690261828230177e+03,3.587256000000000000e+06
2.317467228478659308e+03,3.693281000000000000e+06
2.317548966007422678e+03,3.748007000000000000e+06
2.317630709302187370e+03,3.855021000000000000e+06
2.317712458363563201e+03,3.962035000000000000e+06
2.317794213192160441e+03,4.069049000000000000e+06
2.358282252264199542e+03,4.176063000000000000e+06
2.399753485323220048e+03,4.275721000000000000e+06
2.436467770442402525e+03,4.287154000000000000e+06
2.486088972618293610e+03,4.287709000000000000e+06
3.006558337237944670e+03,4.329879000000000000e+06
3.802654133752417238e+03,5.247543000000000000e+06
3.803203473941133325e+03,5.353952000000000000e+06
3.803752972870683152e+03,5.564937000000000000e+06
3.804302630609882726e+03,5.775922000000000000e+06
3.895927599055481096e+03,5.986907000000000000e+06
4.327537813552090483e+03,5.987287000000000000e+06
4.327846255425699383e+03,6.094685000000000000e+06
4.328154741270348495e+03,6.306661000000000000e+06
4.328463271095441996e+03,6.518637000000000000e+06
4.631593634395603658e+03,6.730613000000000000e+06
4.631755868253757399e+03,6.840067000000000000e+06
4.631918113477650877e+03,7.054097000000000000e+06
4.632080370068480988e+03,7.268127000000000000e+06
4.632242638027440989e+03,7.482157000000000000e+06
4.713099633306120268e+03,7.696187000000000000e+06
