thr,lut
6.519258022308349609e-01,1.407169675608771155e+06
1.303851604461669922e+00,1.420623108083222294e+06
2.607703208923339844e+00,1.447529973032125970e+06
5.215406417846679688e+00,2.141166083019286860e+06
1.043081283569335938e+01,3.528438302993607707e+06
2.086162567138671875e+01,6.302982742942253128e+06
4.172325134277343750e+01,1.185207162283953838e+07
8.344650268554687500e+01,2.295024938263410702e+07
1.668930053710937500e+02,3.412780384950924665e+07
3.337860107421875000e+02,5.113127122200363129e+07
6.675720214843750000e+02,8.513820596699242294e+07
1.335144042968750000e+03,1.474366954395951927e+08
2.670288085937500000e+03,2.643396560537342131e+08
5.340576171875000000e+03,4.986758569370598793e+08
1.068115234375000000e+04,9.673482587037092447e+08
2.136230468750000000e+04,1.917419773958128691e+09
