arxiv_id,success,runtime_s,mem_before_rss,mem_after_rss,mem_max_rss,mem_avg_rss,size_before_bytes,size_after_bytes,disk_max_bytes,final_output_size_bytes,references_count
2307.11657,True,16.3,33972224,40251392,40243200,39388377,4097842,453563,2020767,458201,12
2307.11658,True,9.03,40267776,40108032,40886272,40474624,327449,117832,606023,579891,9
2307.11659,True,16.83,40108032,41140224,41472000,40913257,602241,585215,1166620,1166622,0
2307.11660,True,18.89,41136128,40079360,41312256,41120606,18873046,1980734,12072402,3149766,0
2307.11661,True,13.37,40079360,40910848,41070592,40695125,8547952,1496879,7802332,4665647,39
2307.11662,True,14.09,40984576,41123840,41136128,41088292,1606260,354606,5867158,5023211,4
2307.11663,True,12.64,41119744,41414656,41431040,41322577,5249282,2696284,7721384,7721386,0
2307.11664,True,9.97,41410560,41570304,41558016,41464422,2996216,75656,10385428,7806030,21
2307.11665,True,14.1,41566208,42082304,41943040,41499501,1358095,441670,8540062,8335130,118
2307.11666,True,15.98,42082304,42287104,42377216,42248576,88850434,362653,63398796,8702468,7
2307.11667,True,14.29,42283008,41836544,42352640,42226395,57915071,465014,37577565,9181141,19
2307.11668,True,9.4,41832448,41893888,42409984,42056650,524545,74015,9518740,9256534,0
2307.11669,True,9.95,41893888,41529344,42254336,41938124,3330165,108800,12499489,9376204,32
2307.11670,True,9.16,41545728,42532864,42532864,42017905,124845,126166,9504166,9506327,7
2307.11671,True,10.8,42528768,42291200,42995712,42664521,28846210,606716,36986585,10121626,15
2307.11672,True,18.83,42287104,42213376,42496000,42306919,3243004,523115,11908607,10666353,55
2307.11673,True,30.81,42209280,42397696,42627072,42552094,25017857,634171,25441621,11313643,35
2307.11674,True,11.74,42397696,41553920,42651648,42285501,3149806,108560,11433298,11426522,10
2307.11675,True,60.78,41553920,41787392,42991616,42493810,52187626,1492552,22041936,12925212,11
2307.11676,True,10.05,41783296,42471424,42471424,42169958,25276,25276,12951546,12951546,1
2307.11677,True,10.73,42467328,42692608,42692608,42524281,53467,54296,13007901,13009614,6
2307.11678,True,15.78,42688512,42827776,43569152,42935910,1835,1835,13011538,13011540,0
2307.11679,True,15.3,42823680,41246720,42827776,42163376,609175,584721,13597704,13600811,10
2307.11680,True,17.14,41246720,41562112,42713088,41757230,498835,484601,14086785,14095526,30
2307.11681,True,12.6,41566208,41680896,42041344,41832106,4740047,133269,17878188,14232125,5
2307.11682,True,12.36,41680896,41689088,42061824,41819306,2901605,1280547,16059411,15516608,7
2307.11683,True,18.01,41689088,41480192,42950656,41919307,1519,1519,15518220,15518222,0
2307.11684,True,12.02,41480192,42270720,42270720,41928614,4716595,199353,18613966,15722643,9
2307.11685,True,12.48,42266624,42655744,42655744,42474496,1486509,319300,17466560,16050330,18
2307.11686,True,11.12,42651648,41758720,42983424,42565632,775922,383857,16500529,16438094,5
2307.11687,True,20.75,41754624,41668608,43122688,42272295,6975,6975,16440628,16445162,13
2307.11688,True,14.01,41668608,41533440,42414080,42016768,5556265,652347,21514045,17107132,21
2307.11689,True,10.47,41533440,41742336,42127360,41773260,66346,68295,17177120,17179126,7
2307.11690,True,15.7,41742336,41943040,42278912,41971985,417320,413829,17596110,17596110,7
2307.11691,True,10.74,41938944,42377216,42377216,42104012,119350,98947,17696186,17696513,1
2307.11692,True,18.04,42373120,41644032,42377216,41964965,5901211,333771,20898467,18036053,11
2307.11693,True,23.51,41639936,41050112,42160128,41794466,459602,468424,18533012,18508845,10
2307.11694,True,17.55,41062400,42020864,42201088,41689460,2542536,361618,19714461,18892070,50
2307.11695,True,14.42,42057728,42430464,42430464,42318658,6445932,53858,25253854,18952460,11
2307.11696,True,19.03,42430464,42135552,42483712,42234909,3449967,953324,20703668,19952946,66
2307.11697,True,23.33,42135552,42520576,42520576,42377787,7241143,943324,24591547,20925198,63
2307.11698,True,13.87,42516480,42577920,43393024,42760664,4091,4091,20927179,20929384,5
2307.11699,True,26.56,41693184,42688512,42688512,42364008,13348594,132109,45482413,21064130,2
2307.11700,True,16.4,42684416,42475520,42684416,42209940,9044725,123226,23090811,21190440,6
2307.11701,True,15.71,42471424,41832448,42639360,42394729,350953,37113,21350705,21228522,0
2307.11702,True,40.85,41832448,42270720,42512384,42286776,21061691,409222,36340715,21661378,55
2307.11703,True,13.09,42270720,41775104,43298816,42559488,2496,2496,21663128,21663970,2
2307.11704,True,24.84,41775104,42684416,42860544,42433135,15812217,197992,28840322,21878503,40
2307.11705,True,40.27,42684416,41603072,42696704,41973507,1670947,842555,22777901,22723257,1
2307.11706,True,133.02,41598976,41644032,41644032,41630098,3971,3971,22724729,22727322,7
2307.11707,False,42.47,41639936,41627648,41644032,41632701,0,0,22727412,22727412,0
2307.11708,False,198.38,41623552,41934848,41934848,41657298,0,0,22727496,22727496,0
2307.11709,False,74.23,41934848,41938944,41938944,41938913,0,0,22727581,22727581,0
2307.11710,False,105.34,41943040,35753984,41947136,38752751,0,0,22727665,22727665,0
2307.11711,False,368.22,35749888,35823616,35823616,35806154,0,0,22727750,22727750,0
2307.11712,True,444.23,35852288,35557376,37564416,36185470,1995,1995,22729493,22729830,1
2307.11713,True,29.01,35586048,35708928,36200448,35682497,487449,236849,22968328,22971837,12
2307.11714,True,38.36,35708928,35930112,36564992,36076262,10809187,518960,33184949,23499689,21
2307.11715,True,13.29,35942400,35811328,37298176,36398762,1615,1615,23501398,23501400,0
2307.11716,True,15.98,35811328,35459072,36491264,36025449,814468,813858,24316163,24316165,0
2307.11717,True,25.67,35459072,36638720,36638720,36085136,18069402,391896,41953405,24711509,6
2307.11718,True,12.02,36630528,36634624,36950016,36707979,2605552,836053,26526697,25550517,5
2307.11719,True,11.08,36630528,36057088,37085184,36679884,484940,160373,25882351,25720384,21
2307.11720,True,21.61,36052992,35962880,36474880,36322277,17233417,51684,56773905,25780493,14
2307.11721,True,16.27,35962880,36356096,36552704,36261181,8689638,405462,33771745,26235440,88
2307.11722,True,13.1,36352000,36093952,37580800,36734805,5092,5092,26238063,26240627,8
2307.11723,True,11.63,36093952,35889152,36732928,36440746,143406,144310,26386034,26393158,24
2307.11724,True,10.43,35889152,36675584,36675584,36273960,273335,55333,26647827,26450580,3
2307.11725,True,19.39,36675584,36286464,36769792,36589919,74286953,64232350,90684665,90705295,29
2307.11726,True,26.53,36282368,37146624,37355520,36944874,6513014,3143301,93850619,93852885,7
2307.11727,True,11.1,37142528,35852288,37146624,36880588,229920,228895,94129540,94085866,9
2307.11728,True,10.42,35852288,35766272,36622336,36100634,134957,135939,94223250,94223252,0
2307.11729,True,26.64,35766272,35921920,37335040,36587476,50496332,46283551,141593071,140519167,19
2307.11730,True,15.41,35926016,36532224,36745216,36392353,2208907,1152864,141795566,141677297,6
2307.11731,True,20.12,36532224,36360192,37380096,36763192,972713,441896,142199159,142124277,12
2307.11732,True,15.96,36356096,36827136,37130240,36670171,1950574,218686,143686651,142350333,16
2307.11733,True,19.97,36831232,36569088,37015552,36919120,13552296,78076,155147822,142431762,5
2307.11734,True,16.82,36569088,36294656,37068800,36700296,3723516,278073,144280806,142717190,17
2307.11735,True,45.26,36290560,36569088,37543936,36986620,25921493,1255477,149918535,143975813,3
2307.11736,True,10.76,36569088,36892672,37232640,36877581,906267,107127,144447687,144092153,13
2307.11737,True,21.43,36888576,36233216,37232640,36831878,4796086,328223,146019696,144441964,55
2307.11738,True,14.53,36233216,36216832,36765696,36443372,734856,54618,144582135,144497673,0
2307.11739,True,16.9,36216832,36569088,37605376,36795187,4476038,341603,146781146,144853452,32
2307.11740,True,31.73,36560896,37003264,37228544,37002444,37007779,350508,158061139,145222943,50
2307.11741,True,37.64,37003264,36143104,37289984,36954427,2788140,1744194,147025157,147006094,128
2307.11742,True,26.04,36143104,36061184,37576704,36887483,14628,14628,147008060,147020821,26
2307.11743,True,9.69,36057088,35954688,36823040,36314895,16870,16870,147038723,147039010,1
2307.11744,True,12.16,35950592,35905536,36659200,36202203,1936269,285762,148672004,147330557,12
2307.11745,True,11.18,35905536,35971072,36724736,36327628,13339,13543,147345254,147345254,1
2307.11746,True,15.01,35971072,37228544,37228544,36714180,86449,87781,147434119,147435179,4
2307.11747,True,14.57,37224448,36036608,37289984,37033082,5317959,4787419,152224289,152226155,6
2307.11748,True,11.01,36077568,36139008,36818944,36324190,120867,54261,152281741,152286868,12
2307.11749,True,16.5,36139008,36438016,36732928,36407931,1701656,218727,153747213,152517079,28
2307.11750,True,18.7,36438016,36691968,37052416,36759936,690537,695186,153270369,153223888,34
2307.11751,True,30.04,36687872,38547456,38387712,37075546,20623266,576078,160619346,153893318,90
2307.11752,True,30.93,38543360,37552128,38768640,38200532,34103355,15667577,174411154,169563078,0
2307.11753,True,9.95,37552128,38203392,38203392,37879085,64624,65311,169639315,169633005,12
2307.11754,True,21.79,38195200,37457920,38199296,37914236,5109350,425582,172201303,170062252,6
2307.11755,True,12.79,37457920,38256640,38985728,38219776,1407,1407,170063753,170063755,0
2307.11756,True,11.58,38256640,38088704,38506496,38325248,2216624,591890,172247272,170659828,6
2307.11757,True,11.73,38084608,37687296,38252544,38073344,2837736,67126,173359335,170733357,15
2307.11758,True,11.76,37683200,37695488,38154240,37822259,2096229,250500,172414528,171001203,46
2307.11759,True,50.87,37695488,37609472,38187008,38094582,51010686,1910509,221197094,172913523,0
2307.11760,True,50.44,37609472,38617088,38739968,38184787,18866521,3377067,178505013,176323855,20
2307.11761,True,10.44,38612992,37724160,38817792,38474932,1479483,127728,177309821,176462080,15
2307.11762,True,11.65,37720064,37904384,37904384,37814056,2764128,138274,178821536,176605646,11
2307.11763,True,15.86,37900288,38219776,38928384,38282161,1862,1862,176607289,176607605,1
2307.11764,True,22.95,38219776,38088704,38453248,38054426,4185980,208194,178729501,176827390,21
2307.11765,True,15.56,38096896,38535168,38535168,38338087,289397,100144,177036979,176932999,10
2307.11766,True,10.1,38531072,39022592,39022592,38646241,94315,93410,177050064,177027477,0
2307.11767,True,11.29,39018496,39018496,39022592,39018711,179261,79044,177217706,177112091,12
2307.11768,True,20.82,39014400,37986304,39018496,38415179,8924886,475862,178549844,177609811,41
2307.11769,True,11.92,37998592,38477824,38473728,38270771,2260306,335532,179476890,177952102,10
2307.11770,True,36.41,38473728,38608896,38608896,38500109,29253738,411241,213887640,178369774,11
2307.11771,True,14.81,38604800,38608896,38608896,38607530,975216,525876,179085497,178898087,2
2307.11772,True,29.22,38604800,37752832,38649856,38034497,7988741,1292785,186177970,180213311,27
2307.11773,True,17.32,37752832,38117376,38117376,38009856,3730651,95962,183167967,180310196,0
2307.11774,True,29.57,38113280,38793216,38793216,38257685,18989196,8624577,191782307,188936716,0
2307.11775,True,17.12,38789120,38223872,39018496,38785479,2043,2043,188938855,188938857,0
2307.11776,True,13.65,38223872,38883328,38883328,38432581,4262795,70045,192893693,189011467,5
2307.11777,True,10.55,38879232,38985728,38985728,38925733,328961,329019,189341850,189343646,6
2307.11778,True,12.07,38981632,39055360,39055360,39023820,38893,39078,189386447,189386447,4
2307.11779,True,10.07,39051264,39084032,39084032,39065088,911687,130997,190173356,189524747,15
2307.11780,True,18.63,39075840,38117376,39079936,38583048,4604185,1009450,192224390,190537278,4
2307.11781,True,74.32,38117376,38490112,39276544,38444879,1963,1963,190539338,190539338,0
2307.11782,True,10.01,38490112,37781504,38940672,38658304,164275,166178,190707588,190724630,52
2307.11783,True,14.99,37785600,38359040,39079936,38344362,7254,7254,190726604,190731980,16
2307.11784,True,19.16,38359040,39497728,39493632,38849331,1508459,375780,191912537,191124117,42
2307.11785,True,10.5,39493632,39723008,39723008,39612656,367197,76949,191414852,191214985,34
2307.11786,True,12.75,39718912,38465536,39882752,39581081,1854,1854,191216931,191216933,0
2307.11787,True,16.2,38465536,37789696,38649856,38435553,350602,350854,191568947,191575302,15
2307.11788,True,20.57,37793792,37974016,38612992,38256768,4087734,1084647,193290383,192666999,15
2307.11789,True,20.23,37974016,38936576,38907904,38452851,1980746,237574,193061247,192919731,42
2307.11790,True,15.76,38932480,38940672,38940672,38938214,31376,31932,192956834,192956834,16
2307.11791,True,10.12,38936576,38940672,38940672,38940416,32278,32606,192990817,192992944,7
2307.11792,True,33.2,38936576,39694336,39694336,39012070,13562214,1697305,197499288,194700049,20
2307.11793,True,15.1,39690240,38035456,39694336,39390697,6482200,115279,200882813,194823111,16
2307.11794,True,18.06,38035456,38629376,39350272,38612114,4927,4927,194824993,194828134,8
2307.11795,True,10.67,38629376,38973440,38948864,38791529,282753,101891,195020078,194953633,23
2307.11796,True,10.42,38969344,39092224,39092224,39033344,1911368,585089,196006312,195541209,2
2307.11797,True,35.64,39088128,38756352,39583744,39264635,792482,406233,195949429,195952360,10
2307.11798,True,18.91,38756352,39538688,39538688,39053947,36292027,385986,198756405,196340608,0
2307.11799,True,24.75,39534592,38985728,39604224,39104727,5804063,298984,199537666,196641281,0
2307.11800,True,14.19,38981632,37822464,38985728,38823563,369921,255220,196898175,196898748,2
2307.11801,True,24.52,37818368,38150144,38912000,38268820,2379,2379,196901222,196901222,2
2307.11802,True,15.08,38150144,38522880,38522880,38386465,66814,62697,196965126,196965631,2
2307.11803,True,10.54,38518784,38625280,38625280,38566912,1163110,39036,197234623,197011265,14
2307.11804,True,11.81,38621184,38981632,38981632,38729728,981851,56059,197856254,197071768,9
2307.11805,True,15.82,38977536,39419904,39407616,39192064,216690,183662,197257086,197265247,30
2307.11806,True,10.7,39415808,39104512,39419904,39325455,446798,322226,197595274,197595274,16
2307.11807,True,11.44,39104512,37822464,39108608,38806414,1982613,170204,199335314,197785326,51
2307.11808,True,18.4,37822464,38588416,38584320,38224018,10599439,249470,207863194,198052547,39
2307.11809,True,17.39,38584320,39206912,39202816,38862848,2730082,78256,199733100,198150959,49
2307.11810,True,50.41,39202816,39415808,39387136,39312006,38246288,309362,216906254,198487063,67
2307.11811,True,24.81,39415808,39440384,39440384,39419239,14608053,376354,206699150,198911252,93
2307.11812,True,15.84,39436288,39346176,40026112,39501482,1117431,383210,199517518,199331126,71
2307.11813,True,23.35,39342080,39751680,39751680,39637226,11036580,129003,204764607,199489888,18
2307.11814,True,10.26,39747584,40022016,40022016,39808000,1274460,216502,200321152,199708404,0
2307.11815,True,25.02,40013824,38965248,40030208,39828533,16606842,1217358,207210790,200969245,58
2307.11816,True,14.58,38961152,39190528,39190528,39095947,569685,149725,201272046,201136628,46
2307.11817,True,11.4,39186432,39526400,39526400,39247872,2877378,181609,203074486,201320676,0
2307.11818,True,12.26,39522304,40423424,40423424,40207629,2703271,1135392,203023924,202458668,0
2307.11819,True,13.14,40419328,39366656,40423424,40209612,392163,95576,202758304,202562807,24
2307.11820,True,20.44,39362560,39657472,39972864,39626025,7408917,434191,206217540,203020187,52
2307.11821,True,20.18,39653376,39907328,39903232,39696793,5098728,397433,204867833,203478889,59
2307.11822,True,26.43,39903232,40222720,40226816,40084506,439047,439047,203920314,203922970,9
2307.11823,True,11.42,40218624,38998016,40226816,39913110,995745,193970,204706604,204139257,59
2307.11824,True,20.66,39059456,40398848,40398848,39850776,1770923,534053,204705355,204692820,52
2307.11825,True,11.92,40394752,40443904,40443904,40408632,3397349,455573,208893526,205151032,0
2307.11826,True,15.86,40439808,40435712,40443904,40437930,503156,129118,205409045,205284461,8
2307.11827,True,87.39,40431616,40476672,40476672,40445280,70821268,333787,238835266,205623705,10
2307.11828,True,10.76,40476672,39530496,40480768,40217088,1328005,145883,206669970,205785653,39
2307.11829,True,11.78,39530496,39366656,39788544,39440611,1325341,218114,206863436,206034688,77
2307.11830,True,16.95,39370752,39751680,39751680,39635025,2481065,57511,208377990,206093502,0
2307.11831,True,25.31,39747584,40112128,40112128,39822419,17828054,1667230,221663946,207804672,50
2307.11832,True,32.61,40108032,40587264,40587264,40160853,14524854,435581,221524598,208242885,0
2307.11833,True,22.89,40583168,39174144,40660992,40449927,6613254,512928,210827698,208769741,32
2307.11834,True,12.05,39174144,39743488,39743488,39418083,1579030,103532,210202367,208875825,0
2307.11835,True,15.05,39739392,39002112,39809024,39661568,1688987,685863,209619290,209564104,0
2307.11836,True,10.95,38998016,39362560,39362560,39096064,466640,44248,209969786,209614345,14
2307.11837,True,12.82,39362560,40366080,40366080,39525968,4137162,691537,213563019,210308113,1
2307.11838,True,25.4,40361984,40513536,40501248,40436486,12510243,249743,216100103,210568038,24
2307.11839,True,19.01,40509440,39776256,40513536,40042642,9011390,273697,214312797,210849306,13
2307.11840,True,13.14,39772160,39411712,40194048,39850846,3390,3390,210851451,210852793,4
2307.11841,True,18.21,39411712,39735296,39735296,39548548,3015067,127870,213188849,210993956,29
2307.11842,True,16.17,39731200,40095744,40095744,39900330,10497964,1172319,212613952,212170381,8
2307.11843,True,20.01,40099840,40099840,40103936,40100687,9044773,246953,216737823,212435550,30
2307.11844,True,15.25,40103936,40566784,40566784,40216389,5359453,157867,213376719,212597240,7
2307.11845,True,16.58,40558592,39661568,40566784,40391850,1465478,269830,213243258,212878522,22
2307.11846,True,15.62,39665664,39993344,39989248,39824695,549550,91941,213142511,212978961,23
2307.11847,True,13.36,39993344,40402944,40402944,40072245,4635642,1597716,216153806,214578859,0
2307.11848,True,18.46,40398848,40542208,40542208,40428430,42935093,42499696,257080831,257090765,25
2307.11849,True,31.73,40534016,40554496,40554496,40549398,275258,280542,257373031,257373771,3
2307.11850,True,15.85,40546304,40554496,40554496,40552002,147777,43065,257482209,257419239,0
2307.11851,True,12.47,40550400,40566784,40566784,40556316,19235182,92993,273632830,257514618,0
2307.11852,True,15.74,40562688,40566784,40566784,40564825,472237,31646,257688510,257551478,13
2307.11853,True,10.79,40562688,40620032,40620032,40578304,844917,431497,258418470,257989835,11
2307.11854,True,15.6,40615936,39501824,40620032,40076753,3766022,675929,259750475,258669814,6
2307.11855,True,15.98,39501824,39862272,39862272,39672609,1359234,195129,259281244,258869474,8
2307.11856,True,16.25,39858176,43298816,43278336,40194560,76133,26792,258934752,258934752,32
2307.11857,True,10.91,43294720,42377216,43302912,43060736,577093,196473,259255336,259134090,4
2307.11858,True,36.68,42377216,42762240,42762240,42545309,30351545,1661954,278801141,260798317,0
2307.11859,True,15.39,42835968,43462656,43462656,43179101,874494,850244,261650582,261650582,3
2307.11860,True,10.61,43458560,43507712,43507712,43469209,810690,603808,262256103,262256920,2
2307.11861,True,10.09,43503616,43507712,43507712,43507419,81644,14339,262272193,262272195,0
2307.11862,True,13.3,43503616,43515904,43515904,43508789,3056079,75803,265099946,262363233,36
2307.11863,True,13.6,43511808,43515904,43515904,43515688,6030186,45008,266890564,262409447,0
2307.11864,True,13.35,43511808,43589632,43589632,43531210,2138231,398648,264130197,262812913,6
2307.11865,True,55.55,43585536,43679744,43671552,43648784,45152643,946895,305750340,263770909,20
2307.11866,True,16.48,43675648,42893312,43679744,43358653,4686505,904585,266744514,264680539,9
2307.11867,True,14.2,42889216,43634688,43634688,43092377,7915063,361292,271265668,265047132,8
2307.11868,True,20.06,43630592,43778048,43778048,43691008,1473497,99953,266392932,265149374,0
2307.11869,True,17.93,43773952,43130880,43778048,43645501,525404,254184,265460784,265405989,1
2307.11870,True,17.09,43126784,43286528,43286528,43184469,5910829,126613,271153716,265540537,15
2307.11871,True,25.56,43278336,43827200,43823104,43398758,14824336,286706,275392711,265859568,65
2307.11872,True,20.08,43823104,42774528,43827200,43134244,1523216,357910,266540221,266233115,44
2307.11873,True,16.83,42774528,43204608,43204608,42946203,4910894,152006,268291781,266388070,2
2307.11874,True,12.22,43200512,43290624,43290624,43222919,2690383,872007,268383504,267263715,4
2307.11875,True,11.69,43286528,43294720,43294720,43294208,1831696,378119,268635321,267655593,29
2307.11876,True,10.76,43286528,43610112,43610112,43368994,866576,448362,268137637,268118078,32
2307.11877,True,18.48,43606016,43765760,43761664,43684495,6259228,351877,272040922,268492211,19
2307.11878,True,20.41,43757568,44187648,44187648,44017371,1398292,469395,269522285,268964777,3
2307.11879,True,9.89,44183552,44199936,44199936,44189988,639109,405250,269371970,269371972,0
2307.11880,True,27.86,44195840,43003904,44285952,44074253,8438,8438,269374099,269380504,17
2307.11881,True,21.68,43003904,43266048,43266048,43125371,10988768,734504,274754496,270121653,11
2307.11882,True,13.58,43261952,43933696,43765760,43180894,919085,365288,270713929,270609091,179
2307.11883,True,14.63,43929600,44257280,44204032,44034048,534866,188922,270863993,270804709,11
2307.11884,True,17.42,44265472,44548096,44548096,44377600,4484434,286790,272822032,271095482,7
2307.11885,True,33.67,44548096,43200512,44568576,44059670,29522657,489808,284955517,271593527,23
2307.11886,True,15.02,43200512,43782144,43782144,43518439,538346,117189,271902730,271734439,37
2307.11887,True,20.98,43782144,44011520,44011520,43860114,11951043,105781,282454723,271851511,7
2307.11888,True,32.35,44003328,44351488,44351488,44179551,13140338,1493784,277328129,273347633,0
2307.11889,True,13.56,44347392,44613632,44613632,44394951,4336571,360665,277253554,273718172,23
2307.11890,True,14.07,44609536,44630016,44630016,44620746,1746,1746,273720013,273720015,0
2307.11891,True,22.23,44625920,43671552,44634112,43740910,3635088,842117,275260030,274597811,8
2307.11892,True,26.43,43663360,44097536,44097536,43752220,11583869,625567,278871060,275230695,16
2307.11893,True,19.71,44093440,44224512,44224512,44131721,6871030,182626,278549464,275430599,15
2307.11894,True,16.75,44220416,44310528,44785664,44389655,1989415,561563,276474484,276043066,44
2307.11895,True,13.8,44306432,44625920,44625920,44477781,1615,1615,276044776,276044778,0
2307.11896,True,14.93,44621824,43913216,44625920,44243968,1937844,112332,276940426,276159609,0
2307.11897,True,42.88,43909120,44351488,44351488,44069295,38977229,276143,293769612,276451584,40
2307.11898,True,29.39,44347392,44408832,44408832,44362095,27897960,75281,296214374,276529136,1
2307.11899,True,10.85,44404736,43261952,44441600,44096716,1030967,55369,277419630,276596781,20
2307.11900,True,10.22,43266048,43769856,43769856,43444809,699333,621634,277224715,277224715,10
2307.11901,True,37.77,43851776,44466176,44466176,44010291,31648147,65162,302331624,277299639,24
2307.11902,True,29.62,44470272,44601344,44601344,44487286,22899450,834375,299328080,278135794,0
2307.11903,True,12.41,44597248,44732416,44732416,44671216,1511,1511,278137402,278137402,0
2307.11904,True,11.59,44728320,44122112,44732416,44520960,541779,260105,278427218,278418276,52
2307.11905,True,19.58,44118016,43700224,44236800,43778678,8528651,439326,284415147,278879379,61
2307.11906,True,11.66,43700224,44175360,44175360,43954688,2407239,272722,281058473,279158862,14
2307.11907,True,20.35,44175360,44367872,44777472,44289896,10000,10000,279168959,279168959,22
2307.11908,True,12.58,44363776,43888640,44371968,44222343,1202735,80312,280254597,279255433,16
2307.11909,True,16.0,43888640,44113920,44113920,43967244,3612234,593018,280906906,279849962,0
2307.11910,True,29.82,44113920,43868160,44367872,44174414,22881508,1343352,292738476,281196207,0
2307.11911,True,21.07,43864064,44339200,44331008,44156928,446950,451582,281654295,281654295,15
2307.11912,True,20.36,44339200,44535808,44535808,44468603,8158503,130135,282485981,281787869,4
2307.11913,True,12.32,44531712,44544000,44544000,44534272,79917,81433,281871447,281874232,9
2307.11914,True,20.98,44539904,44548096,44548096,44542482,6842979,159610,288498764,282050405,40
2307.11915,True,15.39,44544000,43962368,44552192,44404121,344785,216931,282268686,282271801,12
2307.11916,True,30.41,43958272,43704320,45039616,44063334,8461238,304885,286011267,282600838,43
2307.11917,True,13.95,43712512,43974656,43974656,43822421,2947001,332268,285041430,282938998,13
2307.11918,True,18.26,43978752,43372544,44544000,44103338,3512,3512,282942607,282942607,1
2307.11919,True,23.45,43372544,43372544,43515904,43397120,825550,831052,283775152,283778062,10
2307.11920,True,41.48,43372544,43847680,43847680,43640528,23467023,216302,295500451,283998251,6
2307.11921,True,11.23,43843584,43933696,43933696,43870344,2446013,322356,286072787,284324488,4
2307.11922,True,17.58,43929600,44290048,44269568,43996204,10733795,224613,294637508,284571410,49
2307.11923,True,11.72,44285952,43331584,44290048,44096443,3977081,1616985,286539335,286192280,8
2307.11924,True,13.52,43327488,43819008,43819008,43455601,5130225,96957,290668746,286297192,15
2307.11925,True,14.24,43814912,44105728,44105728,43857237,112895,88477,286386984,286387287,1
2307.11926,True,30.78,44101632,44404736,44396544,44150678,25184526,408485,310898878,286810379,35
2307.11927,True,14.98,44400640,44425216,44417024,44408616,117068,90310,286902000,286909885,29
2307.11928,True,26.01,44429312,44466176,44466176,44449047,20399,20399,286912536,286930379,43
2307.11929,True,32.2,43487232,44355584,44580864,44106127,767309,716458,287651677,287651677,13
2307.11930,True,17.7,44347392,44695552,44695552,44455846,10946366,356823,299540202,288011034,0
2307.11931,True,15.63,44691456,43278336,44941312,44551577,3529934,2638256,291766430,290650691,0
2307.11932,True,46.59,43274240,43868160,43868160,43730353,39468692,790712,314996125,291455656,34
2307.11933,True,21.83,43864064,44339200,44339200,44146834,13019475,12114301,303589550,303589550,57
2307.11934,True,19.29,44335104,44392448,44392448,44357058,8315294,709214,307679594,304316140,43
2307.11935,True,15.66,44388352,43155456,44396544,43755929,443834,321389,304638844,304648489,33
2307.11936,True,9.98,43147264,42745856,43155456,43058727,1798962,1792880,306442704,306442704,0
2307.11937,True,12.76,42741760,43245568,43245568,42864640,2679703,110877,308969865,306558377,9
2307.11938,True,31.12,43241472,43499520,43499520,43364141,21864388,168449,317237739,306732194,11
2307.11939,True,20.61,43499520,43716608,43716608,43535753,15032612,323781,320191333,307060270,8
2307.11940,True,11.42,43720704,43790336,43790336,43748556,618878,447397,307510386,307510386,2
2307.11941,True,45.87,43790336,44404736,44404736,44147765,28068022,591086,313467634,308106212,7
2307.11942,True,18.62,44400640,44425216,44425216,44416133,168852,168852,308276698,308278300,5
2307.11943,True,35.65,44421120,44425216,44425216,44425122,13176954,643751,311524975,308938323,41
2307.11944,True,23.3,44421120,44441600,44441600,44432843,10837195,108431,319402433,309050140,2
2307.11945,True,18.01,44433408,43851776,44437504,44360926,10810211,80465,327522514,309133098,0
2307.11946,True,10.3,43851776,44027904,44027904,43927079,91288,46480,309183049,309183614,9
2307.11947,True,10.8,44023808,44097536,44097536,44047798,369617,143061,309333234,309333234,11
2307.11948,True,13.51,44093440,44318720,44318720,44232463,6252360,123588,315196087,309465184,20
2307.11949,True,48.92,44314624,44470272,44470272,44363366,35541592,593269,318032863,310091892,87
2307.11950,True,13.05,44462080,44539904,44539904,44483584,3263583,149166,312168475,310243013,0
2307.11951,True,12.76,44535808,44568576,44568576,44545536,1814235,339822,311287196,310585084,1
2307.11952,True,10.94,44564480,44580864,44580864,44576182,860578,130259,311282357,310719914,7
2307.11953,True,19.2,44572672,44584960,44584960,44579157,4142355,461419,312781322,311183906,0
2307.11954,True,13.19,44576768,44584960,44584960,44582656,4676973,430049,315481892,311622500,19
2307.11955,True,11.94,44580864,44589056,44589056,44584140,403743,144119,311898358,311769689,5
2307.11956,True,22.04,44584960,44630016,44630016,44603467,7212624,2750692,315940448,314531513,23
2307.11957,True,39.7,44621824,44257280,44924928,44424362,25260851,2968954,320065097,317509243,17
2307.11958,True,12.28,44249088,44249088,44257280,44251818,2840092,487807,319639240,318009444,25
2307.11959,True,10.52,44240896,44240896,44244992,44242471,596470,120222,318458886,318136323,12
2307.11960,True,16.36,44236800,44490752,44490752,44353126,3446322,180879,321120507,318325158,15
2307.11961,True,19.83,44486656,44494848,44494848,44485120,14479808,1363373,330950719,319700023,26
2307.11962,True,27.68,44490752,44498944,44503040,44497498,5891555,853657,322186661,320570999,38
2307.11963,True,18.14,44494848,44507136,44507136,44503970,3282,3282,320573508,320574378,3
2307.11964,True,12.69,44503040,44515328,44515328,44510976,3083,3083,320577552,320577552,4
2307.11965,True,25.58,44511232,44539904,44539904,44515724,14766,14766,320592409,320592409,19
2307.11966,True,28.87,43405312,43950080,43950080,43594209,22273090,169319,342595452,320765594,4
2307.11967,True,15.63,43945984,44290048,44290048,44113704,128552,129825,320901444,320901444,14
