lambda,nu,emp_mean
168,1.1600000000000004,82.64
14,1.0000000000000002,14.186666666666667
77,0.9100000000000001,95.23333333333333
171,0.9600000000000002,98.04666666666667
64,1.0100000000000002,62.29333333333334
74,1.0800000000000003,54.126666666666665
137,0.8200000000000001,98.49333333333334
174,0.9500000000000002,98.34
56,1.1800000000000004,29.9
191,1.1200000000000003,94.42
176,0.9300000000000002,98.32666666666667
48,1.1300000000000003,31.153333333333332
133,0.9300000000000002,97.94666666666667
109,0.8900000000000001,97.98
139,0.8500000000000001,98.42666666666666
48,0.9800000000000002,52.24666666666667
131,1.1300000000000003,75.83333333333333
122,0.9400000000000002,97.53333333333333
133,1.0500000000000003,92.98
110,1.0500000000000003,85.26666666666667
178,0.81,98.7
68,1.1500000000000004,38.6
86,0.8600000000000001,97.7
105,0.9900000000000002,94.22
140,1.1200000000000003,82.10666666666667
144,0.9200000000000002,97.97333333333333
93,0.8400000000000001,98.09333333333333
164,1.0900000000000003,94.38
104,1.1700000000000004,53.49333333333333
128,1.1100000000000003,80.28666666666666
187,0.9800000000000002,98.12
37,0.9800000000000002,39.57333333333333
139,1.1000000000000003,87.65333333333334
14,0.8900000000000001,19.466666666666665
156,1.1100000000000003,89.29333333333334
124,0.8400000000000001,98.54666666666667
192,0.8200000000000001,98.72
190,0.8300000000000001,98.67333333333333
137,0.8700000000000001,98.34666666666666
191,0.9000000000000001,98.62666666666667
34,0.9800000000000002,36.0
185,1.0200000000000002,97.48
116,1.1200000000000003,69.88
145,1.1500000000000004,76.38666666666667
73,0.9800000000000002,79.49333333333334
96,0.8800000000000001,97.71333333333334
184,1.0600000000000003,96.77333333333333
58,0.9400000000000002,74.85333333333334
91,1.1900000000000004,44.39333333333333
178,0.8600000000000001,98.56666666666666
44,0.9500000000000002,53.35333333333333
174,1.1300000000000003,90.74
56,0.9500000000000002,69.66666666666667
186,0.9500000000000002,98.12666666666667
53,1.1200000000000003,34.27333333333333
136,0.9600000000000002,97.52666666666667
161,1.0400000000000003,96.77333333333333
78,1.1900000000000004,38.46666666666667
41,1.0400000000000003,36.2
53,0.9600000000000002,61.8
91,1.1000000000000003,61.10666666666667
146,0.9400000000000002,98.10666666666667
172,1.1900000000000004,75.82
142,1.1000000000000003,88.18666666666667
175,0.8500000000000001,98.70666666666666
193,0.9100000000000001,98.51333333333334
112,1.0700000000000003,81.7
62,1.1800000000000004,33.22666666666667
128,1.1400000000000003,70.52
170,1.1700000000000004,80.28666666666666
15,0.8,28.4
165,0.9900000000000002,97.57333333333334
43,0.8200000000000001,91.18
90,1.0900000000000003,61.82
36,1.0300000000000002,32.22
35,0.9100000000000001,50.63333333333333
93,1.1200000000000003,56.946666666666665
174,1.1500000000000004,88.34
64,0.9400000000000002,82.40666666666667
70,0.8500000000000001,96.62666666666667
128,0.81,98.61333333333333
182,0.9100000000000001,98.53333333333333
32,0.8200000000000001,69.21333333333334
17,0.8500000000000001,27.506666666666668
154,1.0600000000000003,95.34
186,1.1500000000000004,90.96666666666667
129,0.8900000000000001,98.14
161,1.0800000000000003,94.54
132,1.1900000000000004,60.266666666666666
121,0.9600000000000002,97.36
23,0.9700000000000002,25.846666666666668
129,1.1200000000000003,75.82
185,1.0800000000000003,96.2
129,1.0900000000000003,85.26
105,1.1900000000000004,50.36
44,1.0200000000000002,40.54
62,1.0900000000000003,43.92
11,1.1800000000000004,7.446666666666666
177,0.8300000000000001,98.66666666666667
155,1.1200000000000003,88.78666666666666
78,1.0500000000000003,64.08666666666667
21,0.8200000000000001,41.70666666666666
136,1.1400000000000003,74.83333333333333
79,0.8300000000000001,97.80666666666667
103,1.0700000000000003,76.59333333333333
90,0.81,98.22666666666667
144,1.1900000000000004,65.97333333333333
98,0.8,98.24
195,0.9500000000000002,98.45333333333333
198,0.8400000000000001,98.73333333333333
33,1.0700000000000003,26.573333333333334
153,1.1500000000000004,79.76666666666667
90,0.9700000000000002,92.08
146,0.81,98.64
182,0.8800000000000001,98.52666666666667
84,1.0800000000000003,61.906666666666666
124,1.1700000000000004,61.17333333333333
159,0.9000000000000001,98.42
72,1.0400000000000003,60.873333333333335
193,1.1500000000000004,90.76
52,0.8700000000000001,87.36666666666666
120,1.1900000000000004,55.486666666666665
196,0.9100000000000001,98.55333333333333
139,0.9300000000000002,97.94
21,0.9500000000000002,24.166666666666668
27,0.9800000000000002,28.873333333333335
119,0.8700000000000001,98.15333333333334
89,1.0600000000000003,69.36666666666666
13,0.9000000000000001,17.226666666666667
121,0.8800000000000001,98.11333333333333
81,0.9700000000000002,87.99333333333334
81,1.0600000000000003,63.86
13,0.9600000000000002,13.84
35,0.8900000000000001,54.96666666666667
109,1.0900000000000003,73.88
104,0.8300000000000001,98.34
79,1.0000000000000002,78.80666666666667
56,1.1000000000000003,38.806666666666665
87,0.9800000000000002,90.87333333333333
111,0.9700000000000002,96.35333333333334
139,1.0500000000000003,94.19333333333333
115,0.8900000000000001,98.04666666666667
148,1.0000000000000002,97.25333333333333
172,0.8300000000000001,98.62
29,0.8500000000000001,52.593333333333334
131,1.1100000000000003,80.48
66,0.9100000000000001,91.18
69,1.1500000000000004,39.96
189,1.1500000000000004,89.96
47,1.1900000000000004,25.006666666666668
139,0.9100000000000001,98.32
152,0.9300000000000002,98.14666666666666
133,1.1100000000000003,80.94666666666667
41,0.9200000000000002,55.86
11,1.0100000000000002,10.706666666666667
55,1.1800000000000004,29.973333333333333
30,0.9700000000000002,33.88
