N, RMSE, Max
5,0.064931,0.11878
6,0.043906,0.11473
7,0.023563,0.052245
8,0.016437,0.041661
9,0.0093331,0.021614
10,0.0063212,0.014608
11,0.0040759,0.0090824
12,0.0026158,0.0065836
13,0.0018388,0.0047692
14,0.0010894,0.0033425
15,0.00078866,0.0023876
