N, RMSE, Max
4,2.4607,4.9513
6,1.3346,2.5229
8,1.1299,2.1851
10,0.99564,2.1763
12,0.32389,1.3151
14,0.20181,0.89274
16,0.093589,0.41559
18,0.055405,0.27247
20,0.024312,0.11968
22,0.014178,0.073776
24,0.005759,0.027967
26,0.0040861,0.020335
28,0.0011908,0.0043999
30,0.0014404,0.0073694
