N, RMSE, Max
20,0.83095,1.5808
24,1.1444,10.387
28,0.51621,2.6393
32,0.31943,1.5479
36,0.072567,0.21374
40,0.0051874,0.033562
44,0.00062085,0.0052671
48,0.00043064,0.0021784
52,0.00057663,0.005322
