N, RMSE, Max
5,0.16409,0.3425
6,0.12039,0.35163
7,0.09235,0.22161
8,0.069007,0.20683
9,0.30408,0.67187
10,0.26685,0.65864
11,0.030264,0.08199
12,0.02325,0.06863
13,0.018233,0.048259
14,0.013838,0.039793
15,0.010066,0.028177
