N, RMSE, Max
14,0.11337,0.23793
16,0.11286,0.2387
18,0.11157,0.23511
20,0.065009,0.13803
22,0.063569,0.14124
24,0.062606,0.1406
26,0.0616,0.14358
28,0.060561,0.14357
30,0.067962,0.16005
32,0.059506,0.14568
34,0.058726,0.14529
36,0.058283,0.14506
38,0.058557,0.1462
40,0.05773,0.14763
42,0.057219,0.14853
44,0.057876,0.15025
46,0.056948,0.15196
48,0.039584,0.10531
50,0.038119,0.1051
