N, RMSE, Max
5,0.11998,0.21868
6,0.15078,0.3067
7,0.0050488,0.0096416
8,0.005086,0.011085
9,0.00011341,0.00033721
10,0.00010892,0.00030989
11,3.4466e-06,1.4138e-05
12,3.0571e-06,1.25e-05
13,1.1305e-07,4.755e-07
14,1.3287e-07,6.5108e-07
15,1.1245e-07,4.0813e-07
