x,y_ref_abs,AAA,Error_AAA,VF,Error_VF,Szego,Error_Szego,Adap,Error_Adap
22900,124.1,124.07,0.14052,124.14,0.039926,123.88,0.25449,124.1,0.0067225
22930,123.36,123.29,0.22497,123.36,0.023419,122.99,0.38752,123.36,0.009798
22960,122.66,122.54,0.29115,122.61,0.047439,122.19,0.47421,122.66,0.011471
22990,121.97,121.8,0.33386,121.9,0.075883,121.48,0.51119,121.97,0.011822
23020,121.29,121.07,0.34884,121.19,0.10057,120.86,0.49935,121.28,0.011032
23050,120.59,120.36,0.33315,120.49,0.12075,120.29,0.44345,120.58,0.009357
23080,119.87,119.66,0.28543,119.76,0.13689,119.71,0.35154,119.87,0.0070883
23110,119.12,118.96,0.20632,119.02,0.14993,119.08,0.23411,119.12,0.0045189
23140,118.34,118.25,0.098947,118.24,0.16084,118.35,0.10309,118.34,0.0019111
23170,117.51,117.54,0.030566,117.42,0.17041,117.5,0.029182,117.51,0.00052199
23200,116.65,116.8,0.17264,116.56,0.17899,116.56,0.15101,116.65,0.0026222
23230,115.74,116.04,0.31411,115.67,0.18654,115.55,0.25226,115.75,0.0042816
23260,114.81,115.22,0.43875,114.75,0.19272,114.51,0.32511,114.81,0.0054332
23290,113.84,114.35,0.52904,113.8,0.19702,113.48,0.36461,113.85,0.0060419
23320,112.86,113.41,0.56918,112.84,0.19893,112.49,0.36891,112.86,0.0061011
23350,111.86,112.4,0.54903,111.87,0.19798,111.55,0.33933,111.87,0.0056322
23380,110.87,111.32,0.46766,110.9,0.19389,110.64,0.28006,110.87,0.0046873
23410,109.88,110.21,0.33494,109.94,0.18648,109.76,0.19767,109.88,0.0033496
23440,108.91,109.08,0.16993,108.98,0.17578,108.87,0.10053,108.91,0.0017304
23470,107.96,107.96,0.0034623,108.05,0.16195,107.97,0.002086,107.96,3.6585e-05
23500,107.05,106.89,0.16189,107.15,0.14535,107.04,0.10074,107.05,0.0018051
23530,106.18,105.9,0.28713,106.28,0.12646,106.11,0.1867,106.19,0.0034263
23560,105.36,104.99,0.36851,105.45,0.10589,105.21,0.25266,105.36,0.0047601
23590,104.58,104.18,0.40317,104.66,0.084383,104.35,0.2933,104.59,0.0056852
23620,103.85,103.46,0.39463,103.92,0.062834,103.57,0.30574,103.86,0.0061085
23650,103.18,102.83,0.35063,103.22,0.042488,102.89,0.28967,103.19,0.0059738
23680,102.56,102.28,0.281,102.58,0.026106,102.31,0.24733,102.56,0.0052695
23710,101.98,101.79,0.19592,101.98,0.021691,101.81,0.18323,101.98,0.0040339
23740,101.45,101.36,0.10479,101.43,0.031835,101.37,0.10369,101.45,0.0023577
23770,100.97,100.96,0.015627,100.93,0.046411,100.96,0.016275,100.97,0.00038166
23800,100.53,100.58,0.065122,100.47,0.061586,100.56,0.070947,100.53,0.0017118
23830,100.12,100.23,0.13256,100.05,0.077002,100.15,0.15008,100.13,0.003713
23860,99.756,99.896,0.18319,99.663,0.093134,99.731,0.2141,99.759,0.0054065
23890,99.418,99.567,0.21481,99.307,0.11056,99.323,0.25746,99.422,0.0065968
23920,99.103,99.242,0.2264,98.975,0.12956,98.94,0.27651,99.109,0.0071369
23950,98.806,98.92,0.21806,98.661,0.14992,98.597,0.26979,98.812,0.0069535
23980,98.517,98.597,0.19104,98.358,0.17088,98.301,0.23815,98.523,0.0060655
24010,98.229,98.273,0.14768,98.061,0.19119,98.047,0.18458,98.233,0.0045893
24040,97.931,97.947,0.091386,97.764,0.20926,97.817,0.114,97.934,0.0027278
24070,97.617,97.618,0.026453,97.462,0.22345,97.586,0.032797,97.618,0.00074275
24100,97.283,97.287,0.042145,97.151,0.23218,97.327,0.051718,97.282,0.0010871
24130,96.927,96.954,0.10905,96.83,0.23422,97.018,0.13191,96.926,0.0025149
24160,96.554,96.621,0.16886,96.498,0.22885,96.652,0.20048,96.554,0.0033728
24190,96.173,96.289,0.21641,96.158,0.21597,96.239,0.2511,96.173,0.0036117
24220,95.797,95.962,0.24714,95.818,0.19626,95.803,0.27892,95.798,0.0033273
24250,95.443,95.645,0.25725,95.49,0.17115,95.381,0.28108,95.443,0.0027722
24280,95.13,95.346,0.24403,95.189,0.14278,95.014,0.25691,95.13,0.0023057
24310,94.876,95.073,0.20606,94.937,0.11374,94.74,0.2081,94.876,0.0020973
24340,94.7,94.843,0.14357,94.754,0.086478,94.587,0.13854,94.699,0.0018094
24370,94.615,94.673,0.058811,94.659,0.062403,94.564,0.054077,94.615,0.00093408
24400,94.629,94.588,0.043392,94.663,0.04113,94.667,0.037975,94.629,0.00084591
24430,94.746,94.614,0.15517,94.768,0.022848,94.874,0.12941,94.745,0.0036031
24460,94.957,94.772,0.2654,94.964,0.025335,95.156,0.21182,94.953,0.0071703
24490,95.248,95.07,0.36024,95.228,0.054922,95.48,0.27732,95.24,0.011152
24520,95.596,95.49,0.42502,95.537,0.094512,95.817,0.31927,95.584,0.014958
24550,95.974,95.98,0.4475,95.863,0.13886,96.144,0.33284,95.957,0.01787
24580,96.35,96.466,0.42154,96.18,0.18401,96.447,0.31551,96.331,0.019137
24610,96.693,96.872,0.34933,96.47,0.22593,96.718,0.26729,96.675,0.018091
24640,96.976,97.147,0.24066,96.717,0.26069,96.954,0.19081,96.964,0.014255
24670,97.179,97.273,0.10982,96.908,0.28483,97.149,0.091157,97.173,0.0074455
24700,97.287,97.26,0.027996,97.037,0.29557,97.299,0.02449,97.288,0.0021689
24730,97.294,97.136,0.15927,97.095,0.29105,97.393,0.14728,97.299,0.014043
24760,97.201,96.928,0.27327,97.076,0.2705,97.417,0.26727,97.204,0.027269
24790,97.014,96.664,0.36212,96.973,0.23464,97.354,0.37397,97.01,0.040618
24820,96.747,96.365,0.42035,96.781,0.18648,97.191,0.45693,96.729,0.05261
24850,96.414,96.045,0.44431,96.497,0.13372,96.92,0.50632,96.381,0.061582
24880,96.033,95.715,0.43172,96.128,0.096107,96.541,0.51337,95.986,0.065771
24910,95.622,95.383,0.38128,95.691,0.10376,96.069,0.47078,95.568,0.063389
24940,95.201,95.052,0.29243,95.216,0.14102,95.529,0.37305,95.152,0.052694
24970,94.789,94.725,0.16517,94.745,0.17396,94.958,0.21663,94.757,0.032055
25000,94.404,94.404,0,94.32,0.18871,94.404,0,94.404,0
