N, RMSE, Max
4,0.88812,1.5918
6,0.26279,0.58962
8,0.077313,0.20281
10,0.0244,0.067766
12,0.0089136,0.022787
14,0.0036466,0.0099343
16,0.0015235,0.0052516
18,0.000617,0.0025389
20,0.00023742,0.001141
22,8.5667e-05,0.00045616
24,2.8484e-05,0.00016775
26,8.5911e-06,5.3734e-05
28,2.4838e-06,1.6067e-05
30,8.7992e-07,6.1831e-06
