   8.0798877e+00   3.4465274e+04
   8.5892846e+00   8.8890639e+03
   9.1108500e+00   4.7059709e+03
   9.6269420e+00   2.6963121e+03
   1.0130011e+01   1.6180493e+03
   1.0646497e+01   8.6790596e+02
   1.1147333e+01   5.2528186e+02
   1.1660558e+01   3.1082621e+02
   1.2160576e+01   1.6295951e+02
   1.2674539e+01   9.7646374e+01
   1.3175034e+01   5.8955496e+01
   1.3692044e+01   3.5250430e+01
   1.4199343e+01   2.0801137e+01
   1.4713962e+01   1.2402010e+01
   1.5215892e+01   7.4988664e+00
   1.5731022e+01   4.5081316e+00
   1.6232493e+01   2.7036277e+00
   1.6733798e+01   1.6606683e+00
   1.7244909e+01   9.9391861e-01
   1.7747945e+01   6.0827250e-01
   1.8250505e+01   3.6851901e-01
   1.8750647e+01   2.2330609e-01
   1.9260912e+01   1.3466328e-01
   1.9767240e+01   8.2902020e-02
   2.0276063e+01   5.0583204e-02
   2.0787835e+01   3.1066554e-02
   2.1299621e+01   1.9668131e-02
   2.1809382e+01   1.2967344e-02
   2.2319019e+01   9.8929164e-03
   2.2821416e+01   7.5163271e-03
   2.3327381e+01   6.0706981e-03
   2.3832889e+01   5.1509271e-03
   2.4350899e+01   4.4972261e-03
   2.4852443e+01   4.0232239e-03
   2.5359437e+01   3.6387893e-03
   2.5878836e+01   9.8166272e-03
   2.6397429e+01   8.3821327e-03
   2.6919388e+01   5.7464419e-03
   2.7427958e+01   4.4479169e-03
   2.7931106e+01   3.2861211e-03
   2.8453680e+01   2.5530892e-03
   2.8959054e+01   4.6833197e-03
   2.9474029e+01   4.0770526e-03
   2.9998420e+01   2.8409787e-03
   3.0504123e+01   2.1184902e-03
   3.1014728e+01   1.6813693e-03
   3.1526289e+01   1.3984425e-03
   3.2036463e+01   1.2002484e-03
   3.2548967e+01   1.0554907e-03
   3.3070071e+01   9.4683369e-04
   3.3579565e+01   8.5707978e-04
   3.4090162e+01   7.5093203e-04
   3.4602572e+01   6.6547422e-04
   3.5103271e+01   5.9623152e-04
   3.5611747e+01   5.3632507e-04
   3.6116138e+01   4.8311629e-04
   3.6626479e+01   4.0889076e-04
   3.7148814e+01   3.7486936e-04
   3.7667298e+01   3.4482405e-04
   3.8167569e+01   3.1237284e-04
   3.8675785e+01   3.4802290e-04
   3.9197558e+01   3.4759022e-04
   3.9706197e+01   3.6332853e-04
   4.0209256e+01   4.1015440e-04
   4.0721526e+01   3.4476010e-04
   4.1233045e+01   3.0774384e-04
   4.1740076e+01   2.3809862e-04
   4.2255254e+01   2.1077944e-04
   4.2760819e+01   1.7936880e-04
   4.3273276e+01   2.6899142e-04
   4.3775090e+01   2.3055242e-04
   4.4280953e+01   1.8565735e-04
   4.4781109e+01   1.4609386e-04
   4.5290307e+01   1.1838639e-04
   4.5794119e+01   1.0124994e-04
   4.6300833e+01   9.0668355e-05
   4.6822372e+01   7.5269758e-05
   4.7327082e+01   6.2512832e-05
   4.7830464e+01   6.7960145e-05
   4.8340463e+01   5.9842019e-05
   4.8846698e+01   6.2180281e-05
   4.9363557e+01   1.0335758e-04
   4.9870202e+01   9.1424702e-05
   5.0378939e+01   8.0847197e-05
   5.0903263e+01   6.5188686e-05
   5.1414871e+01   4.9384484e-05
   5.1915899e+01   4.0708529e-05
   5.2425375e+01   3.3261696e-05
   5.2926010e+01   3.3814850e-05
   5.3436592e+01   2.7687460e-05
   5.3940168e+01   3.2532390e-05
   5.4449296e+01   3.4019480e-05
   5.4973204e+01   2.5718123e-05
   5.5488159e+01   1.8667435e-05
   5.5990983e+01   1.4129063e-05
   5.6503699e+01   1.1880258e-05
   5.7004872e+01   1.0171391e-05
   5.7518478e+01   8.9499473e-06
   5.8018999e+01   8.0598887e-06
   5.8531085e+01   7.9206308e-06
   5.9031559e+01   6.9822027e-06
   5.9543556e+01   6.2713763e-06
   6.0062923e+01   5.6356064e-06
   6.0570573e+01   5.0185488e-06
   6.1070910e+01   5.1188165e-06
   6.1580552e+01   4.4842941e-06
   6.2086351e+01   4.0308508e-06
   6.2596708e+01   4.0419998e-06
   6.3117670e+01   8.1992978e-06
   6.3627539e+01   6.9755677e-06
   6.4128896e+01   5.8253051e-06
   6.4640188e+01   4.3355792e-06
   6.5145341e+01   3.5314650e-06
