   0.0000000e+00   2.1113109e+01   1.3112328e+01
   2.4797872e-02   2.1113109e+01   1.3112328e+01
   4.8887946e-02   2.1113109e+01   1.3112328e+01
   7.3363074e-02   2.1113109e+01   1.3112328e+01
   9.8050206e-02   2.1113109e+01   1.3112328e+01
   1.2293573e-01   2.1113109e+01   1.3112328e+01
   1.4757243e-01   2.1113109e+01   1.3112328e+01
   1.7181205e-01   2.1113109e+01   1.3112328e+01
   1.9645834e-01   2.1113109e+01   1.3112328e+01
   2.2048553e-01   2.1113109e+01   1.3112328e+01
   2.4531682e-01   2.1113109e+01   1.3112328e+01
   2.6910792e-01   2.1113109e+01   1.3112328e+01
   2.9347901e-01   2.1113109e+01   1.3112328e+01
   3.1807577e-01   2.1113109e+01   1.3112328e+01
   3.4183209e-01   2.1113109e+01   1.3112328e+01
   3.6363644e-01   2.1113109e+01   1.3112328e+01
   3.8520428e-01   2.1113109e+01   1.3112328e+01
   4.0742460e-01   2.1113109e+01   1.3112328e+01
   4.3174857e-01   2.1113109e+01   1.3112328e+01
   4.5582826e-01   2.1113109e+01   1.3112328e+01
   4.8009546e-01   2.1113109e+01   1.3112328e+01
   5.0495352e-01   2.1113109e+01   1.3112328e+01
   5.2899080e-01   2.1113109e+01   1.3112328e+01
   5.5413317e-01   2.1113109e+01   1.3112328e+01
   5.7843878e-01   2.1113109e+01   1.3112328e+01
   6.0331994e-01   2.1113109e+01   1.3112328e+01
   6.2727599e-01   2.1113109e+01   1.3112328e+01
   6.5169293e-01   2.1113109e+01   1.3112328e+01
   6.7566735e-01   2.1113109e+01   1.3112328e+01
   6.9921655e-01   2.1113109e+01   1.3112328e+01
   7.2134110e-01   2.1113109e+01   1.3112328e+01
   7.4250205e-01   2.1113109e+01   1.3112328e+01
   7.6381460e-01   2.1113109e+01   1.3112328e+01
   7.8546892e-01   2.1113109e+01   1.3112328e+01
   8.0875380e-01   2.1113109e+01   1.3112328e+01
   8.3293530e-01   2.1113109e+01   1.3112328e+01
   8.5663201e-01   2.1113109e+01   1.3112328e+01
   8.8062853e-01   2.1113109e+01   1.3112328e+01
   9.0483438e-01   2.1113109e+01   1.3112328e+01
   9.2855891e-01   2.1113109e+01   1.3112328e+01
   9.5225304e-01   2.1113109e+01   1.3112328e+01
   9.7580822e-01   2.1113109e+01   1.3112328e+01
   9.9952206e-01   2.1113109e+01   1.3112328e+01
   1.0230534e+00   2.1113109e+01   1.3112328e+01
   1.0466257e+00   2.1113109e+01   1.3112328e+01
   1.0704285e+00   2.1113109e+01   1.3112328e+01
   1.0940161e+00   2.1113109e+01   1.3112328e+01
   1.1175062e+00   2.1113109e+01   1.3112328e+01
   1.1414347e+00   2.1113109e+01   1.3112328e+01
   1.1662379e+00   2.1113109e+01   1.3112328e+01
   1.1908255e+00   2.1113109e+01   1.3112328e+01
   1.2149176e+00   2.1113109e+01   1.3112328e+01
   1.2389844e+00   2.1113109e+01   1.3112328e+01
   1.2633144e+00   2.1113109e+01   1.3112328e+01
   1.2874727e+00   2.1113109e+01   1.3112328e+01
   1.3114389e+00   2.1113109e+01   1.3112328e+01
   1.3359113e+00   2.1113109e+01   1.3112328e+01
   1.3613238e+00   2.1113109e+01   1.3112328e+01
   1.3860469e+00   2.1113109e+01   1.3112328e+01
   1.4110208e+00   2.1113109e+01   1.3112328e+01
   1.4353630e+00   2.1113109e+01   1.3112328e+01
   1.4590558e+00   2.1113109e+01   1.3112328e+01
   1.4836090e+00   2.1113109e+01   1.3112328e+01
   1.5074387e+00   2.1113109e+01   1.3112328e+01
   1.5313174e+00   2.1113109e+01   1.3112328e+01
   1.5564170e+00   2.1113109e+01   1.3112328e+01
   1.5806122e+00   2.1113109e+01   1.3112328e+01
   1.6052440e+00   2.1113109e+01   1.3112328e+01
   1.6294065e+00   2.1113109e+01   1.3112328e+01
   1.6533842e+00   2.1113109e+01   1.3112328e+01
   1.6772037e+00   2.1113109e+01   1.3112328e+01
   1.7007356e+00   2.1113109e+01   1.3112328e+01
   1.7229787e+00   2.1113109e+01   1.3112328e+01
   1.7443727e+00   2.1113109e+01   1.3112328e+01
   1.7658159e+00   2.1113109e+01   1.3112328e+01
   1.7881737e+00   2.1113109e+01   1.3112328e+01
   1.8123162e+00   2.1113109e+01   1.3112328e+01
   1.8366698e+00   2.1113109e+01   1.3112328e+01
   1.8610341e+00   2.1113109e+01   1.3112328e+01
   1.8862377e+00   2.1113109e+01   1.3112328e+01
   1.9104753e+00   2.1113109e+01   1.3112328e+01
   1.9349737e+00   2.1113109e+01   1.3112328e+01
   1.9591647e+00   2.1113109e+01   1.3112328e+01
   1.9837049e+00   2.1113109e+01   1.3112328e+01
   2.0079955e+00   2.1113109e+01   1.3112328e+01
   2.0322629e+00   2.1113109e+01   1.3112328e+01
   2.0571740e+00   2.1113109e+01   1.3112328e+01
   2.0814466e+00   2.1113109e+01   1.3112328e+01
   2.1068680e+00   2.1113109e+01   1.3112328e+01
   2.1313060e+00   2.1113109e+01   1.3112328e+01
   2.1554620e+00   2.1113109e+01   1.3112328e+01
   2.1795195e+00   2.1113109e+01   1.3112328e+01
   2.2036571e+00   2.1113109e+01   1.3112328e+01
   2.2276812e+00   2.1113109e+01   1.3112328e+01
   2.2517974e+00   2.1113109e+01   1.3112328e+01
   2.2760199e+00   2.1113109e+01   1.3112328e+01
   2.3008171e+00   2.1113109e+01   1.3112328e+01
   2.3256759e+00   2.1113109e+01   1.3112328e+01
   2.3500365e+00   2.1113109e+01   1.3112328e+01
   2.3749279e+00   2.1113109e+01   1.3112328e+01
   2.3997365e+00   2.1113109e+01   1.3112328e+01
   2.4244397e+00   2.1113109e+01   1.3112328e+01
   2.4482639e+00   2.1113109e+01   1.3112328e+01
   2.4723746e+00   2.1113109e+01   1.3112328e+01
   2.4971004e+00   2.1113109e+01   1.3112328e+01
   2.5214587e+00   2.1113109e+01   1.3112328e+01
   2.5463591e+00   2.1113109e+01   1.3112328e+01
   2.5705814e+00   2.1113109e+01   1.3112328e+01
   2.5942313e+00   2.1113109e+01   1.3112328e+01
   2.6179964e+00   2.1113109e+01   1.3112328e+01
   2.6422169e+00   2.1113109e+01   1.3112328e+01
   2.6668109e+00   2.1113109e+01   1.3112328e+01
   2.6906548e+00   2.1113109e+01   1.3112328e+01
   2.7134390e+00   2.1113109e+01   1.3112328e+01
   2.7362067e+00   2.1113109e+01   1.3112328e+01
   2.7585749e+00   2.1113109e+01   1.3112328e+01
   2.7809516e+00   2.1113109e+01   1.3112328e+01
   2.8055058e+00   2.1113109e+01   1.3112328e+01
   2.8294495e+00   2.1113109e+01   1.3112328e+01
   2.8535275e+00   2.1113109e+01   1.3112328e+01
   2.8778963e+00   2.1113109e+01   1.3112328e+01
   2.9019361e+00   2.1113109e+01   1.3112328e+01
   2.9268231e+00   2.1113109e+01   1.3112328e+01
   2.9519115e+00   2.1113109e+01   1.3112328e+01
   2.9764474e+00   2.1113109e+01   1.3112328e+01
   3.0011614e+00   2.1113109e+01   1.3112328e+01
   3.0261802e+00   2.1113109e+01   1.3112328e+01
   3.0503001e+00   2.1113109e+01   1.3112328e+01
   3.0747134e+00   2.1113109e+01   1.3112328e+01
   3.0996873e+00   2.1113109e+01   1.3112328e+01
   3.1245987e+00   2.1113109e+01   1.3112328e+01
   3.1490631e+00   2.1113109e+01   1.3112328e+01
   3.1731267e+00   2.1113109e+01   1.3112328e+01
   3.1971732e+00   2.1113109e+01   1.3112328e+01
