   0.0000000e+00  -3.9202934e-03  -3.0225562e-03  -2.2685913e-02   2.2118336e-02
   2.4797872e-02  -3.9202934e-03  -3.0225562e-03  -2.2685913e-02   2.2118336e-02
   4.8887946e-02  -9.7554028e-03  -9.9538546e-03  -2.1701222e-02  -1.4195963e-02
   7.3363074e-02  -9.7554028e-03  -9.9538546e-03  -2.1701222e-02  -1.4195963e-02
   9.8050206e-02  -9.1690505e-03   2.6024273e-02  -8.7538980e-02   1.6491250e+00
   1.2293573e-01  -9.1690505e-03   2.6024273e-02  -8.7538980e-02   1.6491250e+00
   1.4757243e-01  -6.9419206e-03   1.2761852e-01  -1.4759515e-01   4.2325258e+00
   1.7181205e-01  -6.9419206e-03   1.2761852e-01  -1.4759515e-01   4.2325258e+00
   1.9645834e-01   6.7145839e-02   2.8654099e-01  -1.9536088e-01   6.0977414e+00
   2.2048553e-01   6.7145839e-02   2.8654099e-01  -1.9536088e-01   6.0977414e+00
   2.4531682e-01   1.7115197e-01   3.5408437e-01  -2.0355637e-01   6.8792102e+00
   2.6910792e-01   1.7115197e-01   3.5408437e-01  -2.0355637e-01   6.8792102e+00
   2.9347901e-01   2.6340625e-01   3.7384275e-01  -2.1208636e-01   7.4624002e+00
   3.1807577e-01   2.6340625e-01   3.7384275e-01  -2.1208636e-01   7.4624002e+00
   3.4183209e-01   2.6294994e-01   4.0653828e-01  -1.8154553e-01   7.3322783e+00
   3.6363644e-01   2.6294994e-01   4.0653828e-01  -1.8154553e-01   7.3322783e+00
   3.8520428e-01   2.3814809e-01   4.6560222e-01  -1.5193994e-01   4.7912530e+00
   4.0742460e-01   2.3814809e-01   4.6560222e-01  -1.5193994e-01   4.7912530e+00
   4.3174857e-01   1.6985786e-01   5.5904955e-01  -1.6935480e-01   2.1029794e+00
   4.5582826e-01   1.6985786e-01   5.5904955e-01  -1.6935480e-01   2.1029794e+00
   4.8009546e-01   7.2732441e-02   6.5964520e-01  -2.2464307e-01  -2.7348770e-02
   5.0495352e-01   7.2732441e-02   6.5964520e-01  -2.2464307e-01  -2.7348770e-02
   5.2899080e-01  -4.3063421e-02   7.0940065e-01  -2.5851101e-01  -1.8233592e+00
   5.5413317e-01  -4.3063421e-02   7.0940065e-01  -2.5851101e-01  -1.8233592e+00
   5.7843878e-01  -4.3063421e-02   7.0940065e-01  -2.5851101e-01  -1.8233592e+00
   6.0331994e-01  -4.3063421e-02   7.0940065e-01  -2.5851101e-01  -1.8233592e+00
   6.2727599e-01  -1.5229662e-01   7.2166616e-01  -2.8701007e-01  -2.9741376e+00
   6.5169293e-01  -2.5277615e-01   7.0244223e-01  -2.8501734e-01  -3.1491617e+00
   6.7566735e-01  -3.1453738e-01   6.8069226e-01  -2.5896689e-01  -3.3825803e+00
   6.9921655e-01  -3.1453738e-01   6.8069226e-01  -2.5896689e-01  -3.3825803e+00
   7.2134110e-01  -3.1453738e-01   6.8069226e-01  -2.5896689e-01  -3.3825803e+00
   7.4250205e-01  -3.4087935e-01   6.7625022e-01  -2.2268641e-01  -2.7395052e+00
   7.6381460e-01  -3.4087935e-01   6.7625022e-01  -2.2268641e-01  -2.7395052e+00
   7.8546892e-01  -3.6806020e-01   6.7229426e-01  -2.1206327e-01   2.0326243e-01
   8.0875380e-01  -3.6806020e-01   6.7229426e-01  -2.1206327e-01   2.0326243e-01
   8.3293530e-01  -3.6806020e-01   6.7229426e-01  -2.1206327e-01   2.0326243e-01
   8.5663201e-01  -3.9956632e-01   6.8209678e-01  -2.0530717e-01   1.8194958e-01
   8.8062853e-01  -4.3905833e-01   6.7894548e-01  -1.9297375e-01   1.2563844e+00
   9.0483438e-01  -4.3905833e-01   6.7894548e-01  -1.9297375e-01   1.2563844e+00
   9.2855891e-01  -4.3905833e-01   6.7894548e-01  -1.9297375e-01   1.2563844e+00
   9.5225304e-01  -4.8741192e-01   6.8241322e-01  -1.6611007e-01   1.3536912e+00
   9.7580822e-01  -5.0526047e-01   6.6975445e-01  -1.3551961e-01   9.3313119e-01
   9.9952206e-01  -5.0526047e-01   6.6975445e-01  -1.3551961e-01   9.3313119e-01
   1.0230534e+00  -5.0526047e-01   6.6975445e-01  -1.3551961e-01   9.3313119e-01
   1.0466257e+00  -5.4263520e-01   6.5637910e-01  -1.0477862e-01   8.2658383e-01
   1.0704285e+00  -5.4263520e-01   6.5637910e-01  -1.0477862e-01   8.2658383e-01
   1.0940161e+00  -5.6848967e-01   6.3684911e-01  -8.0371045e-02  -1.0885362e-02
   1.1175062e+00  -5.6848967e-01   6.3684911e-01  -8.0371045e-02  -1.0885362e-02
   1.1414347e+00  -5.9181941e-01   6.2608868e-01  -5.1242527e-02   5.1323407e-02
   1.1662379e+00  -5.9181941e-01   6.2608868e-01  -5.1242527e-02   5.1323407e-02
   1.1908255e+00  -6.0566503e-01   6.1145270e-01  -1.5312752e-02  -1.9790558e-01
   1.2149176e+00  -6.0566503e-01   6.1145270e-01  -1.5312752e-02  -1.9790558e-01
   1.2389844e+00  -6.1269706e-01   5.8922851e-01   1.6986491e-02  -2.9318721e-01
   1.2633144e+00  -6.1269706e-01   5.8922851e-01   1.6986491e-02  -2.9318721e-01
   1.2874727e+00  -6.0216266e-01   5.6927538e-01   3.4281384e-02  -3.1194137e-01
   1.3114389e+00  -6.0216266e-01   5.6927538e-01   3.4281384e-02  -3.1194137e-01
   1.3359113e+00  -6.0216266e-01   5.6927538e-01   3.4281384e-02  -3.1194137e-01
   1.3613238e+00  -6.0369575e-01   5.4439932e-01   3.3227131e-02  -1.5051626e-01
   1.3860469e+00  -6.0369575e-01   5.4439932e-01   3.3227131e-02  -1.5051626e-01
   1.4110208e+00  -5.8747166e-01   5.1463258e-01   1.9052511e-02  -1.4298916e-01
   1.4353630e+00  -5.7002604e-01   4.9237883e-01   1.6354335e-03   4.6081950e-02
   1.4590558e+00  -5.7002604e-01   4.9237883e-01   1.6354335e-03   4.6081950e-02
   1.4836090e+00  -5.5565536e-01   4.7851032e-01  -1.6065894e-02   5.2747881e-02
   1.5074387e+00  -5.5565536e-01   4.7851032e-01  -1.6065894e-02   5.2747881e-02
   1.5313174e+00  -5.4769146e-01   4.6441719e-01  -1.0438047e-02   1.2060348e-01
   1.5564170e+00  -5.4769146e-01   4.6441719e-01  -1.0438047e-02   1.2060348e-01
   1.5806122e+00  -5.2724767e-01   4.3714988e-01   1.7015409e-02   1.2060348e-01
   1.6052440e+00  -5.2724767e-01   4.3714988e-01   1.7015409e-02   1.2060348e-01
   1.6294065e+00  -5.0644678e-01   4.1039652e-01   3.5141140e-02   6.8957964e-02
   1.6533842e+00  -5.0644678e-01   4.1039652e-01   3.5141140e-02   6.8957964e-02
   1.6772037e+00  -4.8335800e-01   3.8246524e-01   2.3838898e-02  -3.1486550e-02
   1.7007356e+00  -4.8335800e-01   3.8246524e-01   2.3838898e-02  -3.1486550e-02
   1.7229787e+00  -4.8335800e-01   3.8246524e-01   2.3838898e-02  -3.1486550e-02
   1.7443727e+00  -4.4721994e-01   3.5631350e-01   1.7421724e-02  -1.3753130e-01
   1.7658159e+00  -4.4721994e-01   3.5631350e-01   1.7421724e-02  -1.3753130e-01
   1.7881737e+00  -4.2280215e-01   3.3347905e-01  -2.7634259e-03  -2.1329673e-01
   1.8123162e+00  -4.2280215e-01   3.3347905e-01  -2.7634259e-03  -2.1329673e-01
   1.8366698e+00  -3.9238223e-01   3.0506891e-01  -3.7578251e-03  -2.9008333e-01
   1.8610341e+00  -3.9238223e-01   3.0506891e-01  -3.7578251e-03  -2.9008333e-01
   1.8862377e+00  -3.6062729e-01   2.7384359e-01  -2.8393634e-03  -2.2874279e-01
   1.9104753e+00  -3.6062729e-01   2.7384359e-01  -2.8393634e-03  -2.2874279e-01
   1.9349737e+00  -3.3177701e-01   2.3704050e-01   1.4602107e-02  -1.2396736e-01
   1.9591647e+00  -3.3177701e-01   2.3704050e-01   1.4602107e-02  -1.2396736e-01
   1.9837049e+00  -2.9709807e-01   2.0557268e-01   3.3503413e-02  -1.0998883e-01
   2.0079955e+00  -2.9709807e-01   2.0557268e-01   3.3503413e-02  -1.0998883e-01
   2.0322629e+00  -2.9709807e-01   2.0557268e-01   3.3503413e-02  -1.0998883e-01
   2.0571740e+00  -2.7721980e-01   1.7738226e-01   1.7349070e-02   7.5946638e-02
   2.0814466e+00  -2.5631726e-01   1.4870331e-01   5.5268854e-03   6.2527311e-02
   2.1068680e+00  -2.5631726e-01   1.4870331e-01   5.5268854e-03   6.2527311e-02
   2.1313060e+00  -2.4165773e-01   1.1711628e-01  -2.5676081e-03   1.3417291e-01
   2.1554620e+00  -2.4165773e-01   1.1711628e-01  -2.5676081e-03   1.3417291e-01
   2.1795195e+00  -2.3470426e-01   8.2724780e-02  -4.0960978e-03  -6.1822261e-02
   2.2036571e+00  -2.3470426e-01   8.2724780e-02  -4.0960978e-03  -6.1822261e-02
   2.2276812e+00  -2.3470426e-01   8.2724780e-02  -4.0960978e-03  -6.1822261e-02
